cnic,canonical_name,father_name,declared_income,tax_paid,ntn,filing_status,phone
42101-7787380-7,Zubair Naqvi,S/O مریم چودھری,6567870.0,729150.0,NTN-333750,Filer,0321-4451163
61101-9281401-8,Ayesha Gilani,S/O Muhammad Gilani,6643760.0,798110.0,NTN-935936,Filer,0300-5237282
54000-4953259-4,زینب علی,S/O Ayesha Aslam,15834240.0,0.0,NTN-625451,Filer,0333-6198692
35202-4803691-1,,S/O Hamid Rafiq,12741470.0,879730.0,NTN-342248,Filer,0300-6113416
21301-7807650-2,Muhammad Aslam,S/O Naeem Malik,10542920.0,1641340.0,NTN-944267,Filer,0303-6500890
13302-5081724-2,Faisal Hameed,S/O Saira Qureshi,2238790.0,0.0,NTN-289081,Filer,0312-9425599
44000-3151610-1,Tahir Butt,S/O Bilal Gilani,1710880.0,0.0,NTN-255415,Filer,0322-1546310
35202-6387621-4,Ahmed Latif,S/O Tahir Jafri,15505860.0,3286760.0,NTN-157488,Filer,0345-1270732
54000-7418526-3,Waseem Chattha,S/O Hamid Iqbal,17047420.0,1998180.0,NTN-568627,Filer,0321-7232191
54000-3408819-5,Amna Iqbal,S/O Bilal Nawaz,985070.0,0.0,NTN-638253,Filer,0303-7988844
44000-2577439-9,Waseem Karim,S/O Hina Jafri,9412860.0,1532890.0,NTN-267933,Filer,0312-8087865
13302-3548305-4,Amna Zaidi,S/O نادیہ رضا,6750570.0,370890.0,NTN-352606,Non-Filer,0346-8150871
13302-1802809-3,Zainab Hashmi,S/O Sheikh Tarar,27596280.0,6599430.0,NTN-355111,Filer,0331-8569809
54000-1235148-7,Omar Baig,S/O Tahir Zaidi,23382730.0,3605220.0,NTN-602590,Filer,0300-1317265
44000-3068650-2,Asif Latif,S/O Sheikh Rizvi,7854310.0,794150.0,NTN-320207,Non-Filer,0300-5197783
,Saira Raza,S/O Malik Cheema,18224230.0,2883070.0,NTN-109817,Filer,0331-7851615
35202-9274007-1,Qureshi Syed,S/O Zainab Malik,7770050.0,502220.0,NTN-480010,Non-Filer,0311-1902751
44000-2249032-8,Noor Gilani,S/O Ayesha Hussain,2980140.0,0.0,NTN-619603,Filer,0333-7147865
61101-2686789-5,Raja Iqbal,S/O Arif Rafiq,51525490.0,10546830.0,NTN-234333,Filer,0346-9490193
54000-3269058-3,احمد خان,S/O Khalid Virk,5905340.0,0.0,NTN-672388,Filer,0300-5617103
61101-5684472-7,Sidra Butt,S/O Ayesha Abbasi,9378970.0,2104300.0,NTN-135694,Non-Filer,0321-7356885
54000-5038121-1,Ayesha Gujjar,S/O Qureshi Zaidi,2961790.0,0.0,NTN-415343,Non-Filer,0321-6527255
35202-1996110-7,Mirza Chaudhry,S/O Naeem Hashmi,4099640.0,0.0,,Filer,0311-5245618
13302-6554474-4,Mirza Mirza,S/O زینب علی,18868160.0,3494140.0,NTN-564949,Filer,0312-7414620
44000-7953724-5,Bushra Rana,S/O Shoaib Baig,26088430.0,2480980.0,NTN-998683,Filer,0311-5165993
35202-1806144-3,Sajid Qureshi,S/O Hussain Qureshi,10719260.0,2593200.0,NTN-872994,Filer,0303-5952689
42101-6052478-2,ابراہیم ملک,S/O Bilal Nawaz,27500530.0,4612360.0,NTN-502524,Filer,0332-8669093
54000-4948271-2,Sana Ahmed,S/O Sana Rizvi,57751400.0,5488090.0,NTN-888150,Filer,0301-7627705
35202-7088934-1,ArifJafri,S/O Zubair Latif,7939800.0,1808190.0,NTN-139679,Non-Filer,0322-3926160
35202-7350648-8,Ayesha Raja,S/O Mohammad Abbasi,23505480.0,3981170.0,NTN-609112,Filer,0331-3699257
13302-1271129-2,Fatima Gondal,S/O Iqra Karim,20987590.0,3460140.0,NTN-828691,Filer,0346-4510432
13302-8264484-6,Faisal Baig,S/O Shazia Zaidi,30566480.0,6461170.0,NTN-616029,Filer,0301-1488037
42101-7758043-1,Hashmi Rana,S/O Ahmed Naqvi,1351480.0,0.0,NTN-806364,Non-Filer,0300-6660462
54000-4021241-9,Mirza Rafiq,S/O Naeem Ahmed,14475690.0,1976050.0,NTN-404723,Filer,0312-6554797
44000-6534099-2,Nadia Baig,S/O Raja Gondal,15426920.0,3457960.0,NTN-893054,Filer,0300-4377369
13302-4732223-8,Tariq Hameed,S/O Rukhsar Gondal,5630940.0,0.0,,Filer,0311-1505286
42101-5332877-3,Kashif Chattha,S/O Hassan Gilani,69213300.0,5365910.0,NTN-656283,Filer,0331-1312392
13302-4321436-3,Omar Gilani,S/O Rizwan Tarar,59268280.0,6188180.0,NTN-979671,Filer,0333-8683770
13302-5240908-6,Faisal Gujjar,S/O Malik Hameed,40295380.0,9413100.0,NTN-855173,Filer,0345-3886814
44000-2932555-3,Naveed Tarar,S/O Khalid Qureshi,78708540.0,16661550.0,NTN-476608,Filer,0345-7038275
44000-8841865-7,Ali Gujjar,S/O Faisal Bukhari,2938000.0,0.0,NTN-937027,Filer,0300-1068330
61101-5639536-6,Usman Hashmi,S/O Naveed Raja,14573480.0,2621430.0,NTN-303192,Filer,0312-8268579
44000-7721793-1,Waseem Syed,S/O Uzma Raza,13863330.0,833730.0,NTN-564595,Filer,0303-7764688
54000-7473815-9,عائشہ احمد,S/O Adnan Tarar,15526830.0,2790400.0,NTN-169461,Filer,0312-3832054
35202-9611521-5,Chaudhry Gujjar,S/O Tariq Chaudhry,908820.0,0.0,NTN-313389,Non-Filer,0311-8428425
42101-5139665-5,Ali Gilani,S/O Maryam Chattha,17653470.0,2822110.0,NTN-262503,Filer,0301-7107418
13302-2435619-9,Sana Latif,S/O Tariq Syed,47291320.0,0.0,NTN-763616,Filer,0345-1142703
61101-4577047-4,Khalid Latif,S/O Hamid Sandhu,52530890.0,6793600.0,NTN-652489,Filer,0303-4189417
54000-8692313-7,Amna Hashmi,S/O Hina Jafri,22032660.0,4845800.0,NTN-830237,Filer,0321-9799515
35202-5531376-5,Ayesha Raza,S/O Aamir Gilani,3738640.0,0.0,NTN-295620,Non-Filer,0321-9990857
35202-9580574-7,صنا ملک,S/O Hina Ansari,61886500.0,12237020.0,NTN-827064,Filer,0302-4738140
54000-1956637-4,Shoaib Rafiq,S/O Kashif Abbasi,4991800.0,0.0,NTN-256465,Filer,0346-4641837
42101-5849642-6,Noor Qureshi,S/O Tahir Naqvi,2889030.0,0.0,NTN-715764,Filer,0300-8217146
44000-5420959-3,Adnan Iqbal,S/O Imran Tarar,23711930.0,5598960.0,NTN-422467,Filer,
42101-7835243-4,Maryam Sheikh,,11242270.0,2331950.0,NTN-239804,Filer,0333-9762763
61101-4954168-3,Faisal Aslam,S/O Saira Nawaz,8652830.0,836580.0,NTN-940211,Filer,0331-7482587
42101-3691366-6,,S/O Waseem Raza,40481230.0,6864130.0,NTN-207110,Filer,0321-1771751
44000-6020258-9,Shazia Mirza,S/O Rabia Tarar,34308120.0,7969560.0,NTN-735533,Filer,0346-3049417
13302-4168436-6,Rukhsar Bukhari,S/O Hashmi Abbasi,0.0,0.0,NTN-134978,Filer,0313-5619072
42101-3051464-6,Rabia Nawaz,S/O Tahir Ali,69325670.0,6516510.0,NTN-847723,Filer,0345-4958384
13302-9801946-5,Mehwish Tarar,S/O S/O Waseem Khan,1320910.0,0.0,NTN-252342,Filer,0333-9961299
13302-2783242-9,Mehwish Aslam,S/O Adnan Khan,30753920.0,1827230.0,NTN-836388,Filer,0302-6031079
13302-4898454-2,Mehwish Raja,S/O Zainab Qureshi,6646060.0,875890.0,NTN-998557,Filer,0331-7835305
21301-8913298-5,Hashmi Rafiq,,20366140.0,1123240.0,NTN-923823,Filer,0331-9163182
44000-8382263-9,Salman Hussain,S/O Raja Ahmed,11170650.0,2560780.0,NTN-954565,Filer,0302-7485016
35202-9542686-8,Bilal Rizvi,S/O Hamid Bukhari,25522440.0,3852540.0,NTN-736956,,0300-3721685
42101-8344014-6,Qureshi Gujjar,S/O Shazia Syed,3984570.0,0.0,NTN-301402,Filer,0312-1998597
61101-6608364-2,Aamir Cheema,S/O Sana Khan,6412930.0,589320.0,NTN-878599,Non-Filer,0311-7767389
35202-1738071-9,Omar Ahmed,S/O Khalid Syed,8623150.0,864790.0,NTN-760801,Non-Filer,0345-1505971
44000-2974711-3,Hashmi Sandhu,S/O Sana Hashmi,2383870.0,0.0,,Non-Filer,0313-8028112
42101-2905181-8,Iqra Tarar,S/O Hamid Sheikh,16680450.0,2405200.0,NTN-755056,Filer,0346-4519758
61101-9882586-4,Arif Raza,S/O Muhammad Rana,15938360.0,3914750.0,NTN-710375,Filer,0312-4006904
35202-9673779-2,Iqra Cheema,S/O Rizwan Raza,8242770.0,657290.0,NTN-855941,Filer,0313-9623013
35202-1859412-8,Saira Butt,S/O Omar Raja,9799330.0,1445670.0,NTN-644738,Filer,0313-6145126
13302-7920776-8,Saira Syed,S/O Naveed Syed,51547100.0,12825630.0,NTN-381398,Filer,0332-1455008
13302-7741632-7,Zaina Hameed,S/O عائشہ احمد,7931540.0,1209040.0,NTN-312235,Filer,0345-9942933
61101-5372688-9,Asif Cheema,S/O Amna Cheema,30882040.0,4770430.0,NTN-830425,Filer,0321-9115352
42101-9338891-9,محمد احمد,S/O Saira Rana,27432430.0,3150210.0,NTN-543241,Filer,0312-8041836
21301-9397875-7,Sobia Zaidi,S/O Bushra Rizvi,34524050.0,2751580.0,NTN-395299,Filer,0332-6232838
61101-6972212-5,Mehwish Tarar,S/O Rabia Tarar,14504200.0,3324380.0,NTN-711754,Filer,0311-8368182
61101-4998924-9,Qureshi Bukhari,S/O Hussain Hashmi,19903810.0,1707930.0,NTN-563983,Filer,0311-2464190
13302-2423837-3,Mohammad Chaudhry,S/O Aamir Hameed,23745530.0,1652740.0,NTN-407937,Filer,0301-8263884
61101-7231899-2,Hamid Aslam,S/O Imran Syed,23734000.0,5712060.0,NTN-448191,Filer,0331-7779519
54000-5038121-1,Ayesha Gujjar,S/O Qureshi Zaidi,2516870.0,0.0,NTN-529284,Non-Filer,0321-6527255
,Hassan Ansari,S/O Sobia Latif,3498390.0,0.0,NTN-561393,Filer,0302-8291432
35202-3067274-8,Rabia Vikr,S/O Arif Hussain,10898000.0,2223840.0,NTN-447362,Filer,0302-9368955
21301-6103983-4,Sheikh Bukhari,S/O Shoaib Virk,12221830.0,2482510.0,NTN-622701,Filer,0300-9271993
61101-2050358-5,Salman Mirza,S/O Sobia Qureshi,1830050.0,0.0,NTN-651856,Non-Filer,0345-9599599
13302-8346285-7,Nadia Khan,S/O Waseem Malik,24253330.0,1551900.0,NTN-403529,Filer,0322-8671957
42101-4451578-7,Tahir Gondal,S/O Asif Cheema,2651340.0,0.0,NTN-845600,Filer,0300-6119535
54000-6214228-2,Mehwish Syed,S/O Syed Aslam,26470510.0,4580140.0,NTN-692692,Filer,
,Asma Zaidi,S/O S/O Ayesha Qureshi,896490.0,0.0,NTN-972449,Non-Filer,0321-7268384
61101-7676035-4,عاشئہ احمد,S/O Sana Ali,28187260.0,4269400.0,NTN-355625,Filer,0333-3452038
44000-7224122-1,Rizwan Baig,S/O Hassan Rizvi,71029320.0,16674110.0,NTN-369742,Filer,0303-7834965
21301-7141336-5,Ali Iqbal,S/O Khalid Hashmi,14551940.0,3264270.0,NTN-740033,Filer,0346-4510092
35202-3368935-9,Sana Butt,S/O Asma Qureshi,106743440.0,8687240.0,NTN-727385,Filer,0322-5920075
21301-1655531-9,Zubair Gujjar,S/O Tahir Naqvi,16763730.0,1365110.0,NTN-135153,Filer,0322-7882323
44000-7785437-8,Khalid Karim,S/O Fatima Raja,72821450.0,13597300.0,NTN-918804,Filer,0301-3050009
54000-7007810-3,Naeem Rizvi,S/O Baig Gujjar,14116980.0,1447990.0,NTN-690085,Filer,
35202-1581546-5,Maryam Syed,S/O Hamid Rafiq,164949430.0,16792210.0,NTN-120275,Filer,0311-1110206
42101-3051464-6,Rabia Nawaz,S/O Tahir Ali,69505920.0,5449600.0,NTN-125812,Filer,0345-4958384
44000-6042717-6,Hussain Butt,S/O محمد احمد,11285970.0,1331930.0,NTN-546142,Filer,0333-1241067
35202-4803691-1,Sobia Nawaz,S/O Hamid Rafiq,12436430.0,988310.0,NTN-268501,Filer,0300-6113416
61101-6534822-1,Usman Hussain,S/O Bushra Mirza,6960740.0,727190.0,NTN-497376,Filer,0300-8368426
42101-6611453-6,Kashif Bukhari,S/O Qureshi Rizvi,37944290.0,3818970.0,NTN-477768,Filer,0322-7218217
54000-9963616-3,Naeem Baig,S/O Shoaib Bhatti,2025600.0,0.0,NTN-810869,Non-Filer,0331-2960327
61101-2081652-6,Hina Cheema,S/O Ahmed Sandhu,46449110.0,5093860.0,NTN-352107,Filer,0303-8989636
42101-6842624-1,Naveed Butt,S/O Uzma Gujjar,11586440.0,1658500.0,NTN-945144,Filer,0311-9579549
13302-4622993-2,Naeem Chattha,S/O Iqra Chattha,7910780.0,1294760.0,NTN-605857,Non-Filer,0302-9531555
13302-6319606-1,Saira Chaudhry,S/O Shoaib Baig,4511500.0,0.0,NTN-470620,Filer,0313-7138653
35202-2685518-1,Raja Chattha,S/O Tariq Sandhu,10322760.0,991810.0,NTN-625449,Filer,0332-2694511
54000-1139027-6,Qureshi Rafiq,S/O Asif Virk,0.0,3069740.0,NTN-951015,Filer,
54000-7962913-5,Sobia Chattha,S/O Tahir Hameed,36288870.0,4119830.0,NTN-476208,Filer,0331-8994929
21301-5418718-9,Ayesha Raja,S/O Saira Virk,72594860.0,15329570.0,NTN-729102,Filer,0302-1571694
61101-1728773-9,Sheikh Butt,S/O Ayesha Butt,44263130.0,4699990.0,NTN-106149,Filer,0345-7396087
54000-8983343-8,Rizwan Aslam,S/O Syed Hameed,27211560.0,4367780.0,NTN-754879,Filer,0312-7932142
44000-5773861-3,Sheikh Nawaz,S/O Omar Chaudhry,2423410.0,0.0,NTN-419645,Filer,0311-3074797
61101-5529124-9,Asma Bukhari,S/O Salman Gondal,2342610.0,0.0,NTN-189885,Non-Filer,0322-1052235
21301-6869281-7,Khalid Hussain,S/O محمد احمد,13193080.0,1489910.0,NTN-731301,Filer,0312-5377344
42101-5916819-4,Sheikh Raza,S/O Saira Virk,13141070.0,1827690.0,NTN-930817,Filer,0303-8647410
61101-3883303-9,Naeem Akhtar,S/O Waseem Hashmi,16877570.0,0.0,NTN-385358,Filer,0322-1389858
21301-4543473-1,Sheikh Gondal,S/O علی حسین,6452580.0,0.0,NTN-771907,Filer,0331-3300598
13302-5218292-9,,S/O Raja Aslam,18837110.0,1778410.0,NTN-509650,Filer,0346-9384022
54000-2694160-9,Hina Syed,S/O Ibrahim Raja,63276280.0,4246920.0,NTN-207425,Filer,0313-2760168
13302-2874387-2,فاطمہ خان,,101210330.0,23556960.0,NTN-556223,Filer,0345-8235132
54000-4059508-1,Faisal Khan,S/O علی حسین,24250210.0,2735850.0,NTN-578238,Filer,0301-8101457
44000-9544092-5,Asma Ahmed,S/O Ibrahim Iqbal,3166140.0,0.0,NTN-476126,Non-Filer,0311-2325039
21301-5048909-1,Tahir Ababsi,S/O Ayesha Raja,8693870.0,810080.0,NTN-224024,Filer,0331-1592910
13302-3991243-4,Khalid Akhtar,S/O Bilal Virk,16977220.0,1955380.0,NTN-745465,Filer,0346-4741615
54000-9951249-5,Naveed Abbasi,S/O عائشہ احمد,11894610.0,778210.0,NTN-328382,Filer,0303-8614615
42101-5212123-9,Kashif Abbasi,S/O Faisal Bhatti,6968710.0,1046420.0,,Filer,0333-2182736
21301-7927895-7,عمر شیخ,S/O Qureshi Raja,1034100.0,0.0,NTN-915399,Non-Filer,0345-4757032
54000-9552160-4,زینب علی,S/O Ibrahim Latif,103967660.0,17083750.0,NTN-865997,Filer,0331-9044647
13302-8206299-1,Ibrahim Malik,S/O Hassan Bukhari,15569290.0,2779090.0,NTN-975054,Filer,0302-2666365
35202-1877500-7,Kamran Rana,S/O Sajid Khan,5947500.0,0.0,NTN-968102,Filer,0345-7961284
,Asif Nawaz,S/O Qureshi Raja,73477670.0,8924880.0,NTN-858929,Filer,0300-4281540
42101-8773741-3,Hina Mirza,S/O Hassan Gondal,0.0,5397670.0,NTN-274760,Filer,0303-7469044
42101-1534232-4,Zainab Rza,S/O Syed Latif,0.0,1235980.0,NTN-708650,Filer,0332-1875893
61101-1119889-8,Shoaib Abbasi,S/O Shazia Virk,20944000.0,1897190.0,NTN-958488,Filer,0333-1037242
61101-5603547-2,Asma Gondal,S/O Bushra Jafri,9273580.0,1006530.0,NTN-717506,Filer,0311-6662853
,Muhammad Khan,S/O Asma Bhatti,11788380.0,0.0,NTN-539696,Filer,0312-4273522
42101-9571450-8,Rabia Naqvi,S/O Hussain Chaudhry,5707190.0,0.0,NTN-186263,Non-Filer,0345-3774103
61101-8988550-8,Sana Naqvi,S/O Kashif Naqvi,7333910.0,644250.0,NTN-914768,Filer,0322-8463259
21301-8530042-1,Ayesha Ahmed,S/O Shazia Jafri,29416050.0,6825590.0,NTN-631988,Filer,0332-2984998
44000-5325007-1,Sheikh Akhtar,S/O Asif Iqbal,38780430.0,2776570.0,NTN-685150,Filer,0332-5093900
61101-6214457-2,Usman Ahmed,S/O Nadia Abbasi,92477230.0,8078800.0,NTN-618634,Filer,0321-8246900
42101-3698440-7,Shoaib Karim,S/O Imran Sandhu,20093580.0,4222250.0,NTN-753580,Filer,0300-2102692
21301-8763837-9,Qureshi Malik,S/O Khalid Malik,10343600.0,1223790.0,NTN-512662,Filer,0346-3309534
13302-8926818-9,Shazia Raza,S/O Hamid Karim,59531990.0,5578150.0,NTN-231542,Filer,0333-3444368
54000-2806165-4,Faisal Hussain,S/O Rukhsar Abbasi,15199180.0,2986140.0,NTN-343473,Filer,0302-8519778
21301-3010011-1,Adnan Hussain,S/O Tariq Virk,34621560.0,1931400.0,NTN-499281,Filer,0345-2796310
21301-1180271-4,Mohammad Naqvi,S/O Hina Gujjar,19647260.0,1700640.0,NTN-583570,Filer,0303-6224220
61101-2625688-4,Kamran Sheikh,S/O Hashmi Nawaz,12670320.0,2437170.0,NTN-931525,Filer,0331-9685189
13302-2406850-9,Asif Akhtar,S/O Maryam Gujjar,14561280.0,2810110.0,,Filer,0300-8422443
35202-5132505-5,Hami Raza,S/O Malik Bukhari,5986710.0,0.0,NTN-245277,Filer,0321-7351799
42101-8602613-2,Tariq Raza,,13510010.0,1985540.0,NTN-242804,Filer,0300-7321437
13302-2921051-4,,S/O Shazia Gujjar,11185730.0,717250.0,NTN-344349,Filer,0322-1747200
21301-4409791-1,Ibrahim Zaidi,S/O Sidra Hashmi,25494790.0,1277430.0,NTN-395817,Filer,0345-9787251
61101-6084824-6,Aamir Hmeed,S/O Baig Rafiq,14619210.0,1163070.0,NTN-183252,Filer,0303-6124211
21301-1180271-4,Mohammad Naqvi,S/O Hina Gujjar,20171300.0,1162040.0,,Filer,0303-6224220
42101-4336533-8,Raja Baig,S/O Qureshi Sandhu,26584680.0,3314370.0,NTN-297028,Filer,0312-7394508
44000-9846078-3,Ayesha Hashmi,S/O Hamid Rizvi,136374510.0,33249760.0,NTN-436245,Filer,0300-5395559
21301-9957800-1,Saira Raja,S/O Sajid Gondal,51033470.0,0.0,NTN-384746,Filer,0322-5767347
35202-7026084-4,Qureshi Aslam,S/O Asma Baig,14943350.0,2925060.0,NTN-718604,Filer,0313-4521807
54000-3099232-3,Waseem Chattha,S/O Salman Akhtar,1923130.0,0.0,NTN-311419,Filer,0345-2451359
44000-4069064-1,Baig Syed,S/O Chaudhry Mirza,47946820.0,0.0,NTN-497365,Filer,0346-3365227
13302-9599355-9,Syed Butt,S/O Rizwan Iqbal,47436070.0,7504650.0,NTN-770878,Filer,0301-6913673
13302-3441652-9,Uzma Bhatti,S/O Bushra Iqbal,0.0,3383690.0,NTN-347901,Filer,0346-9591642
13302-4136665-6,Arif Mirza,S/O Imran Baig,16520240.0,1852080.0,NTN-807208,Filer,0311-9212178
54000-7398513-5,Tahir Syed,S/O Naeem Latif,21101280.0,5159510.0,NTN-355073,Filer,0332-1552862
44000-5242633-2,Hashmi Bukhari,S/O Chaudhry Butt,10122880.0,1642110.0,NTN-637337,,0302-6451210
,Shoaib Malik,S/O S/O Sobia Tarar,5577200.0,0.0,NTN-706356,Non-Filer,0302-3164813
44000-2311972-4,Sobia Naqvi,S/O Tahir Butt,20658900.0,2465110.0,NTN-784648,Filer,0333-3397195
44000-4963753-3,محمد علی,S/O صنا ملک,7083800.0,979780.0,NTN-779519,Non-Filer,0301-3644930
54000-7292708-8,Chaudhry Rafiq,S/O Sajid Rafiq,6409060.0,1235600.0,NTN-496076,Filer,0303-8436951
54000-8070308-2,Asma Qureshi,S/O Mohammad Ahmed,16957540.0,886000.0,NTN-870730,Filer,0321-7409222
42101-6431560-7,,S/O Rukhsar Virk,8433690.0,1889420.0,NTN-238735,Filer,0321-6695606
54000-7287635-4,Imran Naqvi,S/O Aamir Syed,20359160.0,3802100.0,NTN-278297,Filer,0300-9733236
35202-5282215-7,Syed Aslam,S/O Shoaib Gujjar,0.0,1669580.0,,Filer,0313-7528025
35202-4100561-3,Shazia Bukhari,S/O Hassan Khan,18064900.0,2148040.0,NTN-256286,Filer,0302-9581797
13302-2404057-4,Rukhsar Sandhu,S/O Qureshi Gondal,57489300.0,9775440.0,NTN-193507,Filer,0331-9605960
42101-2352616-4,Khalid Malik,S/O Imran Rizvi,23515980.0,3823270.0,,Filer,0333-1786099
42101-4605337-2,Baig aTrar,S/O Hina Virk,15833360.0,1602990.0,,Filer,0303-8042425
61101-6463613-8,Fatima Butt,S/O Iqra Sheikh,22670270.0,3097690.0,NTN-431478,Filer,0345-2323346
13302-4898454-2,Mehwish Raja,S/O Zainab Qureshi,6345040.0,1289350.0,NTN-422606,Non-Filer,0331-7835305
42101-3586212-8,Aamir Nawaz,S/O Sidra Qureshi,2193000.0,0.0,NTN-580114,Non-Filer,0303-8385078
61101-7489687-8,Khalid Jafri,S/O S/O Tariq Aslam,0.0,0.0,NTN-449004,Filer,0332-9679668
54000-6644283-3,Tariq Raja,S/O Hassan Khan,14949640.0,2100840.0,NTN-359244,Filer,0301-9454823
42101-7030680-6,Zainab Iqbal,S/O Asma Rizvi,15081810.0,0.0,,Filer,0321-3491564
54000-6617954-2,Sobia Aslam,S/O زینب علی,27350600.0,6322730.0,NTN-172529,Filer,0300-8496999
42101-9644296-9,Sheikh Rizvi,S/O Kamran Gondal,2782080.0,0.0,NTN-390646,Non-Filer,0303-2491457
13302-2350621-5,Waseem Raza,S/O Baig Tarar,10883270.0,2269180.0,NTN-715525,Filer,0311-7096313
42101-5592330-5,Hina Malik,S/O Sajid Gujjar,29960560.0,3928470.0,,Filer,0332-7522341
,Hina Khan,S/O Zubair Nawaz,3448930.0,0.0,NTN-204159,Filer,0322-9606018
54000-7252171-7,Hina Akhtar,S/O Rukhsar Akhtar,46687050.0,5286820.0,NTN-508391,,0331-8748419
44000-8274019-2,Uzma Bukhari,S/O مریم چودھری,193165220.0,42280420.0,NTN-313456,Filer,0301-4683937
35202-2663361-6,Adnan Raza,S/O Shoaib Aslam,19617110.0,4868420.0,,Filer,0345-2625330
35202-2848378-3,Kamran Tarar,S/O Rabia Bhatti,7526070.0,932170.0,NTN-809445,Non-Filer,0321-1222278
42101-4458014-5,Saira Chaudhry,S/O Bilal Sandhu,28186920.0,2276800.0,NTN-134239,Filer,0311-1941075
44000-2931463-5,Ayesha Cheema,S/O Shoaib Latif,0.0,3478310.0,NTN-725205,Filer,0300-2270063
21301-3770489-2,Qureshi Gilani,S/O Muhammad Cheema,14175300.0,2338880.0,NTN-187540,Filer,
42101-5592330-5,Hina Malik,S/O Sajid Gujjar,30588160.0,3972070.0,NTN-303194,Filer,0332-7522341
61101-9993160-8,Faisal Ali,S/O Malik Rana,0.0,3733650.0,NTN-463551,Filer,0346-1740067
13302-4923546-1,Baig Butt,S/O Ali Hashmi,19349260.0,1841430.0,NTN-775232,Filer,0301-6193888
35202-6715202-2,Asma Hussain,S/O Sana Syed,1510050.0,0.0,NTN-776984,Non-Filer,0300-9226484
21301-7657967-8,Khalid Butt,S/O Naveed Raja,33941640.0,3804920.0,NTN-259235,Filer,
44000-8925578-9,Rabia Ahmed,S/O Asma Raza,7122680.0,1646260.0,NTN-582701,Non-Filer,0300-9842356
44000-5829996-6,Syed Rizvi,S/O Fatima Gondal,14786940.0,1598320.0,NTN-313445,Filer,0346-3474661
44000-8391997-8,Asma Nawaz,S/O Zubair Syed,49841120.0,7997110.0,NTN-180720,Filer,0322-9849306
21301-4592379-2,Nadia Gondal,S/O Ayesha Butt,21132940.0,2749130.0,NTN-494218,Filer,0346-2189815
54000-5411502-1,Sobia Gujjar,S/O Malik Gilani,15908850.0,3480050.0,NTN-885311,Filer,0303-5876431
42101-6771143-2,Hashmi Jafri,S/O Nadia Gilani,20998180.0,4847620.0,NTN-321814,Filer,0333-7787866
54000-3324436-6,,S/O Sobia Aslam,17537970.0,1972030.0,,Filer,0302-3923131
61101-3640540-5,Zubair Ahmed,S/O Rizwan Rizvi,39257010.0,2872470.0,NTN-904530,Filer,0321-5663725
21301-5014011-3,Ahmed Chattha,S/O Tariq Raza,33441830.0,4156700.0,NTN-418440,Filer,0302-9386722
42101-3673591-5,Tahir Ali,S/O S/O Shazia Bhatti,1499860.0,0.0,NTN-158219,Filer,0302-1708541
44000-7032508-3,Shoiab Latif,,6912210.0,389460.0,NTN-111816,Non-Filer,0300-6687506
44000-4316925-8,Zainab Hashmi,S/O Muhammad Naqvi,86678140.0,6801710.0,NTN-985164,Filer,0331-2730412
35202-2741677-2,Qureshi Raja,S/O S/O Fatima Sandhu,5172790.0,0.0,NTN-800980,Filer,0322-2672723
13302-4488036-4,Saira Iqbal,S/O Tariq Raja,17664840.0,2285140.0,,Filer,0322-3970974
21301-6668862-9,Sidra Naqvi,S/O Tariq Syed,13754180.0,2303430.0,NTN-801034,Filer,0322-6696472
44000-7563559-9,Imran Ansari,S/O Iqra Hashmi,16153910.0,1007530.0,NTN-618139,Filer,0332-1498030
61101-6493142-1,Nadia Gujjar,S/O Khalid Ansari,0.0,1129420.0,NTN-737195,Non-Filer,0313-1489112
54000-7116942-2,Ayesha Gilani,S/O Tahir Iqbal,0.0,1698790.0,NTN-199177,Non-Filer,0333-5088533
54000-4953259-4,زینب علی,S/O Ayesha Aslam,15961880.0,3528760.0,NTN-395361,Filer,0333-6198692
61101-1418312-2,Ali Latif,S/O Usman Zaidi,23399040.0,1187360.0,NTN-524492,Filer,0331-9147916
54000-1467394-1,Waseem Malik,S/O Hashmi Virk,0.0,959580.0,NTN-920498,Filer,0321-9112753
21301-5098236-3,Naeem Hameed,S/O Zubair Ahmed,7464900.0,1205970.0,NTN-552090,Filer,0345-9893796
44000-2487738-4,Usman Naqvi,S/O Asma Gilani,5894320.0,0.0,NTN-907173,Non-Filer,0302-1131833
13302-1875987-7,RajaB hatti,S/O Khalid Sheikh,5575970.0,0.0,NTN-138755,Filer,0303-1033035
21301-8864748-8,Iqra Iqbal,S/O Uzma Gondal,6117620.0,1407160.0,NTN-250692,Non-Filer,0332-4719320
21301-7289270-4,,S/O Ayesha Khan,3190960.0,0.0,NTN-220702,Non-Filer,0321-9869241
42101-7512337-1,Hamid Chattha,S/O Kashif Ali,27999430.0,6424170.0,NTN-182258,Filer,0311-1813194
44000-9983538-2,Kamran Sandhu,S/O Sheikh Akhtar,2138430.0,0.0,NTN-656619,Non-Filer,0321-9057631
21301-6069937-2,Usman Hameed,S/O Noor Butt,9005440.0,783650.0,NTN-558945,Filer,0302-4140490
35202-5163938-2,Zubair Zaidi,S/O Mirza Hameed,42742750.0,8342350.0,NTN-127650,Filer,0300-9175995
61101-7783308-3,Hashmi Syed,S/O Rukhsar Rana,9888340.0,1796280.0,NTN-490153,Filer,0331-9961107
