canonical_name,father_name,cnic,passport_no,nationality,city,travelling_from,destination,travel_date,visa_type,reason_to_travel
Sheikh Ali,S/O Hussain Sheikh,54000-8459558-3,AB2471872,Pakistani,Rawalakot,Pakistan,France,2021-02-14,Student,Education
Faisal Chattha,S/O Qureshi Hashmi,42101-9477641-1,AB7346587,Pakistani,Abbottabad,Pakistan,Saudi Arabia,2016-07-06,Tourist,Education
Tariq Sandhu,S/O Tahir Ahmed,21301-9592195-2,AB4852856,Pakistani,Gujranwala,Pakistan,UAE,2015-06-14,Tourist,Family Visit
Mohd Akhtar,S/O Chaudhry Gujjar,35202-7065854-4,AB5304383,Pakistani,Quetta,Pakistan,Malaysia,2015-12-20,Work,Education
محمد احمد,S/O Adnan Tarar,21301-3231294-3,AB9820331,Pakistani,Quetta,Pakistan,Germany,2023-04-27,Visit,Business Meeting
Arif Ali,S/O Mehwish Ali,21301-5868635-9,AB3442287,Pakistani,Bahawalpur,Pakistan,UAE,2016-12-03,Work,Family Visit
Kamran Hameed,S/O Mirza Nawaz,61101-3670819-1,AB9023668,Pakistani,Rawalakot,Pakistan,USA,2022-02-06,Work,Business Meeting
Asif Hussain,S/O Mirza Latif,21301-1613218-1,AB2557865,Pakistani,Chilas,Pakistan,USA,2022-03-11,Visit,Family Visit
Hina Sandhu,S/O Syed Sandhu,42101-8693917-1,AB2297572,Pakistani,Larkana,Pakistan,UAE,2018-12-10,Work,Business Meeting
,S/O Rabia Tarar,44000-6020258-9,AB7941015,Pakistani,Turbat,Pakistan,USA,2022-12-13,Student,Employment
Mohd Malik,S/O Sheikh Chattha,44000-8577588-3,AB9790265,Pakistani,Islamabad,Pakistan,France,2020-09-28,Visit,Business Meeting
Bilal Tarar,S/O Mohammad Qureshi,35202-9036062-7,AB4436292,Pakistani,Karachi,Pakistan,China,2017-12-03,Tourist,Medical Treatment
,S/O Usman Zaidi,,AB5557913,Pakistani,Sukkur,Pakistan,UK,2019-08-15,Work,Education
Aamir Jafri,S/O Hina Zaidi,44000-2911957-3,AB4064837,Pakistani,Islamabad,Pakistan,Canada,2022-01-20,Business,Medical Treatment
Mirza Baig,S/O Syed Sandhu,21301-2855501-3,AB8773326,Pakistani,Turbat,Pakistan,Saudi Arabia,2018-07-01,Business,Tourism
Mohd علی,S/O Saira Ahmed,,AB5228318,Pakistani,Quetta,Pakistan,Germany,2020-08-25,Work,Medical Treatment
Zainab Cheema,S/O Arif Rafiq,35202-6230534-5,AB1652637,Pakistani,Mardan,Pakistan,UK,2017-05-18,Tourist,Education
Mehwish Mirza,S/O علی حسین,61101-7849994-8,AB5416047,Pakistani,Mirpur,Pakistan,UK,2022-04-30,Tourist,Tourism
Sana Virk,S/O Omar Ahmed,44000-6220618-4,AB1553734,Pakistani,Chilas,Pakistan,China,2015-05-24,Visit,Business Meeting
Muhammad Ahmed,S/O Hamid Sandhu,42101-9900502-9,AB7347453,Pakistani,Peshawar,Pakistan,Saudi Arabia,2015-02-28,Visit,Tourism
Naeem Gujjar,S/O Asif Hameed,21301-6504730-9,AB8747791,Pakistani,Mirpurkhas,Pakistan,China,2018-11-17,Student,Employment
Sheikh Sandhu,S/O عائشہ احمد,35202-8084001-4,AB4648783,Pakistani,Mingora,Pakistan,USA,2018-11-24,Tourist,Medical Treatment
Hussain Naqvi,S/O Ibrahim Nawaz,42101-6419588-4,AB8394583,Pakistani,Sargodha,Pakistan,China,2020-05-21,Business,Family Visit
Baig Raza,S/O Raja Sheikh,35202-5045019-4,AB1379888,Pakistani,Sargodha,Pakistan,UAE,2015-05-14,Tourist,Education
Ibrahim Khan,S/O Muhammad Karim,54000-3062316-4,AB7006379,Pakistani,Islamabad,Pakistan,Malaysia,2018-03-23,Tourist,Family Visit
Bushra Gujjar,S/O Naeem Gujjar,54000-3891398-5,AB4187581,Pakistani,Skardu,Pakistan,UK,2022-07-29,Work,Employment
Arif Latif,S/O Aamir Hussain,54000-3476114-4,AB1651385,Pakistani,Turbat,Pakistan,Germany,2021-04-13,Business,Tourism
Sajid Virk,S/O Hussain Chaudhry,21301-9223750-9,AB4096585,Pakistani,Multan,Pakistan,Malaysia,2021-10-23,Visit,Business Meeting
Shazia Raza,S/O Hamid Rana,35202-2516043-6,AB6092145,Pakistani,Islamabad,Pakistan,UAE,2015-05-22,Tourist,Family Visit
Mohammad Bhatti,S/O Sidra Nawaz,13302-1293064-6,AB6232693,Pakistani,Abbottabad,Pakistan,USA,2021-02-14,Business,Employment
نادیہ رضا,S/O Salman Qureshi,54000-7450428-7,AB4573978,Pakistani,Skardu,Pakistan,France,2016-12-30,Visit,Employment
Mohammad Latif,S/O Raja Raza,42101-7857886-2,AB3172767,Pakistani,Skardu,Pakistan,China,2016-03-08,Business,Employment
Uzma Ali,S/O Mirza Rizvi,54000-8401559-4,AB6649923,Pakistani,Islamabad,Pakistan,Saudi Arabia,2015-08-28,Student,Business Meeting
Saira Iqbal,S/O Tariq Raja,13302-4488036-4,AB6390056,Pakistani,Chilas,Pakistan,Canada,2023-04-18,Tourist,Education
Muhammad Tarar,S/O Hassan Chaudhry,54000-3241878-7,AB6014975,Pakistani,Gilgit,Pakistan,Turkey,2019-05-09,Business,Business Meeting
Ali Bukhari,S/O Sajid Rana,35202-9214276-6,AB9888764,Pakistani,Mingora,Pakistan,Malaysia,2022-07-06,Work,Family Visit
Faisal Gondal,S/O Zainab Sandhu,54000-2608578-5,AB5096265,Pakistani,Islamabad,Pakistan,USA,2016-01-04,Student,Medical Treatment
Salman Qureshi,S/O Ahmed Hussain,21301-9736106-5,AB6104322,Pakistani,Peshawar,Pakistan,China,2019-10-28,Visit,Education
Zubair Gondal,S/O Aamir Gujjar,54000-6366676-8,AB9634775,Pakistani,Gilgit,Pakistan,USA,2018-08-13,Student,Business Meeting
Kamran Zaidi,S/O Hashmi Baig,13302-2485555-1,AB2202240,Pakistani,Turbat,Pakistan,USA,2015-12-13,Visit,Medical Treatment
Asma Tarar,S/O صنا ملک,21301-2517344-9,AB3778906,Pakistani,Hub,Pakistan,Canada,2017-05-21,Work,Employment
Salman Baig,S/O Sobia Tarar,13302-3534113-2,AB1509706,Pakistani,Islamabad,Pakistan,Germany,2019-09-16,Tourist,Tourism
Sheikh Bhatti,S/O Rukhsar Malik,54000-9381279-2,AB2311516,Pakistani,Mingora,Pakistan,USA,2015-09-01,Business,Employment
Maryam Latif,S/O Hamid Virk,54000-1140408-6,AB5711067,Pakistani,Islamabad,Pakistan,UAE,2020-01-04,Business,Education
Zubair Chattha,S/O Rizwan Akhtar,61101-9153687-1,AB4486189,Pakistani,Bannu,Pakistan,Canada,2015-09-01,Work,Family Visit
Faisal Abbasi,S/O Baig Bhatti,61101-1833191-9,AB1230462,Pakistani,Chilas,Pakistan,Malaysia,2023-05-29,Tourist,Family Visit
Khalid Gilani,S/O Arif Ansari,42101-7652021-6,AB4108314,Pakistani,Islamabad,Pakistan,Turkey,2023-06-05,Student,Business Meeting
Rabia Karim,S/O Omar Ahmed,61101-1213102-8,AB9692200,Pakistani,Turbat,Pakistan,USA,2021-11-10,Work,Medical Treatment
Kashif Chattha,S/O Asma Abbasi,42101-3880078-4,AB7825631,Pakistani,Chilas,Pakistan,USA,2020-11-24,Work,Education
Ibrahim Raza,S/O Ahmed Sandhu,54000-6380600-8,,Pakistani,Turbat,Pakistan,Canada,2020-12-20,Tourist,Tourism
Ali Bukhari,S/O Omar Ansari,61101-6118472-2,AB8126351,Pakistani,Rawalpindi,Pakistan,France,2018-04-30,Work,Tourism
Sajid Sheikh,S/O Sidra Abbasi,44000-2322591-5,AB5049997,Pakistani,Turbat,Pakistan,Turkey,2015-05-05,Visit,Business Meeting
احمد خان,S/O Ali Rana,13302-3933311-4,AB3982099,Pakistani,Islamabad,Pakistan,France,2015-02-27,Work,Business Meeting
Ahmed Aslam,S/O Iqra Iqbal,13302-2449914-2,AB4452590,Pakistani,Gilgit,Pakistan,USA,2019-06-04,Business,Employment
مریم چودھری,S/O Muhammad Akhtar,44000-1176788-2,AB6256385,Pakistani,Hub,Pakistan,Canada,2017-09-10,Student,Business Meeting
Zubair Gujjar,S/O Tariq Mirza,21301-6973542-9,AB7212712,Pakistani,Mingora,Pakistan,USA,2019-06-14,Business,Medical Treatment
Mirza Gjujar,S/O Raja Ali,61101-8300062-9,AB9243824,Pakistani,Mirpur,Pakistan,France,2017-08-22,Work,Medical Treatment
Imran Tarar,S/O Hassan Ali,44000-3194272-5,AB6448133,Pakistani,Sialkot,Pakistan,USA,2023-11-26,Tourist,Business Meeting
Saira Riziv,S/O Mohammad Hussain,13302-7861222-7,AB9735444,Pakistani,Peshawar,Pakistan,Canada,2015-01-15,Visit,Family Visit
Arif Bhatti,S/O Rabia Hussain,,AB2927703,Pakistani,Skardu,Pakistan,France,2020-06-17,Tourist,Family Visit
Syed Butt,S/O Rizwan Iqbal,13302-9599355-9,AB4807490,Pakistani,Abbottabad,Pakistan,Saudi Arabia,2016-05-13,Tourist,Business Meeting
Mohd Naqvi,S/O Fatima Rana,35202-2990120-7,AB4410839,Pakistani,Hub,Pakistan,Saudi Arabia,2022-02-25,Tourist,Medical Treatment
Zainab TTarar,S/O Fatima Ansari,13302-7909008-6,AB2216184,Pakistani,Bahawalpur,Pakistan,China,2023-08-28,Business,Medical Treatment
Sajid Gilani,S/O Raja Sandhu,61101-3595236-1,AB5254290,Pakistani,Khuzdar,Pakistan,China,2017-05-08,Tourist,Medical Treatment
Nadia Cheema,S/O Imran Gilani,61101-4035787-9,AB4942601,Pakistani,Gujranwala,Pakistan,USA,2021-07-11,Student,Family Visit
Rabia Gilani,S/O Aamir Karim,61101-1305603-8,AB1731018,Pakistani,Hub,Pakistan,Malaysia,2023-11-24,Business,Employment
Qureshi Hameed,S/O Hussain Hameed,21301-7194014-6,AB5788741,Pakistani,Lahore,Pakistan,Saudi Arabia,2018-08-23,Work,Medical Treatment
Zubair Rana,S/O Hussain Hameed,54000-2589937-4,AB9904702,Pakistani,Sukkur,Pakistan,Malaysia,2020-05-16,Visit,Business Meeting
Iqra Sheikh,S/O Shoaib Jafri,42101-9142618-6,AB7347996,Pakistani,Gilgit,Pakistan,Germany,2017-09-28,Student,Medical Treatment
Bushra Mirza,S/O Kashif Nawaz,35202-9774432-2,AB6064371,Pakistani,Skardu,Pakistan,France,2023-03-31,Student,Medical Treatment
Omar Cheema,S/O Syed Jafri,21301-9365931-3,AB8268309,Pakistani,Faisalabad,Pakistan,France,2022-11-13,Student,Family Visit
Sana Ali,S/O Kashif Chaudhry,13302-8029251-2,AB3588309,Pakistani,Islamabad,Pakistan,Turkey,2019-10-22,Work,Family Visit
زینب علی,S/O Mehwish Rafiq,21301-1898747-4,AB8921752,Pakistani,Peshawar,Pakistan,Canada,2022-04-27,Tourist,Family Visit
Arif Sandhu,S/O Imran Baig,21301-2916496-6,AB6981894,Pakistani,Gujranwala,Pakistan,Germany,2015-11-15,Visit,Family Visit
Asma Abbasi,S/O Sheikh Rafiq,44000-7974327-2,AB1242796,Pakistani,Muzaffarabad,Pakistan,Malaysia,2015-12-27,Visit,Employment
Adnan Gilani,S/O Qureshi Latif,61101-9039184-2,AB6819620,Pakistani,Multan,Pakistan,Malaysia,2015-10-21,Student,Tourism
Ibrahim Akhtar,S/O Fatima Sheikh,21301-5988173-3,AB7838004,Pakistani,Muzaffarabad,Pakistan,China,2021-04-30,Work,Tourism
Naeem Sheikh,S/O Tahir Virk,54000-8068258-3,AB4034765,Pakistani,Islamabad,Pakistan,China,2020-08-22,Student,Tourism
عائشہ احمد,S/O Bilal Zaidi,13302-2176826-2,AB2621447,Pakistani,Hub,Pakistan,China,2017-10-22,Business,Education
Naveed Syed,S/O Ayesha Aslam,13302-3025152-8,AB5088043,Pakistani,Bannu,Pakistan,Saudi Arabia,2023-05-06,Visit,Tourism
Omar Raza,S/O Uzma Akhtar,42101-2405983-2,AB7309242,Pakistani,Mirpur,Pakistan,Turkey,2016-04-21,Student,Education
Ahmed Rizvi,S/O Nadia Abbasi,21301-9314364-6,AB7474768,Pakistani,Islamabad,Pakistan,UAE,2021-06-20,Work,Employment
Rizwan Aslam,S/O Sajid Ahmed,44000-3673963-9,,Pakistani,Gilgit,Pakistan,Saudi Arabia,2019-01-03,Business,Education
Kashif Sandhu,S/O Sheikh Abbasi,21301-2390791-6,AB4063475,Pakistani,Mardan,Pakistan,UK,2018-03-12,Tourist,Tourism
Qureshi Rafiq,S/O Asif Virk,54000-1139027-6,AB8719889,Pakistani,Quetta,Pakistan,France,2017-12-29,Business,Business Meeting
Hashmi Nawaz,S/O نادیہ رضا,61101-4189520-6,AB2256917,Pakistani,Gilgit,Pakistan,Germany,2020-03-23,Work,Business Meeting
Blal Sandhu,S/O Rukhsar Baig,42101-2480480-2,AB2664498,Pakistani,Quetta,Pakistan,Turkey,2022-01-04,Visit,Family Visit
Hassan Jafri,S/O Aamir Ansari,13302-6252222-1,AB5947698,Pakistani,Bahawalpur,Pakistan,France,2019-03-31,Business,Family Visit
Amna Akhtar,S/O Malik Nawaz,13302-5593840-6,,Pakistani,Muzaffarabad,Pakistan,China,2021-08-31,Student,Tourism
Baig Baig,S/O Ayesha Rizvi,54000-5641831-3,AB2491916,Pakistani,Islamabad,Pakistan,UAE,2017-06-30,Tourist,Education
Tariq Ahmed,S/O Qureshi Raja,44000-4449639-3,AB5983095,Pakistani,Sialkot,Pakistan,USA,2017-12-27,Work,Employment
,S/O Ali Qureshi,42101-5906836-2,AB2388168,Pakistani,Lahore,Pakistan,Turkey,2015-12-14,Student,Tourism
Ayesha Rafiq,S/O Iqra Abbasi,35202-8818534-4,AB7286226,Pakistani,Hub,Pakistan,Malaysia,2018-01-04,Work,Family Visit
Hassan Cheema,S/O Ali Cheema,21301-9319285-4,AB6009477,Pakistani,Larkana,Pakistan,France,2020-07-15,Tourist,Medical Treatment
Mohammad Bhatti,S/O Sana Ahmed,35202-1986368-8,AB8986959,Pakistani,Faisalabad,Pakistan,UK,2021-11-13,Student,Education
Syed Latif,S/O Bushra Hussain,54000-4859903-7,AB4644273,Pakistani,Abbottabad,Pakistan,Saudi Arabia,2015-09-03,Tourist,Tourism
Mohd Virk,S/O Faisal Rafiq,35202-5478183-7,AB8183806,Pakistani,Rawalakot,Pakistan,UAE,2020-09-13,Business,Education
Zubair GGujjar,S/O Tariq Mirza,21301-6973542-9,AB3805884,Pakistani,Mingora,Pakistan,France,2015-11-06,Business,Business Meeting
Mohammad Syed,S/O Mohammad Rafiq,42101-5969420-6,AB9267760,Pakistani,Chilas,Pakistan,Canada,2022-04-01,Business,Education
Iqra Tarar,S/O Hamid Sheikh,42101-2905181-8,AB2318815,Pakistani,Hub,Pakistan,USA,2020-09-06,Work,Family Visit
Imran Rizvi,S/O زینب علی,42101-4028542-6,AB9793928,Pakistani,Nawabshah,Pakistan,France,2018-06-01,Student,Business Meeting
Naveed Ahmed,S/O Noor Butt,42101-8355764-9,AB8335299,Pakistani,Chilas,Pakistan,USA,2015-03-06,Tourist,Employment
Hamid Tarar,S/O Hina Tarar,21301-5698471-6,AB5376436,Pakistani,Kohat,Pakistan,Canada,2019-02-15,Tourist,Family Visit
Mohammad Jafri,S/O Chaudhry Baig,21301-9206984-7,AB8585621,Pakistani,Mirpur,Pakistan,UAE,2019-12-04,Work,Employment
Imran Rizvi,S/O Omar Raza,21301-2304723-4,AB6808199,Pakistani,Islamabad,Pakistan,China,2017-09-02,Business,Education
Mirza Bhattti,S/O Bushra Jafri,21301-1620820-6,AB5378931,Pakistani,Multan,Pakistan,Malaysia,2020-09-25,Business,Family Visit
Arif Sandhu,S/O Imran Baig,21301-2916496-6,AB4620139,Pakistani,Gujranwala,Pakistan,Saudi Arabia,2017-01-26,Business,Medical Treatment
Tahir Raja,S/O Sobia Chattha,35202-2020480-8,AB3866672,Pakistani,Sialkot,Pakistan,UK,2021-12-23,Business,Family Visit
علی حسین,S/O Hassan Zaidi,42101-2173238-5,AB5768371,Pakistani,Islamabad,Pakistan,Malaysia,2017-10-02,Student,Employment
Aamir Virk,S/O Rizwan Aslam,35202-8942167-5,AB6103518,Pakistani,Turbat,Pakistan,Turkey,2017-10-12,Business,Business Meeting
محمد احمد,S/O Imran Abbasi,44000-3497284-8,AB2713339,Pakistani,Islamabad,Pakistan,Germany,2023-05-26,Student,Tourism
Mirza Hameed,S/O Shoaib Mirza,35202-1129245-6,AB4840293,Pakistani,Bahawalpur,Pakistan,Germany,2020-09-23,Visit,Medical Treatment
Uzma Hussain,S/O Syed Karim,54000-5381432-5,AB3397643,Pakistani,Rawalakot,Pakistan,Malaysia,2018-12-14,Visit,Tourism
Bushra Chaudhry,S/O Naeem Ahmed,21301-2360672-1,AB3355300,Pakistani,Gilgit,Pakistan,Malaysia,2020-05-05,Visit,Medical Treatment
Noor Rizvi,S/O Asma Gilani,35202-4819578-9,AB1261637,Pakistani,Chilas,Pakistan,France,2016-02-13,Tourist,Employment
Faisal Gujjar,S/O Malik Hameed,13302-5240908-6,AB1949984,Pakistani,Bahawalpur,Pakistan,Germany,2015-10-12,Tourist,Education
Baig Cheema,S/O Khalid Ahmed,42101-3671115-1,AB4906395,Pakistani,Mardan,Pakistan,Saudi Arabia,2018-10-21,Tourist,Family Visit
Asif Raza,S/O Fatima Hameed,21301-4119134-6,AB7753598,Pakistani,Mirpur,Pakistan,Germany,2018-03-09,Work,Medical Treatment
Mohd Hussain,,44000-8382263-9,AB2101388,Pakistani,Hyderabad,Pakistan,USA,2022-07-11,Business,Tourism
Mohd Ahmed,S/O Asif Akhtar,44000-3338676-4,AB9797513,Pakistani,Turbat,Pakistan,Germany,2016-05-05,Work,Business Meeting
Rabia Zaidi,S/O Muhammad Zaidi,44000-5712823-9,AB9732842,Pakistani,Gilgit,Pakistan,China,2021-01-04,Student,Employment
Mohd Latif,S/O Hussain Gilani,35202-3319594-5,AB8591236,Pakistani,Sialkot,Pakistan,Saudi Arabia,2015-04-01,Business,Medical Treatment
Asma Nawaz,S/O Arif Ahmed,13302-3657644-9,AB8372524,Pakistani,Abbottabad,Pakistan,China,2022-01-24,Tourist,Medical Treatment
Hashmi Butt,S/O Imran Abbasi,35202-7011635-1,AB8386740,Pakistani,Islamabad,Pakistan,Saudi Arabia,2021-09-28,Visit,Education
Kamran Butt,S/O Arif Hussain,61101-5445570-5,AB8556577,Pakistani,Karachi,Pakistan,Germany,2016-10-26,Visit,Medical Treatment
صنا ملک,S/O Hina Ansari,35202-9580574-7,AB9907581,Pakistani,Rawalakot,Pakistan,Canada,2019-08-23,Visit,Family Visit
Sana Bukhari,S/O Bilal Sandhu,35202-2568840-5,AB2111011,Pakistani,Skardu,Pakistan,UAE,2023-11-01,Business,Employment
صنا ملک,S/O Arif Akhtar,44000-3005558-1,AB9071081,Pakistani,Mingora,Pakistan,Saudi Arabia,2022-08-05,Tourist,Employment
Asif Rizvi,S/O Hussain Sheikh,35202-2292118-2,AB4166521,Pakistani,Bahawalpur,Pakistan,Malaysia,2019-09-21,Tourist,Education
Iqra Akhtar,S/O Amna Latif,35202-8082038-9,AB5241748,Pakistani,Skardu,Pakistan,USA,2021-10-19,Business,Family Visit
Mehwish Iqbal,S/O Fatima Qureshi,44000-6095183-6,AB3129009,Pakistani,Lahore,Pakistan,Turkey,2022-05-03,Visit,Employment
Asif Rafiq,S/O Faisal Syed,13302-8534286-3,AB5178451,Pakistani,Lahore,Pakistan,Germany,2019-12-22,Work,Business Meeting
محمد حسن,S/O Rizwan Tarar,54000-2393146-1,AB3125665,Pakistani,Faisalabad,Pakistan,Canada,2015-07-11,Student,Family Visit
Sana Khan,S/O Ahmed Naqvi,35202-4207127-6,AB6950212,Pakistani,Gwadar,Pakistan,Turkey,2015-11-14,Work,Education
Ahmed Jafri,S/O Naveed Latif,13302-1659976-6,AB3969391,Pakistani,Hyderabad,Pakistan,Saudi Arabia,2019-09-21,Visit,Medical Treatment
Hashmi Rizvi,S/O Zubair Syed,44000-3472100-7,AB8091986,Pakistani,Muzaffarabad,Pakistan,Canada,2015-07-04,Tourist,Medical Treatment
Chaudhry Qureshi,S/O Noor Nawaz,54000-3751054-1,AB4782221,Pakistani,Gilgit,Pakistan,France,2021-05-04,Tourist,Employment
Sidra Syed,S/O S/O Hassan Khan,42101-9797610-8,AB1139846,Pakistani,Sialkot,Pakistan,China,2019-09-05,Business,Medical Treatment
Fatima Iqbal,S/O S/O Omar Abbasi,61101-8344546-6,AB6354621,Pakistani,Muzaffarabad,Pakistan,Turkey,2016-09-03,Work,Education
Mohd Hashmi,S/O Kamran Hameed,54000-9677444-7,AB1910735,Pakistani,Chilas,Pakistan,Canada,2016-10-23,Student,Tourism
Uzma Hameed,S/O Hina Rafiq,21301-2812624-7,AB8657149,Pakistani,Rawalakot,Pakistan,Germany,2020-01-07,Student,Business Meeting
Asma Iqbal,S/O Mehwish Baig,54000-3190232-8,AB8487234,Pakistani,Larkana,Pakistan,Saudi Arabia,2020-03-31,Visit,Tourism
Iqra Nawaz,S/O Tahir Jafri,42101-9529858-5,AB6061756,Pakistani,Faisalabad,Pakistan,France,2023-07-08,Visit,Employment
Arif Latif,S/O Chaudhry Akhtar,61101-9498370-7,AB2318418,Pakistani,Quetta,Pakistan,UK,2017-01-25,Student,Employment
احمدد خان,S/O Naeem Gujjar,42101-6790843-2,AB5161688,Pakistani,Peshawar,Pakistan,Canada,2020-03-16,Tourist,Medical Treatment
Imran Qureshi,S/O Saira Mirza,61101-8333090-6,AB7708203,Pakistani,Mingora,Pakistan,Saudi Arabia,2019-08-24,Tourist,Medical Treatment
Tahir Raza,S/O Sobia Rafiq,61101-3358096-4,AB4891131,Pakistani,Mingora,Pakistan,Turkey,2018-12-21,Work,Business Meeting
Saira Abbasi,,13302-7592357-6,AB4965351,Pakistani,Kohat,Pakistan,UK,2016-10-26,Student,Medical Treatment
Rukhsar Ali,S/O Sana Syed,44000-5273278-6,AB9123040,Pakistani,Mardan,Pakistan,Malaysia,2015-05-09,Tourist,Education
Raja Chaudhry,S/O Mirza Khan,13302-6829790-4,AB3179913,Pakistani,Chilas,Pakistan,UK,2020-09-18,Business,Education
Mehwish Tarar,S/O Hassan Bukhari,42101-3343078-8,AB2228030,Pakistani,Rawalakot,Pakistan,France,2021-05-06,Student,Education
Malik Baig,S/O Omar Karim,61101-3090590-7,,Pakistani,Sialkot,Pakistan,Canada,2021-01-12,Tourist,Tourism
Sana Bukhari,S/O Bushra Raza,13302-5099102-9,AB5662365,Pakistani,Larkana,Pakistan,USA,2021-03-29,Work,Medical Treatment
Mirza Raja,S/O Iqra Sandhu,42101-4609319-9,AB1189427,Pakistani,Kohat,Pakistan,Canada,2020-06-21,Work,Tourism
Salman Chattha,S/O Maryam Rana,54000-2037751-4,AB7723241,Pakistani,Bannu,Pakistan,Canada,2016-02-19,Tourist,Business Meeting
Nadia Akhtar,S/O عمر شیخ,54000-4431161-7,AB2929154,Pakistani,Bannu,Pakistan,Germany,2017-08-18,Tourist,Medical Treatment
Sajid Butt,S/O Mehwish Hashmi,21301-4039179-2,AB4289179,Pakistani,Karachi,Pakistan,UK,2017-09-08,Student,Medical Treatment
Imran Mirza,S/O Raja Raza,44000-5685491-8,AB2445539,Pakistani,Mirpurkhas,Pakistan,Saudi Arabia,2022-09-15,Work,Medical Treatment
Mohd Ahmed,S/O Salman Qureshi,35202-2323225-8,AB9100923,Pakistani,Turbat,Pakistan,China,2015-08-08,Work,Tourism
Sajid Sheikh,S/O Sheikh Mirza,44000-7614667-5,AB2920249,Pakistani,Muzaffarabad,Pakistan,UK,2019-09-02,Student,Tourism
Mohd Bhatti,S/O Sajid Mirza,13302-5924748-9,AB2480855,Pakistani,Islamabad,Pakistan,USA,2022-04-12,Business,Tourism
Rizwan Karim,S/O Zubair Hussain,,AB7871900,Pakistani,Khuzdar,Pakistan,USA,2019-06-04,Student,Family Visit
Hassan Butt,,61101-1474039-7,AB2167410,Pakistani,Gilgit,Pakistan,UK,2022-11-05,Tourist,Family Visit
Baig Nawaz,S/O Tahir Gujjar,13302-4880029-5,AB9615175,Pakistani,Quetta,Pakistan,China,2017-02-26,Student,Tourism
Tariq Aslam,S/O Ibrahim Raja,61101-9223833-6,AB9554532,Pakistani,Hyderabad,Pakistan,Turkey,2017-10-26,Visit,Education
Hashmi Sandhu,S/O Zainab Latif,54000-7390726-6,AB7620375,Pakistani,Gujranwala,Pakistan,Canada,2022-04-26,Work,Tourism
Tahir Sheikh,S/O Baig Qureshi,35202-4515327-6,AB7168015,Pakistani,Islamabad,Pakistan,Turkey,2015-07-03,Work,Business Meeting
Nadia Baig,S/O Raja Gondal,44000-6534099-2,AB9011991,Pakistani,Islamabad,Pakistan,Malaysia,2023-10-30,Visit,Employment
Asif Chattha,S/O Tahir Akhtar,21301-5728812-6,AB2657415,Pakistani,Islamabad,Pakistan,UAE,2022-10-16,Visit,Business Meeting
Khalid Ali,S/O عائشہ احمد,21301-8527111-3,AB2044062,Pakistani,Muzaffarabad,Pakistan,France,2023-05-03,Student,Tourism
Zainab Tarar,S/O Nadia Tarar,61101-9196832-6,AB4258213,Pakistani,Skardu,Pakistan,USA,2016-02-04,Tourist,Business Meeting
Sobia Chattha,S/O Aamir Ansari,35202-5829008-8,AB9859940,Pakistani,Mardan,Pakistan,Turkey,2017-08-23,Business,Education
Muhammad Syed,S/O Raja Bhatti,44000-9131271-4,AB4973883,Pakistani,Gilgit,Pakistan,China,2022-02-08,Work,Business Meeting
صنا ملک,S/O Naeem Khan,13302-3435644-6,AB8666925,Pakistani,Quetta,Pakistan,Germany,2019-08-12,Work,Medical Treatment
Waseem Raza,S/O S/O Waseem Hameed,42101-6137726-6,AB3826019,Pakistani,Skardu,Pakistan,France,2017-06-15,Tourist,Education
Mohd Zaidi,S/O Tariq Syed,,AB4563400,Pakistani,Gwadar,Pakistan,Saudi Arabia,2019-10-25,Student,Family Visit
Mohd Ali,S/O Bilal Chaudhry,42101-9890625-5,AB6465907,Pakistani,Turbat,Pakistan,France,2015-03-16,Tourist,Education
Uzma Malik,S/O صنا ملک,44000-4248028-3,AB5951772,Pakistani,Mirpur,Pakistan,China,2019-08-27,Work,Tourism
Ibrahim Hashmi,S/O Baig Zaidi,13302-1896246-2,AB4653778,Pakistani,Karachi,Pakistan,Germany,2016-07-19,Business,Business Meeting
Hina Bukhari,S/O Nadia Malik,44000-5560414-5,AB3311868,Pakistani,Mardan,Pakistan,UAE,2015-03-27,Student,Employment
Ayesha Virk,S/O Sheikh Raja,35202-6261415-1,AB8763468,Pakistani,Islamabad,Pakistan,UK,2016-02-14,Tourist,Family Visit
Adnan Gondal,S/O Naeem Zaidi,42101-7946088-8,AB2405187,Pakistani,Mirpurkhas,Pakistan,USA,2020-11-03,Tourist,Family Visit
Arif Jafri,S/O Muhammad Raja,54000-7332193-8,AB3260973,Pakistani,Quetta,Pakistan,USA,2020-10-10,Student,Employment
Sana Chaudhry,S/O Usman Hussain,,AB5426309,Pakistani,Peshawar,Pakistan,Saudi Arabia,2022-07-01,Student,Tourism
Kashif Raza,S/O Sajid Malik,42101-5408072-7,AB1720164,Pakistani,Gilgit,Pakistan,Turkey,2020-12-17,Student,Medical Treatment
Imran Abbasi,S/O Asif Chaudhry,54000-3474935-6,AB8893806,Pakistani,Bannu,Pakistan,UAE,2017-07-20,Tourist,Tourism
Hamid Aslam,S/O Asma Abbasi,42101-2828835-7,AB3580773,Pakistani,Sargodha,Pakistan,Malaysia,2020-12-27,Visit,Education
