canonical_name,father_name,cnic,owner_number,province,city,society_name,property_type,plot_house_no,area,purchase_year,ownership_status,market_value,phone
Baig Hussain,S/O Aamir Virk,42101-3722160-1,03463616534,ICT,Islamabad,North Nazimabad,Agricultural Land,163,23 Kanal,2005,Rented,371645090.0,0346-3616534
Khalid Gujjar,S/O Hamid Bhatti,,03006459880,Sindh,Nawabshah,Model Town,Apartment,878,70 Kanal,2005,Mortgaged,29641360.0,0300-6459880
Imran Chattha,S/O Rizwan Iqbal,61101-5208339-1,03017074471,Balochistan,Turbat,Askari,House,140,83 Marla,2003,Mortgaged,14239980.0,0301-7074471
Shazia Zaidi,S/O S/O Tahir Raza,61101-8753576-9,03323436404,ICT,Islamabad,Defence,Apartment,805,69 Marla,2015,Sold,9358780.0,0332-3436404
Omar Iqbal,S/O Tariq Virk,13302-3501388-9,03458045042,Azad Kashmir,Mirpur,Scheme 33,Apartment,158,82 Kanal,1999,Rented,5542000.0,0313-7173192
Ayesha Zaidi,S/O Asma Qureshi,61101-2970302-3,03222983877,Azad Kashmir,Mirpur,Clifton,Apartment,212,6 Sq.Ft,2001,Owned,64363990.0,0322-2983877
فاطمہ خان,S/O Shoaib Bhatti,35202-8445293-9,03223584996,Balochistan,Hub,Johar Town,Residential Plot,691,10 Kanal,2012,Sold,2573850.0,0322-3584996
Mohammad Ansari,S/O Imran Rizvi,54000-5333808-8,03113211404,Punjab,Faisalabad,Cavalry Ground,Apartment,553,27 Marla,2004,Owned,371167310.0,0311-3211404
Bushra Jafri,S/O Sidra Malik,61101-1007205-1,03457323223,KPK,Peshawar,Defence,Residential Plot,352,10 Sq.Ft,2018,Mortgaged,16083630.0,0345-7323223
مریم چودھری,S/O Asma Syed,42101-9683477-3,03001231357,Gilgit-Baltistan,Chilas,G-9,Residential Plot,143,97 Sq.Ft,2011,Owned,713647600.0,0300-1231357
Kamran Bhatti,S/O Bushra Khan,42101-1479448-2,03122844465,KPK,Peshawar,E-11,Residential Plot,55,66 Marla,2002,Sold,19670880.0,0312-2844465
Nadia Sheikh,S/O Iqra Rizvi,35202-3663444-2,03112329684,ICT,Islamabad,Gulshan-e-Iqbal,House,307,39 Kanal,2011,Owned,133493870.0,0311-2329684
Hashmi Ali,S/O Sana Jafri,13302-1271225-3,03466551272,Azad Kashmir,Muzaffarabad,E-11,Apartment,199,39 Sq.Ft,2017,Owned,108663180.0,0346-6551272
Baig Raja,S/O Hassan Rana,54000-6205141-7,03124289405,Sindh,Larkana,Defence,Residential Plot,865,57 Sq.Ft,1997,Mortgaged,17771110.0,0312-4289405
Bushra Karim,S/O Malik Karim,21301-4653073-1,03221442755,Sindh,Nawabshah,Askari,Apartment,260,25 Marla,2021,Mortgaged,32947560.0,0322-1442755
Zainab Hameed,S/O Shoaib Khan,54000-6682552-2,03002609302,Balochistan,Khuzdar,G-9,Residential Plot,468,84 Kanal,1999,Mortgaged,70178730.0,0300-2609302
Sobia Rizvi,S/O Sheikh Malik,61101-2637387-7,03024751330,Punjab,Multan,Askari,Commercial Building,844,42 Kanal,1997,Mortgaged,685547220.0,0302-4751330
Sheikh Raza,S/O Saira Virk,42101-5916819-4,03038647410,Gilgit-Baltistan,Gilgit,DHA,House,134,7 Kanal,2017,Rented,33016560.0,0303-8647410
Asma Mirza,S/O S/O Muhammad Rana,,03034397889,Balochistan,Khuzdar,Johar Town,Apartment,910,56 Kanal,2003,Rented,6824250.0,0303-4397889
Shoaib Qureshi,S/O Usman Cheema,21301-5843879-9,03327770519,KPK,Abbottabad,DHA,Apartment,511,92 Kanal,2012,Sold,0.0,0332-7770519
Chaudhry Raja,S/O مریم چودھری,42101-5148789-4,03033159072,Balochistan,Hub,E-11,Apartment,563,51 Marla,2010,Rented,119834110.0,0303-3159072
Saira Bhatti,S/O Nadia Ali,35202-6052852-8,03454475290,KPK,Abbottabad,Defence,Residential Plot,621,100 Kanal,2021,Sold,12315380.0,0345-4475290
Sidra Qureshi,S/O S/O Fatima Baig,54000-8493596-6,03459848116,Azad Kashmir,Muzaffarabad,Scheme 33,House,673,58 Sq.Ft,2015,Sold,10009350.0,0345-9848116
,S/O Usman Gilani,42101-5153632-2,03332742713,Gilgit-Baltistan,Gilgit,Bahria Town,Apartment,189,24 Sq.Ft,2002,Sold,36746400.0,0333-2742713
Rabia Raza,S/O Uzma Gondal,13302-6309658-3,03221237753,KPK,Peshawar,DHA,Residential Plot,716,91 Marla,2015,Sold,666177480.0,0322-1237753
Hassan Akhtar,S/O Mirza Naqvi,44000-8267899-5,03036806593,Punjab,Lahore,Cavalry Ground,House,208,18 Sq.Ft,2008,Sold,0.0,0303-6806593
Bilal Raja,S/O محمد احمد,42101-5996490-8,03459327907,Gilgit-Baltistan,Gilgit,Model Town,Apartment,65,6 Sq.Ft,2013,Rented,39013950.0,0345-9327907
Syed Ali,S/O Kashif Nawaz,42101-1397373-7,03113704873,Balochistan,Quetta,Bahria Town,House,666,10 Sq.Ft,2000,Mortgaged,27298240.0,0311-3704873
Sajid aig,,42101-6258777-7,03451538072,Sindh,Hyderabad,DHA,Residential Plot,592,36 Sq.Ft,2011,Rented,75299440.0,0345-1538072
Shazia Raza,S/O Hamid Karim,13302-8926818-9,03333444368,KPK,Bannu,E-11,Commercial Plot,21,80 Kanal,2002,Mortgaged,386102680.0,0333-3444368
Hashmi Hashmi,S/O محمد علی,42101-8556961-7,03024239823,Azad Kashmir,Rawalakot,F-10,House,908,61 Sq.Ft,1997,Rented,131378450.0,0302-4239823
Baaig Abbasi,S/O Kashif Butt,61101-5232041-6,03333987058,Sindh,Mirpurkhas,PAF Colony,House,527,12 Marla,2018,Mortgaged,11708060.0,0302-7829288
Maryam Aslam,S/O عائشہ احمد,13302-3166549-6,03339628571,Azad Kashmir,Mirpur,Saddar,Apartment,725,11 Kanal,2001,Sold,75015710.0,0333-9628571
Waseem Rafiq,S/O S/O Waseem Nawaz,54000-3838554-1,03016369404,ICT,Islamabad,Defence,Apartment,379,72 Kanal,2023,Rented,5924250.0,0301-6369404
Amna Chaudhry,S/O Sheikh Abbasi,44000-5198933-1,03013722810,Sindh,Sukkur,North Nazimabad,Apartment,834,9 Marla,2022,Sold,57519920.0,0301-3722810
Maryam Hameed,S/O Sidra Qureshi,54000-7544296-8,03005845129,Azad Kashmir,Muzaffarabad,Scheme 33,Residential Plot,852,9 Kanal,2014,Mortgaged,7097150.0,0300-5845129
Imran Bhatti,S/O Rizwan Ahmed,61101-2602069-2,03335622046,Punjab,Rawalpindi,Gulshan-e-Iqbal,Residential Plot,515,50 Marla,2010,Rented,27449430.0,0333-5622046
Ibrahim Abbasi,S/O Arif Raja,54000-7386140-6,03126187908,ICT,Islamabad,Gulshan-e-Iqbal,Residential Plot,71,95 Marla,1997,Sold,115399130.0,0301-4368897
Tahir Chaudhry,S/O Bilal Ansari,13302-9086630-1,03456037049,Azad Kashmir,Rawalakot,Township,House,838,56 Sq.Ft,2010,Rented,93162650.0,0345-6037049
Asif Cheema,S/O S/O Rizwan Bukhari,54000-6988766-4,03225488496,Balochistan,Turbat,Saddar,Agricultural Land,893,71 Kanal,2005,Owned,94958850.0,0322-5488496
Ayesha Gilani,S/O Tahir Iqbal,54000-7116942-2,03335088533,Azad Kashmir,Rawalakot,Defence,Residential Plot,4,91 Marla,1995,Rented,27379790.0,0333-5088533
Nadia Gondal,S/O Muhammad Hussain,42101-6073548-1,03034177799,Sindh,Karachi,Gulshan-e-Iqbal,Residential Plot,181,13 Kanal,2023,Rented,58733660.0,0303-4177799
Saira Baig,S/O Baig Naqvi,13302-3888583-2,03315051070,Punjab,Lahore,Gulshan-e-Iqbal,Apartment,702,83 Marla,1999,Mortgaged,68470490.0,0331-5051070
Ibrahim Hameed,S/O Rizwan Syed,13302-8424152-8,03226669426,Sindh,Larkana,Bahria Town,House,757,5 Kanal,1999,Mortgaged,26038740.0,0322-6669426
Amna Cheema,,54000-8772927-5,,KPK,Abbottabad,E-11,House,726,25 Marla,1996,Mortgaged,88581160.0,0333-3161205
Mohammad Syed,S/O Asma Gujjar,54000-7502921-1,03218089838,Azad Kashmir,Mirpur,Model Town,Residential Plot,423,81 Sq.Ft,2003,Sold,57413960.0,0321-8089838
Hassan Hameed,S/O Qureshi Virk,54000-4831551-6,03326423821,Gilgit-Baltistan,Chilas,Askari,House,507,49 Sq.Ft,2019,Rented,149659220.0,
Maryam Chaudhry,S/O فاطمہ خان,35202-1295982-6,03324882274,KPK,Kohat,Gulshan-e-Iqbal,House,232,70 Kanal,2010,Mortgaged,151004000.0,0311-8713359
Shazia Virk,S/O Sajid Rizvi,13302-3021533-6,03324207283,Gilgit-Baltistan,Skardu,North Nazimabad,Residential Plot,324,45 Marla,2010,Mortgaged,43919360.0,
Bilal Ahmed,S/O Malik Baig,61101-8889458-7,03454278016,ICT,Islamabad,Gulshan-e-Iqbal,House,327,15 Sq.Ft,1999,Sold,111692450.0,0345-4278016
Waseem Syed,S/O Zainab Abbasi,13302-9493615-2,03336250879,KPK,Peshawar,Township,Apartment,646,25 Marla,2011,Rented,135177790.0,0333-6250879
Aamir Qureshi,S/O Adnan Aslam,42101-5234993-5,03023689364,Gilgit-Baltistan,Gilgit,Clifton,Apartment,345,26 Marla,2013,Rented,22743880.0,0303-8997988
Usman Hameed,S/O S/O Sobia Naqvi,42101-2275374-6,,ICT,Islamabad,PAF Colony,House,594,23 Sq.Ft,1996,Mortgaged,68355920.0,0345-8558977
Usman Cheema,S/O Syed Ansari,42101-9487745-3,03457881460,ICT,Islamabad,Saddar,Residential Plot,973,31 Sq.Ft,2009,Rented,74056150.0,0345-7881460
Raja Hashmi,S/O Fatima Khan,61101-2352703-6,03134569828,Sindh,Nawabshah,F-10,House,424,79 Sq.Ft,2013,Owned,18286140.0,0313-4569828
Raja Ansari,S/O Mohammad Qureshi,44000-8220540-6,03224607231,Azad Kashmir,Rawalakot,PAF Colony,Residential Plot,828,34 Marla,2006,Rented,124946430.0,0322-4607231
Omar Aslam,S/O Sidra Naqvi,35202-4128751-4,03006216965,ICT,Islamabad,Clifton,Apartment,899,83 Marla,2016,Sold,84326660.0,0300-6216965
Hamid Aslam,S/O Shazia Virk,21301-1557498-3,03116491844,Azad Kashmir,Muzaffarabad,PAF Colony,Residential Plot,297,92 Kanal,2017,Owned,72868300.0,0311-6491844
Mohammad Ansari,S/O Mehwish Rizvi,42101-4868425-1,03006686039,ICT,Islamabad,Bahria Town,House,541,49 Marla,2011,Mortgaged,179890090.0,0300-6686039
Adnan Raza,S/O Shazia Gondal,42101-4722264-5,03215072130,KPK,Mingora,Bahria Town,Apartment,85,46 Kanal,2013,,85404330.0,0321-5072130
,S/O Maryam Hashmi,54000-3002861-1,03228443053,ICT,Islamabad,Township,Residential Plot,971,7 Marla,2002,,0.0,0322-8443053
Nadia Naqvi,S/O Omar Chaudhry,61101-8493277-2,03123624265,Sindh,Sukkur,Gulshan-e-Iqbal,Apartment,382,83 Sq.Ft,2003,Mortgaged,42343300.0,0312-3624265
عمر شیخ,S/O Asif Raza,21301-5534911-9,03008785277,Sindh,Sukkur,Clifton,Residential Plot,472,14 Marla,2013,,380463940.0,0300-8785277
Nadia Bhatti,S/O Muhammad Bukhari,44000-7159085-1,,KPK,Abbottabad,Askari,House,63,96 Marla,2001,Owned,48624320.0,0322-9669883
Mirza Virk,S/O Faisal Gilani,,03032012515,Azad Kashmir,Rawalakot,Scheme 33,Residential Plot,274,65 Sq.Ft,1998,Owned,326484490.0,0303-2012515
Faisal Chattha,S/O Qureshi Hashmi,42101-9477641-1,03321935880,KPK,Abbottabad,Township,Apartment,684,62 Kanal,2002,Owned,346358380.0,0332-1935880
Chaudhry Gujjar,S/O Tariq Chaudhry,35202-9611521-5,03118428425,Gilgit-Baltistan,Skardu,Gulberg,Residential Plot,701,77 Kanal,2020,Rented,0.0,0311-8428425
Qureshi Bhatti,S/O Noor Hameed,61101-7621913-6,03004009366,Punjab,Lahore,F-10,Residential Plot,117,60 Sq.Ft,2000,Sold,42807370.0,0300-4009366
Ali Sheikh,S/O Ibrahim Ali,13302-4355432-6,03219528900,Balochistan,Khuzdar,Defence,Apartment,909,45 Kanal,1999,Mortgaged,16918960.0,0321-9528900
Omar Mirza,S/O Malik Baig,35202-5044009-9,03126685312,Balochistan,Khuzdar,F-10,House,147,25 Sq.Ft,2011,Mortgaged,31865830.0,0312-6685312
Tariq Chattha,S/O Saira Bukhari,13302-8552850-1,03031369433,ICT,Islamabad,Model Town,Residential Plot,689,8 Sq.Ft,2000,Rented,50710040.0,0303-1369433
Fatima Chaudhry,S/O Imran Bhatti,61101-4044882-7,03216837817,Balochistan,Khuzdar,DHA,House,424,60 Kanal,2006,Mortgaged,48260010.0,0321-6837817
Hina Latif,S/O Zubair Akhtar,54000-1571205-4,03226257967,Punjab,Multan,Scheme 33,Commercial Building,873,46 Marla,2001,Sold,641121860.0,0332-8113590
Saira Hussain,S/O Iqra Malik,61101-7549850-2,03335091641,ICT,Islamabad,Gulshan-e-Iqbal,Residential Plot,285,72 Kanal,2005,Mortgaged,53590850.0,0333-5091641
Hashm Qureshi,S/O Ahmed Khan,21301-2046228-1,03453356657,Sindh,Mirpurkhas,Johar Town,Apartment,906,11 Marla,2016,Rented,59285170.0,0345-3356657
Mehwish Rafiq,S/O Shazia Virk,35202-1658289-8,03223233173,Sindh,Mirpurkhas,Scheme 33,Residential Plot,690,25 Kanal,2020,Owned,9728140.0,0322-3233173
,S/O Imran Hussain,42101-9381774-7,03313772557,Balochistan,Khuzdar,Model Town,Residential Plot,32,64 Sq.Ft,2009,Mortgaged,282432790.0,0331-3772557
Tahir Virk,S/O Sidra Ali,13302-9831414-2,03121305857,ICT,Islamabad,Clifton,Apartment,447,89 Marla,1999,Rented,56069790.0,0312-1305857
Zainab Rafiq,S/O عمر شیخ,35202-5243170-6,03222417579,Gilgit-Baltistan,Chilas,Saddar,House,571,13 Sq.Ft,2010,Sold,33665300.0,0322-2417579
Salman Baig,S/O Sidra Rana,13302-6182478-7,03017072773,Azad Kashmir,Muzaffarabad,G-9,House,820,22 Sq.Ft,2004,Sold,27274580.0,0301-7072773
Asif Chattha,S/O Hina Hashmi,21301-7691694-3,03033683615,ICT,Islamabad,G-9,Apartment,833,14 Sq.Ft,2007,Rented,154304530.0,0301-6757408
Bilal Bhatti,S/O Usman Hameed,13302-6485389-2,03223413787,Sindh,Hyderabad,Askari,Apartment,340,56 Marla,2016,Mortgaged,47315740.0,0322-3413787
Syed Ali,S/O Rabia Ali,,,Balochistan,Quetta,PAF Colony,Apartment,844,67 Sq.Ft,2001,Mortgaged,54146020.0,0302-7953090
Hashmi Mirza,S/O Asif Gujjar,35202-3207839-1,03332839491,Sindh,Larkana,Gulshan-e-Iqbal,Apartment,907,74 Kanal,2005,Sold,48891780.0,0333-2839491
Ayesha Jafri,S/O Maryam Sandhu,54000-9734885-5,03318529542,ICT,Islamabad,I-8,House,659,87 Kanal,2023,Owned,92004150.0,0331-8529542
فاطمہ خان,S/O Waseem Naqvi,13302-2874387-2,03458235132,Punjab,Lahore,Gulshan-e-Iqbal,Commercial Plot,774,86 Marla,2013,Owned,834853640.0,0345-8235132
Kashif Jafri,S/O Kashif Abbasi,54000-9126076-8,03123761537,Balochistan,Hub,Askari,Residential Plot,678,91 Sq.Ft,1995,Rented,164874960.0,0302-2951556
Naeem Ltaif,S/O Fatima Raja,35202-7436241-8,03211603663,ICT,Islamabad,Askari,House,677,91 Marla,2016,Rented,196028630.0,0321-1603663
Faisal Naqvi,S/O Omar Qureshi,13302-4740553-5,03008841639,Gilgit-Baltistan,Gilgit,Saddar,Residential Plot,107,93 Sq.Ft,2004,Sold,18374380.0,0300-8841639
Maryam Raza,S/O Zainab Hashmi,61101-8448065-2,03136274512,Punjab,Faisalabad,Saddar,Residential Plot,810,66 Marla,2013,Owned,3828460.0,0313-6274512
Mehwish Sheikh,S/O Hassan Raja,44000-1502716-9,03335128298,KPK,Mardan,PAF Colony,Apartment,18,25 Kanal,2008,Sold,74139260.0,0322-9087774
Rabia Latif,S/O Rizwan Qureshi,54000-8868771-2,03116655864,Sindh,Karachi,E-11,Apartment,253,96 Kanal,2021,Rented,0.0,0311-6655864
Waseem Abbasi,S/O Muhammad Raja,54000-8194073-3,03328526197,Balochistan,Quetta,F-10,Apartment,651,30 Marla,2005,Rented,170899980.0,0332-8526197
عمر شیخ,S/O Shazia Rizvi,42101-5365394-5,03465290146,Sindh,Mirpurkhas,Gulberg,Apartment,641,33 Kanal,1998,Rented,61099930.0,0333-9493741
Asif Akhtar,S/O Sheikh Baig,21301-4265153-5,03457400259,Gilgit-Baltistan,Chilas,Saddar,Apartment,293,98 Marla,2014,Sold,111558020.0,0345-7400259
Bushra Ansari,S/O Fatima Tarar,61101-3784106-3,03457228596,Balochistan,Hub,I-8,Apartment,542,35 Marla,2018,Sold,281478180.0,0345-7228596
,S/O Fatima Bhatti,42101-6276555-7,03026446672,Punjab,Lahore,Gulberg,Apartment,307,8 Sq.Ft,2016,Rented,22463550.0,0302-6446672
محمد احمد,S/O Zubair Malik,21301-3753830-4,03465162130,Punjab,Lahore,DHA,Apartment,534,67 Sq.Ft,2017,Mortgaged,290311050.0,0346-5162130
Arif Virk,S/O Tariq Syed,42101-4708239-2,03136631223,Punjab,Gujranwala,PAF Colony,Apartment,184,72 Sq.Ft,1995,,113800990.0,0313-6631223
Rabia Hameed,S/O Hina Ansari,35202-7288172-8,03002768217,Sindh,Mirpurkhas,Defence,House,15,89 Kanal,2001,Mortgaged,239085620.0,0312-2740587
Naveed Tarar,S/O ابراہیم ملک,54000-2729141-9,03323495209,Sindh,Larkana,Defence,House,448,85 Kanal,2005,Mortgaged,0.0,0332-3495209
Amna Ahmed,S/O Malik Jafri,61101-6727097-7,03463946567,Azad Kashmir,Mirpur,Clifton,Apartment,804,82 Kanal,2002,Sold,6225270.0,0346-3946567
Zubair Iqbal,S/O Amna Zaidi,35202-9285320-3,03013795665,ICT,Islamabad,DHA,House,732,10 Kanal,2018,Sold,0.0,0346-3609645
Rabia Sandhu,S/O Khalid Zaidi,61101-7597980-5,03027229979,Azad Kashmir,Mirpur,Gulberg,Residential Plot,88,17 Kanal,1997,,282900520.0,0302-7229979
Chaudhry Rizvi,S/O Zubair Chattha,21301-6473694-3,03224778634,KPK,Peshawar,Gulberg,Residential Plot,673,3 Sq.Ft,2006,Sold,79805130.0,0322-4778634
Adnan Karim,S/O Asma Zaidi,,03139465259,Balochistan,Khuzdar,F-10,Residential Plot,35,74 Kanal,1997,Owned,128904710.0,0313-9465259
Ayesha Aslam,S/O Omar Ali,35202-2328558-8,,Punjab,Faisalabad,I-8,Apartment,422,26 Kanal,2018,Rented,73718780.0,0313-1779833
Mehwish Raza,S/O Chaudhry Syed,61101-1973571-2,03214848863,Sindh,Hyderabad,Model Town,Residential Plot,951,36 Kanal,2018,Sold,7979280.0,0321-4848863
Hina Butt,S/O Zainab Syed,21301-6964231-9,03451844106,Azad Kashmir,Muzaffarabad,Gulberg,Residential Plot,122,30 Kanal,1999,Rented,82961770.0,0345-1844106
Arif Chaudhry,S/O Sheikh Gujjar,35202-1436154-8,03031580613,Gilgit-Baltistan,Skardu,Askari,Residential Plot,131,17 Kanal,2012,Sold,67448110.0,0303-1580613
Hussain Rizvi,S/O Hamid Gujjar,13302-2578264-3,03009321461,ICT,Islamabad,I-8,Apartment,151,23 Sq.Ft,2005,Sold,30650130.0,0300-9321461
Asma Syed,S/O Naveed Ali,21301-7969387-8,03222791089,KPK,Mingora,Johar Town,House,491,57 Sq.Ft,2006,Mortgaged,13645480.0,0322-2791089
Zainab Mirza,S/O Asif Sandhu,42101-3916757-1,03461412572,KPK,Bannu,Township,Apartment,419,98 Marla,1996,Sold,25817460.0,0346-1412572
Aamir Virk,S/O Khalid Ali,44000-5735019-9,03466950337,ICT,Islamabad,I-8,House,641,45 Sq.Ft,2023,Owned,65671350.0,0346-6950337
Amna Chattha,S/O عمر شیخ,61101-4319670-3,03025662736,Azad Kashmir,Rawalakot,DHA,House,961,40 Marla,2010,Rented,239819020.0,0302-5662736
Mohammad Bhatti,S/O Asma Hameed,21301-1918930-7,03213600482,Balochistan,Quetta,North Nazimabad,Apartment,912,82 Sq.Ft,2021,Rented,112596100.0,0321-3600482
Muhammad Aslam,S/O Adnan Raja,44000-9762770-9,03331265468,Azad Kashmir,Rawalakot,Township,Residential Plot,702,64 Marla,1995,Sold,69874910.0,0333-1265468
Hassan Raja,S/O Sidra Baig,61101-6830566-6,03457429192,Sindh,Mirpurkhas,Cantt,House,390,16 Sq.Ft,2014,Mortgaged,14180060.0,0345-7429192
Baig Bukhari,S/O Naveed Rana,42101-5445795-2,,KPK,Bannu,Saddar,House,986,97 Sq.Ft,2012,Owned,38115070.0,0346-3441226
Naveed Raja,S/O Asif Akhtar,21301-5081124-2,03028734268,KPK,Mardan,Cavalry Ground,Apartment,619,17 Kanal,2020,,24396880.0,0302-8734268
Omar Hussain,S/O صنا ملک,42101-1361489-3,03113288989,KPK,Kohat,DHA,Residential Plot,38,9 Marla,2013,Mortgaged,60159280.0,0311-3288989
Rabia Bhatti,S/O Uzma Ansari,44000-3007231-5,03012266047,Gilgit-Baltistan,Chilas,DHA,House,216,99 Sq.Ft,2014,,386217010.0,0301-2266047
Rabia Naqvi,S/O Hussain Chaudhry,42101-9571450-8,03453774103,ICT,Islamabad,G-9,House,704,8 Sq.Ft,2017,Sold,41780990.0,0345-3774103
Fatima Butt,S/O عائشہ احمد,21301-4617493-2,03032340548,Azad Kashmir,Rawalakot,Johar Town,House,220,97 Kanal,2000,Owned,30743100.0,0303-2340548
Sidra Virk,S/O Hina Syed,44000-5960542-8,03328897756,KPK,Mardan,Cantt,Residential Plot,468,59 Kanal,1998,Sold,17338330.0,0303-1395185
Mohammad Gondal,S/O Hamid Raja,35202-6470011-3,03136505618,Sindh,Mirpurkhas,Model Town,Apartment,779,72 Sq.Ft,2002,Rented,143838920.0,0313-6505618
Rukhsar Qureshi,S/O Imran Baig,,03227517332,Punjab,Gujranwala,Gulshan-e-Iqbal,Apartment,427,77 Marla,2011,Rented,479776270.0,0322-7517332
Sajid Hussain,S/O Hamid Bukhari,44000-9404879-9,03333252405,Balochistan,Hub,Askari,Apartment,995,39 Marla,2022,Mortgaged,66136420.0,
Bushra Gujjar,S/O Sheikh Ahmed,13302-1316876-3,03338563582,ICT,Islamabad,Johar Town,House,699,93 Sq.Ft,1995,Rented,32646060.0,0333-8563582
Rukhsar Cheema,S/O Shazia Hashmi,42101-6952727-5,03335352759,KPK,Abbottabad,Clifton,Residential Plot,87,100 Sq.Ft,2012,Rented,49989820.0,0333-5352759
,S/O Bushra Rafiq,54000-9074865-8,,Azad Kashmir,Muzaffarabad,Clifton,Residential Plot,986,94 Sq.Ft,1997,Owned,65042630.0,0303-1333515
فاطمہ خان,S/O Arif Rizvi,13302-3873661-2,03329752714,ICT,Islamabad,Model Town,House,903,72 Sq.Ft,2007,Mortgaged,27287850.0,0332-9752714
Ayesha Syed,S/O Waseem Nawaz,13302-1859563-9,03034658293,Punjab,Lahore,F-10,Apartment,774,46 Marla,2000,Mortgaged,58267590.0,0303-4658293
Bushra Naqvi,S/O Iqra Gilani,42101-7055966-4,03017692591,Azad Kashmir,Muzaffarabad,Gulberg,Apartment,714,69 Kanal,2015,Owned,156563000.0,0301-7692591
Aamir Hashmi,S/O Omar Chaudhry,13302-4520289-5,03133892727,ICT,Islamabad,Bahria Town,Residential Plot,607,75 Marla,2007,Owned,9336720.0,0313-3892727
Syed Bukhari,,13302-8613786-8,03117048575,Sindh,Nawabshah,Township,Commercial Plot,966,80 Sq.Ft,1997,Mortgaged,552819300.0,0311-7048575
Sobia Zaidi,S/O Rizwan Jafri,44000-1155497-6,03022758001,Punjab,Sargodha,I-8,Residential Plot,620,14 Kanal,1996,Mortgaged,26930710.0,0302-2758001
Ali Qureshi,S/O Sana Syed,54000-3982357-9,03014652267,Balochistan,Quetta,I-8,House,325,9 Marla,1997,Rented,15957990.0,0301-4652267
Sidra Karim,S/O Mirza Rafiq,21301-1141485-3,03322253315,Azad Kashmir,Mirpur,Township,House,833,36 Sq.Ft,2001,Rented,24254350.0,0332-2253315
Asif Bukhari,S/O Khalid Ali,35202-7554624-6,03314559078,Gilgit-Baltistan,Skardu,Bahria Town,House,194,90 Sq.Ft,2011,Owned,132263870.0,0331-4559078
Aamir Gujjar,S/O Ali Gilani,42101-9798556-7,03313161087,Punjab,Bahawalpur,Gulberg,House,26,96 Sq.Ft,1999,Mortgaged,83826180.0,0331-3161087
Naeem Iqbal,S/O Naeem Hashmi,61101-8719958-2,03453449655,Azad Kashmir,Rawalakot,Cantt,Apartment,102,50 Sq.Ft,2019,Rented,101370210.0,0313-4258658
Chaudhry Rafiq,S/O مریم چودھری,54000-6599510-9,03225740371,Azad Kashmir,Mirpur,G-9,Apartment,599,43 Marla,2023,Rented,108357270.0,0303-8544558
Rukhsar Sheikh,S/O Hussain Hameed,13302-6940889-7,03468385584,Gilgit-Baltistan,Gilgit,Cantt,Residential Plot,146,15 Kanal,2000,Rented,0.0,0346-8385584
Rizwan Sandhu,S/O Hashmi Tarar,44000-7044525-3,03214881131,KPK,Mardan,Askari,Apartment,198,98 Kanal,2003,Rented,4127830.0,0332-4076220
Asma Qureshi,S/O Mohammad Ahmed,54000-8070308-2,03217409222,ICT,Islamabad,G-9,Residential Plot,807,78 Marla,2018,,123384460.0,0321-7409222
Bushra Abbasi,S/O Usman Tarar,54000-8714743-3,03008367639,KPK,Bannu,Bahria Town,Apartment,715,38 Kanal,2022,Owned,0.0,0300-8367639
Imran Aslam,S/O Usman Akhtar,54000-6887479-1,,KPK,Peshawar,PAF Colony,Residential Plot,239,59 Sq.Ft,2004,Owned,325112660.0,0301-4985564
Raja Iqbal,S/O Sajid Virk,42101-1178342-4,03214574666,Balochistan,Turbat,Model Town,Residential Plot,105,32 Marla,2015,Owned,205381880.0,0321-4574666
Syed Sandhu,S/O Noor Baig,35202-1411530-7,03454744008,Balochistan,Hub,Gulberg,Residential Plot,392,34 Sq.Ft,2008,Sold,17985510.0,0345-4744008
Mirza Ansari,S/O Rukhsar Iqbal,61101-9929109-4,03131608719,Azad Kashmir,Mirpur,PAF Colony,Residential Plot,154,36 Kanal,1997,Mortgaged,124629270.0,0313-1608719
,S/O Fatima Ansari,13302-7909008-6,03035658528,Punjab,Bahawalpur,Clifton,House,550,93 Marla,2010,Mortgaged,114109680.0,
Kashif Rizvi,S/O Imran Rafiq,21301-8375955-9,03454799416,Azad Kashmir,Rawalakot,G-9,Commercial Building,432,81 Sq.Ft,2012,Sold,355263050.0,0345-4799416
Mohammad Sandhu,S/O Ahmed Ali,21301-3346095-1,03119296164,Azad Kashmir,Muzaffarabad,G-9,House,288,70 Marla,2021,Owned,53426350.0,0311-9296164
عائشہ احمد,S/O Bushra Ali,35202-2518294-8,03013104700,Gilgit-Baltistan,Chilas,Gulshan-e-Iqbal,Apartment,388,7 Sq.Ft,2000,Owned,260241150.0,0301-3104700
Hashmi Syed,S/O Rukhsar Raza,44000-4748025-4,03032438025,Azad Kashmir,Mirpur,Scheme 33,Apartment,734,46 Sq.Ft,2006,Rented,15111870.0,0303-2438025
Kashif Nawaz,S/O S/O Hassan Raza,42101-1917238-6,03316628280,Gilgit-Baltistan,Skardu,Clifton,Apartment,919,77 Sq.Ft,1997,Owned,3573540.0,0331-6628280
