company_name,canonical_name,father_name,entity_type,cnic,incorporation_date,status,registered_office_address,province,city
,Adnan Virk,S/O نادیہ رضا,Partnership,44000-6754960-8,2016-09-27,Suspended,"House 247, Block D, Scheme 33, Rawalakot",Azad Kashmir,Rawalakot
Atlas Solutions,Naeem Sandhu,S/O Khalid Akhtar,Sole Proprietorship,42101-2624230-1,2014-03-13,Active,,Balochistan,Gwadar
Al Brothers,Virk Asma,S/O Saira Latif,Public Limited,35202-1761639-9,1996-06-18,Active,"House 375, Block F, Johar Town, Karachi",Sindh,Karachi
Global Brothers,Amna Ali,S/O Muhammad Ahmed,Public Limited,61101-9618324-4,1992-03-15,Active,"House 480, Block D, Defence, Kohat",KPK,Kohat
National Traders,محمد حسن,S/O Sobia Chattha,Private Limited,13302-4991829-6,2002-01-09,Active,"House 193, Block E, Model Town, Hyderabad",Sindh,Hyderabad
Royal Brothers,Hassan Butt,S/O Rukhsar Jafri,LLP,61101-1474039-7,2011-12-19,Dissolved,"House 435, Block G, Gulshan-e-Iqbal, Gilgit",Gilgit-Baltistan,Gilgit
Apex Brothers,محمد احمد,S/O Faisal Nawaz,Sole Proprietorship,13302-1134133-8,2014-11-13,Active,"House 488, Block D, Askari, Rawalakot",Azad Kashmir,Rawalakot
National Enterprises,Tariq Qureshi,S/O Hashmi Gujjar,Private Limited,44000-8459647-8,2022-11-25,Dissolved,"House 67, Block A, Township, Mingora",KPK,Mingora
Prime Corp,Sidra Hussain,S/O S/O Chaudhry Hashmi,Partnership,13302-2425479-4,2009-02-12,Dissolved,"House 186, Block C, Gulberg, Larkana",Sindh,Larkana
Pak Enterprises,Aamir Ali,S/O Naveed Gujjar,Sole Proprietorship,54000-2035429-5,2007-11-16,Active,"House 268, Block C, Scheme 33, Mirpurkhas",Sindh,Mirpurkhas
National Group,Chattha Sajid,S/O Qureshi Iqbal,Private Limited,42101-4202744-9,1999-12-08,Active,,Punjab,Multan
Apex Enterprises,Mirza Gujjar,S/O Shoaib Syed,LLP,54000-5542460-8,1995-05-05,Active,"House 48, Block A, Johar Town, Skardu",Gilgit-Baltistan,Skardu
Royal Traders,Bushra Abbasi,S/O Arif Gujjar,Sole Proprietorship,54000-8873233-8,1999-03-22,Suspended,"House 80, Block E, Gulshan-e-Iqbal, Khuzdar",Balochistan,Khuzdar
Pak Group,Faisal Abbasi,S/O Naveed Akhtar,Partnership,21301-4090165-2,1995-12-29,Active,"House 425, Block H, North Nazimabad, Quetta",Balochistan,Quetta
Atlas Group,Malik Malik,S/O Hashmi Zaidi,Public Limited,44000-2718655-3,1992-12-02,Active,"House 113, Block A, Model Town, Islamabad",ICT,Islamabad
Star Solutions,Mohammad Mirza,S/O Naeem Nawaz,Public Limited,54000-6567970-8,2009-10-24,Suspended,"House 54, Block E, Gulberg, Islamabad",ICT,Islamabad
Atlas Enterprises,محمد حسن,S/O Waseem Latif,LLP,42101-2893169-4,2011-03-13,Active,"House 170, Block C, Cavalry Ground, Bannu",KPK,Bannu
Star Services,Naeem Akhtar,S/O Waseem Hashmi,Private Limited,61101-3883303-9,1992-03-23,Active,"House 210, Block F, Scheme 33, Hub",Balochistan,Hub
Royal Brothers,Hassan Rafiq,S/O Usman Syed,Private Limited,42101-8356053-5,2021-11-18,Active,"House 20, Block H, I-8, Abbottabad",KPK,Abbottabad
United Solutions,احمد خان,S/O Ali Gilani,Public Limited,61101-6331732-1,1990-12-17,Dissolved,"House 55, Block D, E-11, Rawalakot",Azad Kashmir,Rawalakot
Al Corp,Amna Hashmi,S/O Kamran Jafri,Partnership,61101-9532750-9,2015-05-31,Active,"House 216, Block G, Bahria Town, Mirpur",Azad Kashmir,Mirpur
Meezan Enterprises,Malik Naqvi,S/O Sidra Hussain,Partnership,61101-2066122-4,2014-06-10,Active,"House 234, Block B, North Nazimabad, Skardu",Gilgit-Baltistan,Skardu
National Solutions,Adnan Karim,S/O Hashmi Virk,Sole Proprietorship,35202-4732925-3,2021-10-24,Active,"House 219, Block D, North Nazimabad, Peshawar",KPK,Peshawar
Royal Brothers,Hamid Gondal,S/O Aamir Hameed,LLP,13302-8319318-6,2004-04-05,Active,"House 115, Block A, Bahria Town, Abbottabad",KPK,Abbottabad
United Solutions,Bushra Akhtar,S/O Raja Khan,Private Limited,35202-7001588-7,2006-04-16,Active,"House 498, Block G, Saddar, Multan",Punjab,Multan
Meezan Associates,Khalid Bukhari,S/O S/O Hamid Aslam,LLP,42101-9832465-5,1997-04-24,Suspended,"House 405, Block D, Cantt, Mirpur",Azad Kashmir,Mirpur
Pak Group,Rabia Sandhu,S/O Khalid Zaidi,Partnership,61101-7597980-5,1999-01-27,Active,"House 197, Block G, Gulshan-e-Iqbal, Mirpur",Azad Kashmir,Mirpur
Prime Services,Sana Raja,S/O Hassan Zaidi,LLP,42101-7813560-5,2006-08-01,Active,,Punjab,Lahore
Meezan Solutions,Hamid Gujjar,S/O Ali Gujjar,Partnership,61101-3813045-4,1995-12-12,Active,"House 48, Block D, Model Town, Hub",Balochistan,Hub
Royal Enterprises,Rabia Ali,S/O Naveed Bukhari,Private Limited,54000-4642895-7,2010-07-24,Dissolved,"House 103, Block D, Gulberg, Chilas",Gilgit-Baltistan,Chilas
Atlas Brothers,Fatima Chattha,S/O Hashmi Mirza,Public Limited,13302-3277672-7,1993-10-04,Active,"House 459, Block E, Cavalry Ground, Gilgit",Gilgit-Baltistan,Gilgit
Meezan Solutions,Maryam Iqbal,S/O Asma Jafri,Partnership,35202-3504700-7,2001-03-26,Active,"House 123, Block A, E-11, Turbat",Balochistan,Turbat
Al Corp,Naeem Ansari,S/O Mehwish Bhatti,Sole Proprietorship,61101-6340842-4,1993-01-30,Active,"House 361, Block F, I-8, Islamabad",ICT,Islamabad
Al Enterprises,Arif Baig,S/O Shazia Hashmi,Partnership,35202-3599059-2,2012-02-10,Dissolved,"House 35, Block E, DHA, Muzaffarabad",Azad Kashmir,Muzaffarabad
Global Traders,Malik Jafri,,Partnership,21301-6309796-5,2009-04-30,Active,"House 492, Block F, Bahria Town, Islamabad",ICT,Islamabad
Royal Corp,Arif Malik,S/O Maryam Butt,Public Limited,13302-4012913-9,2012-02-13,Active,"House 229, Block A, Model Town, Abbottabad",KPK,Abbottabad
Apex Group,Mehwish Bhatti,S/O Sheikh Raja,Partnership,61101-8633773-5,2020-01-22,Active,"House 55, Block C, F-10, Abbottabad",KPK,Abbottabad
Pak Brothers,علی حسین,S/O Hassan Mirza,LLP,35202-3880952-3,2011-01-19,Dissolved,"House 24, Block C, PAF Colony, Bahawalpur",Punjab,Bahawalpur
Meezan Enterprises,Shazia Aslam,S/O Imran Aslam,Public Limited,54000-1961870-9,2015-11-29,Active,"House 427, Block H, Cantt, Skardu",Gilgit-Baltistan,Skardu
Pak Group,Sidra Hussain,S/O Bilal Nawaz,Sole Proprietorship,61101-5045421-2,1991-05-19,Active,"House 256, Block H, Gulberg, Sialkot",Punjab,Sialkot
Al Brothers,Rukhsar Zaidi,S/O Baig Ali,Private Limited,42101-1866394-9,2018-11-11,Active,"House 493, Block C, Gulshan-e-Iqbal, Islamabad",ICT,Islamabad
Global Solutions,Rukhsar Aslam,S/O Saira Abbasi,Partnership,35202-4499287-7,2021-03-11,Active,"House 92, Block D, I-8, Larkana",Sindh,Larkana
,Nadia Latif,S/O Hashmi Hameed,LLP,44000-4016499-8,1995-12-02,Active,"House 491, Block A, Clifton, Hub",Balochistan,Hub
Al Corp,Qureshi Khan,S/O Bilal Baig,Partnership,54000-4937419-7,1997-03-13,Active,"House 391, Block D, F-10, Skardu",Gilgit-Baltistan,Skardu
Royal Group,Syed Ahmed,S/O Tariq Chaudhry,Partnership,13302-8698199-8,2009-05-12,Active,"House 43, Block E, Cantt, Skardu",Gilgit-Baltistan,Skardu
Pak Industries,Kashif Syed,S/O Mohammad Hussain,LLP,42101-2100870-5,2000-01-23,Active,"House 50, Block C, E-11, Mingora",KPK,Mingora
Meezan Services,Naveed Ahmed,S/O Tariq Zaidi,Sole Proprietorship,13302-8627098-1,2012-12-24,Active,"House 498, Block A, Bahria Town, Rawalakot",Azad Kashmir,Rawalakot
Royal Group,Rafiq Waseem,S/O Noor Nawaz,Public Limited,21301-9323837-2,2008-02-09,Suspended,"House 413, Block C, Township, Peshawar",KPK,Peshawar
Al Brothers,Waseem Akhtar,S/O Aamir Zaidi,Public Limited,42101-8932696-7,2000-04-06,Suspended,"House 234, Block E, Defence, Quetta",Balochistan,Quetta
National Traders,Hassan Malik,S/O نادیہ رضا,Public Limited,42101-4430825-5,1999-10-09,Active,,ICT,Islamabad
Apex Enterprises,Hassan Butt,S/O Shoaib Hashmi,Partnership,44000-6422534-6,2019-04-17,Active,"House 473, Block G, Model Town, Bahawalpur",Punjab,Bahawalpur
Star Traders,Asif Latif,S/O Zubair Iqbal,Sole Proprietorship,54000-5733476-3,2003-12-03,Dissolved,"House 471, Block D, E-11, Khuzdar",Balochistan,Khuzdar
Atlas Associates,Mirza Zaidi,S/O Rukhsar Latif,Partnership,61101-1260078-8,2011-09-02,Active,"House 121, Block E, G-9, Mardan",KPK,Mardan
Pak Associates,فاطمہ خان,S/O عائشہ احمد,Public Limited,35202-7496311-5,1994-07-19,Active,"House 174, Block F, DHA, Muzaffarabad",Azad Kashmir,Muzaffarabad
Apex Corp,Ahmed Gondal,S/O Zainab Gujjar,Sole Proprietorship,13302-2954313-1,1990-10-03,Active,"House 425, Block G, Askari, Faisalabad",Punjab,Faisalabad
Royal Solutions,Shoaib Raja,S/O Nadia Raza,Partnership,13302-1462791-9,2021-11-04,Active,"House 356, Block C, Defence, Quetta",Balochistan,Quetta
Apex Associates,Mehwish Mirza,S/O محمد احمد,Private Limited,21301-1043292-5,2010-02-15,Active,"House 127, Block E, Scheme 33, Islamabad",ICT,Islamabad
National Enterprises,Qureshi Sandhu,S/O Baig Bhatti,Private Limited,44000-3311404-2,1993-08-21,Suspended,"House 483, Block E, PAF Colony, Quetta",Balochistan,Quetta
Prime Group,Sidra Gilani,S/O S/O Bilal Akhtar,Sole Proprietorship,54000-7106385-5,1996-05-22,Active,"House 51, Block B, Model Town, Turbat",Balochistan,Turbat
National Solutions,Hina Nawaz,S/O Uzma Abbasi,Public Limited,54000-3157883-3,1998-12-24,Active,"House 353, Block E, Clifton, Quetta",Balochistan,Quetta
Apex Group,Malik Jafri,S/O Bushra Latif,Public Limited,13302-4553726-6,1993-04-01,Active,"House 379, Block B, Johar Town, Sukkur",Sindh,Sukkur
Al Brothers,Waseem Raza,S/O Ahmed Gujjar,Sole Proprietorship,21301-8697738-9,1998-12-01,Active,"House 207, Block D, Township, Mirpur",Azad Kashmir,Mirpur
United Services,Muhammad Amhed,S/O Ali Ahmed,Public Limited,21301-2813532-6,2014-06-03,Suspended,"House 243, Block F, North Nazimabad, Muzaffarabad",Azad Kashmir,Muzaffarabad
Royal Brothers,Bushra Ahmed,S/O Chaudhry Virk,Public Limited,13302-8134465-4,1993-06-05,Dissolved,"House 170, Block G, North Nazimabad, Bannu",KPK,Bannu
Apex Traders,Naveed Zaidi,S/O Salman Khan,LLP,42101-9139410-9,1991-07-11,Active,"House 274, Block E, Defence, Rawalakot",Azad Kashmir,Rawalakot
Al Services,AmnaG ondal,S/O Shoaib Malik,Public Limited,44000-5604524-3,1992-11-28,Active,"House 264, Block C, Gulberg, Abbottabad",KPK,Abbottabad
Pak Traders,Hassan Baig,S/O Malik Butt,Sole Proprietorship,35202-7065502-6,2009-12-12,Active,"House 442, Block E, Gulberg, Peshawar",KPK,Peshawar
Royal Corp,Sajid Chaudhry,S/O Mehwish Baig,Sole Proprietorship,42101-7343582-5,2011-08-03,Active,"House 355, Block B, I-8, Larkana",Sindh,Larkana
United Services,Raja Amna,S/O Bushra Gujjar,Private Limited,54000-6018933-3,1994-06-13,Active,"House 144, Block H, Askari, Chilas",Gilgit-Baltistan,Chilas
United Enterprises,Saira Sheikh,S/O محمد علی,LLP,54000-4920197-1,2019-01-22,Active,"House 109, Block G, DHA, Rawalakot",Azad Kashmir,Rawalakot
Global Traders,Hina Hashmi,S/O Sobia Syed,Private Limited,61101-5681608-8,2021-03-18,Active,"House 443, Block G, Defence, Chilas",Gilgit-Baltistan,Chilas
Pak Solutions,Mehwish Nawaz,S/O Amna Hussain,Partnership,42101-9575042-2,2009-12-28,Active,"House 310, Block B, Askari, Mardan",KPK,Mardan
Global Traders,Saira Abbasi,S/O زینب علی,Public Limited,35202-5587171-4,1992-07-15,Active,"House 105, Block B, Askari, Sargodha",Punjab,Sargodha
Atlas Corp,Mirza Tarar,S/O Aamir Malik,Sole Proprietorship,42101-9794921-7,2006-05-09,Active,"House 318, Block A, Township, Faisalabad",Punjab,Faisalabad
National Group,Sajid Sheikh,S/O Sheikh Mirza,Private Limited,44000-7614667-5,2022-05-04,Active,"House 326, Block G, Scheme 33, Muzaffarabad",Azad Kashmir,Muzaffarabad
Atlas Traders,Amna Ali,,Sole Proprietorship,61101-9618324-4,2018-03-05,Active,"House 240, Block F, Scheme 33, Kohat",KPK,Kohat
Royal Enterprises,Syed Bhatti,,Private Limited,,1999-06-18,Suspended,"House 283, Block B, Cantt, Bahawalpur",Punjab,Bahawalpur
Global Corp,Mirza Zainab,S/O Zainab Raja,LLP,13302-3479150-7,2002-11-16,Active,"House 373, Block E, Clifton, Chilas",Gilgit-Baltistan,Chilas
Meezan Associates,Saira Chaudhry,S/O Sajid Tarar,Public Limited,21301-8410785-8,1990-04-20,Active,"House 497, Block F, DHA, Gilgit",Gilgit-Baltistan,Gilgit
Global Industries,Rabia Karim,S/O Rukhsar Bukhari,Partnership,61101-2888331-6,1993-03-10,Active,"House 216, Block F, Cavalry Ground, Lahore",Punjab,Lahore
Meezan Brothers,Fatima Chaudhry,S/O Imran Bhatti,Public Limited,61101-4044882-7,2020-05-18,Active,"House 405, Block D, Bahria Town, Khuzdar",Balochistan,Khuzdar
Prime Corp,Hamid Nawaz,,Partnership,61101-1883071-7,2015-12-04,Active,"House 102, Block E, Scheme 33, Mirpur",Azad Kashmir,Mirpur
Pak Industries,Chaudhry Shazia,S/O Sajid Gondal,Sole Proprietorship,44000-9140818-7,2000-08-27,Active,"House 390, Block E, Bahria Town, Kohat",KPK,Kohat
United Traders,Asma Rizvi,S/O Iqra Raja,Public Limited,21301-1733372-2,1994-11-03,Dissolved,"House 207, Block B, Askari, Larkana",Sindh,Larkana
Pak Traders,Iqra Mirza,S/O Arif Gondal,Partnership,42101-7147743-5,1994-08-05,Active,"House 197, Block D, Scheme 33, Chilas",Gilgit-Baltistan,Chilas
Royal Services,Saira Sheikh,S/O محمد علی,Public Limited,54000-4920197-1,1998-07-21,Active,"House 369, Block E, Scheme 33, Rawalakot",Azad Kashmir,Rawalakot
Royal Corp,Latif Muhammad,S/O Usman Bukhari,LLP,61101-1358521-6,2014-02-02,Dissolved,"House 46, Block E, Bahria Town, Mingora",KPK,Mingora
Star Brothers,Amna Rafiq,S/O Hamid Qureshi,Private Limited,21301-2373687-1,1997-01-30,Active,"House 289, Block C, Defence, Rawalakot",Azad Kashmir,Rawalakot
Royal Industries,Ibrahim Karim,S/O Saira Sheikh,Public Limited,13302-3446751-1,2008-11-22,Dissolved,"House 240, Block H, Cantt, Islamabad",ICT,Islamabad
Global Group,Gilani Ali,S/O Maryam Chattha,Partnership,42101-5139665-5,2016-09-04,Active,"House 204, Block D, Bahria Town, Rawalpindi",Punjab,Rawalpindi
National Associates,Sana Iqbal,S/O Nadia Rana,Sole Proprietorship,35202-7838926-9,1991-07-01,Active,"House 35, Block E, E-11, Rawalakot",Azad Kashmir,Rawalakot
Apex Group,Uzma Hussain,S/O Aamir Ahmed,LLP,54000-7979571-4,1992-06-17,Dissolved,"House 336, Block E, Gulshan-e-Iqbal, Gilgit",Gilgit-Baltistan,Gilgit
Apex Corp,Ahmed Jafri,S/O Uzma Nawaz,Public Limited,61101-4164079-4,2015-01-29,Dissolved,"House 374, Block B, Township, Quetta",Balochistan,Quetta
Global Group,Mirza Mirza,S/O Saira Rafiq,Sole Proprietorship,61101-7426974-9,1990-05-06,Active,"House 178, Block H, Askari, Mirpur",Azad Kashmir,Mirpur
Atlas Enterprises,Aamir Jafri,S/O Ali Zaidi,Sole Proprietorship,61101-3288328-9,1992-07-04,Active,"House 200, Block B, Cavalry Ground, Islamabad",ICT,Islamabad
United Associates,Ayesha Gilani,S/O Tahir Iqbal,Sole Proprietorship,54000-7116942-2,2015-03-09,Active,"House 274, Block A, Clifton, Rawalakot",Azad Kashmir,Rawalakot
Star Enterprises,Saira Gujjar,,Public Limited,13302-5629792-9,2009-10-19,Dissolved,"House 429, Block D, DHA, Abbottabad",KPK,Abbottabad
Prime Associates,Sajid Jafri,S/O Asif Tarar,Sole Proprietorship,54000-9470365-8,1991-07-19,Active,"House 156, Block G, Gulberg, Muzaffarabad",Azad Kashmir,Muzaffarabad
Global Traders,Rukhsar Gilani,S/O Tariq Chaudhry,Public Limited,21301-6923972-9,2018-09-12,Active,"House 151, Block G, PAF Colony, Chilas",Gilgit-Baltistan,Chilas
,Hussain Khan,S/O Naeem Sheikh,Private Limited,13302-8694491-4,1994-04-27,Active,"House 414, Block B, Clifton, Bannu",KPK,Bannu
Al Enterprises,Muhammad Khan,S/O Salman Karim,Partnership,44000-4794852-9,1995-04-24,Active,"House 94, Block E, Johar Town, Gilgit",Gilgit-Baltistan,Gilgit
Royal Corp,Muhammad Ansari,S/O Hussain Akhtar,Public Limited,13302-2715822-1,1996-03-09,Active,"House 130, Block G, Gulberg, Chilas",Gilgit-Baltistan,Chilas
Prime Group,Shazia Zaidi,S/O Sidra Hussain,Partnership,61101-4042807-7,2016-09-16,Active,"House 76, Block F, Township, Larkana",Sindh,Larkana
Star Services,Hassan Qureshi,S/O Rabia Ansari,Private Limited,35202-2396192-3,2014-12-13,Dissolved,,Sindh,Sukkur
Prime Industries,Ibrahim Qureshi,S/O Bilal Akhtar,Public Limited,61101-5408070-7,2003-04-12,Suspended,"House 114, Block E, Defence, Skardu",Gilgit-Baltistan,Skardu
Star Services,Hassan Malik,S/O نادیہ رضا,Private Limited,42101-4430825-5,1991-02-01,Active,"House 60, Block G, Defence, Islamabad",ICT,Islamabad
Global Solutions,Zubair Raja,S/O Fatima Raza,Public Limited,21301-3687155-3,2000-10-31,Active,"House 120, Block F, PAF Colony, Islamabad",ICT,Islamabad
Al Brothers,Saira Virk,S/O S/O Ali Chattha,Partnership,44000-8014220-9,2001-07-09,Dissolved,"House 168, Block H, F-10, Gilgit",Gilgit-Baltistan,Gilgit
Global Brothers,Sandhu Hussain,S/O Noor Baig,Private Limited,61101-6627358-9,2019-02-27,Active,"House 418, Block A, Scheme 33, Mirpurkhas",Sindh,Mirpurkhas
Prime Group,زینب علی,S/O Mehwish Rafiq,Private Limited,21301-1898747-4,2018-03-07,Active,"House 352, Block A, Cavalry Ground, Peshawar",KPK,Peshawar
United Traders,Kashif Abbasi,S/O Qureshi Raja,LLP,44000-8214533-4,2008-11-15,Active,"House 214, Block B, Township, Gilgit",Gilgit-Baltistan,Gilgit
,Adnan Ansari,S/O Waseem Karim,LLP,21301-7492179-1,1998-10-13,Suspended,"House 378, Block A, Model Town, Islamabad",ICT,Islamabad
United Associates,Rizwan Akhtar,S/O Maryam Rafiq,Partnership,35202-7121355-3,2021-09-07,Active,"House 471, Block G, Saddar, Nawabshah",Sindh,Nawabshah
Royal Corp,Baig Hashmi,,Sole Proprietorship,61101-7976146-2,2020-08-12,Active,"House 97, Block H, Scheme 33, Hub",Balochistan,Hub
Meezan Group,Hina Khan,S/O Uzma Rizvi,Partnership,54000-7458698-5,2002-04-14,Suspended,"House 84, Block A, Gulshan-e-Iqbal, Gilgit",Gilgit-Baltistan,Gilgit
Meezan Industries,Hassan Hmeed,S/O Kamran Latif,Public Limited,61101-3019769-7,2016-06-13,Suspended,"House 233, Block H, Cantt, Quetta",Balochistan,Quetta
Atlas Associates,But Tahir,S/O Qureshi Aslam,Partnership,42101-6302740-9,2003-01-25,Active,"House 9, Block H, Johar Town, Larkana",Sindh,Larkana
Pak Group,Ibrahim Gilani,S/O Syed Hashmi,Partnership,54000-9761648-2,2020-02-20,Active,"House 118, Block C, Scheme 33, Mingora",KPK,Mingora
Meezan Enterprises,Khalid Rafiq,S/O Syed Ali,Private Limited,13302-4295267-3,1990-09-10,Active,"House 281, Block H, Clifton, Karachi",Sindh,Karachi
Star Corp,Rukhsar Rizvi,S/O Fatima Zaidi,Partnership,,2021-10-11,Active,"House 246, Block G, E-11, Larkana",Sindh,Larkana
Apex Enterprises,Faisal RRana,,Partnership,21301-7001604-2,2009-07-21,Active,"House 14, Block B, E-11, Sialkot",Punjab,Sialkot
Prime Solutions,Asif Bukhari,S/O Zubair Khan,LLP,42101-2739023-8,1995-06-30,Active,"House 81, Block A, Askari, Rawalakot",Azad Kashmir,Rawalakot
Star Brothers,Tariq Gondal,S/O Saira Malik,LLP,42101-8659755-5,2008-12-20,Active,"House 455, Block C, Bahria Town, Chilas",Gilgit-Baltistan,Chilas
Meezan Corp,Waseem Tarar,,Private Limited,44000-5482413-1,2016-08-16,Active,"House 254, Block G, Gulberg, Sialkot",Punjab,Sialkot
Atlas Traders,Nawaz Baig,S/O Uzma Gujjar,Partnership,42101-9410136-5,1994-09-15,Dissolved,"House 67, Block C, Bahria Town, Peshawar",KPK,Peshawar
Global Solutions,Imran Bukhari,S/O Bushra Latif,Private Limited,35202-4605845-7,1993-04-03,Active,"House 83, Block G, E-11, Gilgit",Gilgit-Baltistan,Gilgit
United Traders,Tahir Gujjar,S/O Rukhsar Tarar,Partnership,21301-7342631-7,2004-01-13,Active,"House 485, Block G, Gulshan-e-Iqbal, Kohat",KPK,Kohat
United Industries,Muhammad Ahmed,S/O Hamid Sandhu,LLP,42101-9900502-9,1998-11-12,Dissolved,"House 288, Block G, Township, Peshawar",KPK,Peshawar
United Group,Aamir Hameed,S/O Mohammad Ansari,Public Limited,35202-9302292-3,1994-04-02,Suspended,"House 172, Block G, E-11, Rawalakot",Azad Kashmir,Rawalakot
United Corp,محمد حسن,S/O Omar Aslam,Public Limited,35202-9252661-8,2022-07-03,Active,"House 392, Block D, Defence, Muzaffarabad",Azad Kashmir,Muzaffarabad
Prime Brothers,Hashmi Nawaz,S/O نادیہ رضا,LLP,61101-4189520-6,2003-08-05,Active,"House 165, Block C, Model Town, Gilgit",Gilgit-Baltistan,Gilgit
Apex Enterprises,Kashif Malik,S/O Baig Rizvi,Partnership,44000-5820207-5,2014-02-11,Active,"House 432, Block B, I-8, Islamabad",ICT,Islamabad
Atlas Brothers,Mohammad Gondal,S/O Adnan Cheema,Partnership,13302-7242491-5,2001-09-15,Suspended,"House 61, Block G, Cavalry Ground, Nawabshah",Sindh,Nawabshah
Apex Corp,Uzma Rana,S/O Sana Virk,Private Limited,,2015-05-14,Active,"House 403, Block D, Gulshan-e-Iqbal, Gwadar",Balochistan,Gwadar
Royal Industries,Ahmed Ahmed,S/O Asma Zaidi,Sole Proprietorship,13302-9540127-5,1995-03-26,Suspended,"House 86, Block C, Bahria Town, Gwadar",Balochistan,Gwadar
Pak Solutions,Mohammad Aslam,S/O Hassan Akhtar,Private Limited,13302-9054196-8,2011-11-05,Active,"House 419, Block F, Model Town, Lahore",Punjab,Lahore
Pak Brothers,Aamir Khan,S/O Naveed Jafri,LLP,21301-9226619-5,2009-07-21,Active,"House 87, Block F, Askari, Bannu",KPK,Bannu
National Industries,صنا ملک,S/O S/O Sana Rana,Partnership,13302-7381619-6,1998-06-13,Active,,Balochistan,Hub
Global Corp,Aamir Baig,S/O Ahmed Ansari,Private Limited,44000-3608479-2,2005-07-23,Suspended,"House 1, Block D, G-9, Muzaffarabad",Azad Kashmir,Muzaffarabad
Royal Services,Sana Naqvi,S/O Kashif Naqvi,LLP,61101-8988550-8,1997-09-24,Active,"House 137, Block E, Cantt, Chilas",Gilgit-Baltistan,Chilas
United Brothers,Salman Karim,S/O Tahir Syed,Public Limited,42101-2828260-3,2006-07-28,Active,"House 141, Block B, Askari, Abbottabad",KPK,Abbottabad
Global Group,Faisal Naqvi,S/O Ibrahim Ansari,Sole Proprietorship,42101-6044864-7,2007-06-19,Suspended,,Punjab,Bahawalpur
Prime Traders,Iqra Hashmi,S/O Mehwish Sandhu,Partnership,21301-8072959-7,2006-09-01,Active,"House 439, Block C, Clifton, Khuzdar",Balochistan,Khuzdar
