canonical_name,father_name,cnic,car_registration_number,model_year,car_brand,car_model,engine_size_cc,province,city,market_value,phone
Kamran Gilani,S/O Fatima Butt,54000-4701250-8,LHR-6113-G,2005,Honda,CR-V,1800,Punjab,Sargodha,5004000.0,0321-7674596
Arif Ansari,S/O ابراہیم ملک,13302-3637826-6,ISB-3931-H,2021,Suzuki,Bolan,1500,ICT,Islamabad,2385000.0,0313-1326642
T. Raja,S/O Naveed Sandhu,42101-1790971-4,LHR-6224-L,2016,Kia,Picanto,2000,Punjab,Sargodha,3800000.0,0313-9615046
Tariq Gondal,S/O Ahmed Syed,42101-7737011-9,LHR-4704-G,2008,Suzuki,Wagon R,660,Punjab,Sargodha,851400.0,0331-8432510
Zubair Gujjar,S/O Naeem Gondal,44000-9242860-8,QTA-1672-H,2016,Suzuki,Cultus,1600,Balochistan,Khuzdar,3712000.0,0312-2483731
Rabia Hameed,S/O Hina Ansari,35202-7288172-8,KHI-664-T,2014,Hyundai,Elantra,2500,Sindh,Mirpurkhas,3725000.0,0333-6458518
ابراہیم ملک,S/O Tariq Ahmed,54000-3421636-7,LHR-4292-V,2014,Honda,HR-V,1600,Punjab,Lahore,1792000.0,0345-9811471
Syed Sheikh,S/O علی حسین,21301-3357609-5,LHR-8122-H,2011,Hyundai,Elantra,1500,Punjab,Faisalabad,4905000.0,0333-5263959
Nadia Zaidi,S/O Omar Raza,54000-6202649-5,LHR-3928-O,2009,Hyundai,Tucson,1200,Punjab,Sargodha,2844000.0,0321-3369015
Rabia Syed,S/O Raja Raja,44000-9732778-9,ISB-8741-T,2009,Kia,Sportage,1800,ICT,Islamabad,2124000.0,0321-9293739
Faisal aja,S/O Fatima Rizvi,42101-6313383-2,LHR-7934-G,2015,Kia,Carnival,2500,Punjab,Sargodha,8975000.0,0312-8042351
Hamid Ansari,S/O Salman Gilani,21301-9411717-4,PES-1696-P,2009,Toyota,Fortuner,660,KPK,Peshawar,2560800.0,0333-9152177
Syed Ali,S/O S/O Syed Rafiq,61101-4524499-4,GIL-5808-V,2005,Honda,City,1200,Gilgit-Baltistan,Gilgit,1620000.0,0331-3592974
Hassan Ansari,S/O Faisal Sheikh,42101-6034983-4,QTA-132-Z,2010,Hyundai,Santa Fe,2500,Balochistan,Hub,3000000.0,
Noor Virk,S/O Salman Ansari,13302-7676912-9,MZD-5990-O,2009,Suzuki,Bolan,800,Azad Kashmir,Muzaffarabad,2064000.0,0345-7969792
Raja Baig,S/O Qureshi Sandhu,42101-4336533-8,ISB-5468-P,2010,Honda,City,660,ICT,Islamabad,1003200.0,0322-6063080
Zainab Hashmi,S/O S/O Hamid Raza,35202-3395441-8,LHR-8491-P,2009,Suzuki,Cultus,2000,Punjab,Faisalabad,5740000.0,0313-1543335
Kashif Tarar,S/O Shazia Nawaz,42101-9854698-5,PES-7744-N,2011,Honda,CR-V,800,KPK,Abbottabad,1776000.0,0313-5826180
مریم چودھری,S/O Bilal Akhtar,42101-8747979-9,ISB-290-H,2006,Kia,Sportage,3000,ICT,Islamabad,3750000.0,0322-8483265
A. Hussain,S/O Raja Qureshi,21301-3047500-5,ISB-6649-H,2015,Toyota,Land Cruiser,660,ICT,Islamabad,1504800.0,0311-3390714
Hashmi Malik,S/O Imran Hussain,61101-7671361-2,ISB-4054-N,2005,Suzuki,Bolan,3000,ICT,Islamabad,0.0,0333-8406969
Aamir Tarar,S/O Malik Bhatti,54000-3319495-4,LHR-9651-Q,2022,Kia,Carnival,3000,Punjab,Lahore,5490000.0,0312-2638431
T. Rafiq,S/O Ayesha Gondal,42101-2961473-9,GIL-4171-F,2013,Kia,Carnival,1000,Gilgit-Baltistan,Skardu,3330000.0,0303-8996007
Sajid Latif,S/O Sana Sandhu,35202-3363965-5,KHI-9697-J,2018,Hyundai,Santa Fe,2500,Sindh,Mirpurkhas,2975000.0,0313-4598382
,S/O Mohammad Rafiq,42101-5969420-6,GIL-741-U,2023,Hyundai,Santa Fe,1800,Gilgit-Baltistan,Chilas,5652000.0,0333-7485646
Hussain Akhtar,,21301-2383817-2,GIL-5258-O,2009,Honda,HR-V,1800,Gilgit-Baltistan,Skardu,2142000.0,0301-7197168
Kashif Malik,S/O Baig Rizvi,44000-5820207-5,ISB-4428-S,2023,Honda,Civic,1300,ICT,Islamabad,4927000.0,0301-8725884
Saira Abbasi,S/O زینب علی,35202-5587171-4,LHR-718-R,2015,Suzuki,Swift,1200,Punjab,Sargodha,1476000.0,0312-4776909
Mehwish Zaidi,S/O Faisal Abbasi,44000-7893913-7,GIL-4566-O,2019,Hyundai,Elantra,3000,Gilgit-Baltistan,Skardu,5010000.0,0333-2965874
Hina Karim,S/O Sajid Malik,42101-8082668-2,GIL-3914-S,2005,Hyundai,Sonata,2000,Gilgit-Baltistan,Gilgit,0.0,0322-5218028
Ali Latif,S/O فاطمہ خان,21301-8427188-5,MZD-2738-U,2009,Toyota,Corolla,800,Azad Kashmir,Mirpur,2056000.0,0302-7764896
Noor Baig,S/O Raja Hussain,61101-2236528-2,LHR-218-Z,2005,Hyundai,Tucson,3000,Punjab,Bahawalpur,3180000.0,0302-7898295
Rabia Qureshi,S/O Rizwan Nawaz,44000-8488495-8,PES-9119-Y,2005,Toyota,Land Cruiser,1800,KPK,Kohat,7164000.0,0331-5857486
Salman Nawaz,S/O Ayesha Akhtar,54000-6558548-7,PES-9201-W,2007,Toyota,Land Cruiser,2000,KPK,Abbottabad,6220000.0,0301-4930339
Mirza Rizvi,S/O Sana Hameed,42101-8673707-7,MZD-2619-E,2009,Honda,BR-V,3000,Azad Kashmir,Rawalakot,3150000.0,0302-4469681
Khalid Rana,S/O Tahir Gujjar,54000-1819381-5,LHR-6841-H,2019,Honda,City,3000,Punjab,Bahawalpur,5040000.0,0331-8199955
Hashmi Raza,S/O Rizwan Nawaz,54000-5140479-4,PES-5219-F,2008,Honda,CR-V,2500,KPK,Abbottabad,3900000.0,0332-1474058
Baig Baig,S/O Ayesha Rizvi,54000-5641831-3,ISB-2445-P,2011,Honda,City,2000,ICT,Islamabad,5640000.0,0300-9657075
Tariq Hashmi,S/O Faisal Baig,54000-1213278-2,LHR-4473-P,2010,Audi,Q7,4000,Punjab,Multan,8560000.0,0303-5589021
Asma Hashmi,S/O Ayesha Chaudhry,,ISB-5046-R,2022,Hyundai,Santa Fe,2000,ICT,Islamabad,3860000.0,0301-8663691
Uzma Gilani,S/O Hassan Baig,44000-9855241-3,MZD-3734-S,2021,Toyota,Hilux,1600,Azad Kashmir,Muzaffarabad,2560000.0,0312-5586458
Naeem Ali,S/O Asma Raja,21301-6889724-8,QTA-163-X,2011,Audi,A3,3500,Balochistan,Turbat,9345000.0,0321-2456742
Baig Ali,S/O Omar Hameed,44000-2180657-3,MZD-8628-T,2021,Kia,Carnival,1200,Azad Kashmir,Muzaffarabad,3336000.0,0321-6738494
Hashmi Ali,S/O زینب علی,13302-6983510-9,PES-3978-G,2008,Toyota,Camry,2000,KPK,Bannu,7140000.0,0345-2829215
Shoaib Raja,S/O Usman Malik,61101-4863318-6,GIL-8930-C,2019,Kia,Sportage,1500,Gilgit-Baltistan,Gilgit,4815000.0,0311-4521264
Naeem Ali,S/O Asma Raja,21301-6889724-8,QTA-9950-P,2012,BMW,X5,2500,Balochistan,Turbat,9475000.0,0321-2456742
Hamid Cheema,S/O Hassan Ali,35202-6849647-6,PES-4573-R,2016,Honda,City,1500,Gilgit-Baltistan,Gilgit,5685000.0,0300-8260302
Naeem Gilani,S/O S/O Fatima Ali,44000-5745083-1,ISB-712-X,2005,Suzuki,Cultus,2000,ICT,Islamabad,2660000.0,0311-4229821
Bushra Bhatti,S/O Ahmed Cheema,44000-5162620-3,PES-3013-B,2020,Suzuki,Swift,1500,KPK,Bannu,3360000.0,0322-4760289
T. Latif,S/O Hussain Gilani,35202-3319594-5,LHR-2724-J,2010,Honda,HR-V,2000,Punjab,Sialkot,2980000.0,0345-8924105
Ayesha Ahmed,S/O Naeem Bhatti,61101-8648613-5,GIL-2066-M,2006,Hyundai,Tucson,1800,Gilgit-Baltistan,Chilas,5256000.0,0313-8423649
Tariq Abbasi,S/O Ali Baig,61101-5759819-7,ISB-7755-J,2021,Honda,Civic,3000,ICT,Islamabad,3780000.0,0332-6777704
Tariiq Hussain,S/O Sheikh Abbasi,13302-1940574-2,QTA-8416-Z,2012,Honda,HR-V,1800,Balochistan,Turbat,4950000.0,0333-9259494
Rabia Raja,S/O Ayesha Gondal,13302-3109184-8,PES-552-T,2018,Suzuki,Alto,1000,KPK,Bannu,2100000.0,0300-4667881
,S/O Asma Malik,61101-6113385-9,ISB-218-G,2011,Suzuki,Bolan,2000,ICT,Islamabad,4440000.0,0301-1837243
Tahir Chattha,S/O Khalid Abbasi,21301-5392248-2,ISB-5890-U,2016,Hyundai,Santa Fe,1300,ICT,Islamabad,4303000.0,0303-8106167
C. Chattha,S/O Naveed Nawaz,13302-1326187-6,LHR-9425-F,2021,Suzuki,Wagon R,2000,Punjab,Lahore,7620000.0,0300-2079947
S. Hameed,S/O Rabia Ahmed,61101-6092234-5,KHI-128-D,2006,Honda,City,1200,Sindh,Karachi,1284000.0,
Baig Cheema,S/O Waseem Gilani,44000-3389242-2,LHR-6299-W,2014,Toyota,Hilux,1800,Punjab,Faisalabad,2430000.0,0303-3967778
N. Baig,S/O Muhammad Jafri,54000-5026938-8,LHR-8131-P,2011,Kia,Sportage,1000,Punjab,Lahore,3060000.0,0303-6205422
Naveed Hussaiin,S/O Tahir Gilani,54000-4257379-6,LHR-7431-O,2021,BMW,3 Series,3500,Punjab,Lahore,9695000.0,0302-1538457
Asif Raza,S/O Sidra Sheikh,13302-6040881-9,MZD-1448-V,2007,Kia,Picanto,3000,Azad Kashmir,Rawalakot,10980000.0,0345-4278458
Rabia Gondal,S/O Raja Karim,44000-6760669-4,LHR-7754-W,2021,Honda,City,800,Punjab,Bahawalpur,1344000.0,0345-9945913
Mirza Mirza,S/O Saira Rafiq,61101-7426974-9,MZD-5751-A,2019,Toyota,Yaris,660,Azad Kashmir,Mirpur,765600.0,0302-1909939
Chaudhry Baig,S/O Naeem Qureshi,21301-7135596-1,KHI-8852-M,2014,Suzuki,Swift,3000,Sindh,Karachi,5100000.0,0302-4085491
Sana Sheikh,S/O Muhammad Cheema,44000-4120697-9,LHR-8784-W,2022,Kia,Stonic,1600,Punjab,Sialkot,3952000.0,0313-7982617
Malik Malik,S/O Shazia Aslam,42101-4907882-2,GIL-1939-E,2019,Hyundai,Sonata,1600,Gilgit-Baltistan,Gilgit,2352000.0,0333-8226768
Tahir Karim,S/O Iqra Cheema,35202-5855439-7,LHR-5515-R,2023,Suzuki,Bolan,2500,Punjab,Bahawalpur,4325000.0,0322-9276497
M. Raja,,21301-9545843-3,LHR-1407-M,2017,Kia,Sportage,1200,Punjab,Rawalpindi,2268000.0,0345-5541309
مریم چودھری,,13302-7640518-5,KHI-3477-O,2008,Suzuki,Cultus,1600,Sindh,Karachi,6128000.0,0345-1822825
Qureshi Karim,S/O Khalid Ali,42101-2927186-6,KHI-3812-H,2021,Toyota,Corolla,660,Sindh,Karachi,1155000.0,0321-6318010
Raja Khan,S/O Qureshi Gujjar,21301-3919694-5,MZD-9674-T,2018,Toyota,Yaris,1300,Azad Kashmir,Rawalakot,3055000.0,0311-5813613
Saira Sandhu,S/O Zubair Naqvi,35202-8252205-2,LHR-4695-Y,2010,Suzuki,Alto,800,Punjab,Rawalpindi,2104000.0,0321-6774930
Noor Gujjar,S/O Mirza Nawaz,54000-3071382-5,MZD-9316-X,2005,Honda,Civic,660,Azad Kashmir,Rawalakot,1676400.0,0321-4618930
Shazia Baig,S/O Naveed Hameed,21301-6659176-4,MZD-7367-U,2014,Hyundai,Tucson,3000,Azad Kashmir,Rawalakot,3660000.0,
K. Karim,S/O Fatima Ali,54000-1779183-6,PES-8679-U,2014,Hyundai,Tucson,2000,KPK,Mingora,6760000.0,0333-1116384
Mirza Bukhari,,21301-9671681-2,LHR-5807-J,2021,Hyundai,Tucson,1600,Punjab,Sialkot,2704000.0,0346-6792490
Hussain Sheikh,,54000-3348013-4,MZD-2139-A,2016,Toyota,Fortuner,1300,Azad Kashmir,Mirpur,4602000.0,0333-5349289
Shoaib Sandhu,S/O Chaudhry Tarar,42101-5922537-9,MZD-3536-C,2020,Suzuki,Wagon R,660,Azad Kashmir,Mirpur,1663200.0,0313-4149428
Bushra Tarar,S/O Rukhsar Khan,13302-7572601-3,ISB-9382-J,2014,Suzuki,Cultus,3000,ICT,Islamabad,9750000.0,0311-2590365
Waseem Raja,S/O Rukhsar Malik,13302-6416279-1,GIL-9740-J,2006,Mercedes,S-Class,3500,Sindh,Mirpurkhas,3605000.0,0345-7730153
,S/O Hamid Aslam,13302-7390162-4,QTA-3896-Z,2009,Hyundai,Elantra,2500,Balochistan,Gwadar,3175000.0,0321-1163448
Sidra Khan,S/O Tahir Butt,42101-4204180-7,MZD-2466-S,2010,Kia,Carnival,660,Azad Kashmir,Muzaffarabad,2270400.0,0303-8416881
Naeem Ahmed,S/O Baig Bhatti,35202-4291258-9,MZD-1654-G,2008,Suzuki,Bolan,2500,Azad Kashmir,Mirpur,5900000.0,0322-9089526
Bilal Naqvi,S/O S/O زینب علی,13302-3431212-6,QTA-7687-G,2018,Suzuki,Bolan,800,Balochistan,Turbat,3176000.0,
Ahmed Hameed,S/O Syed Hameed,21301-7763755-3,QTA-2144-G,2009,Suzuki,Wagon R,660,Balochistan,Khuzdar,2455200.0,0322-6478087
محمد حسن,S/O Ali Hashmi,35202-7900204-8,MZD-1397-F,2013,Toyota,Yaris,1800,Azad Kashmir,Rawalakot,0.0,0332-6272037
Raja Butt,S/O Rabia Sandhu,21301-2987312-2,PES-7916-R,2022,Hyundai,Santa Fe,800,KPK,Mardan,1056000.0,0321-9837330
Imran Butt,S/O Salman Ansari,13302-8060918-6,LHR-2418-U,2013,Suzuki,Swift,1300,Punjab,Lahore,0.0,0345-2224599
نادیہ رضا,S/O Tahir Syed,13302-3345338-2,QTA-1488-X,2005,Kia,Carnival,1200,Balochistan,Turbat,1200000.0,0303-3193037
Ali Iqbal,S/O Khalid Hashmi,21301-7141336-5,ISB-8639-K,2013,Hyundai,Sonata,1500,ICT,Islamabad,5055000.0,0346-4510092
Hina Khan,S/O Zubair Nawaz,35202-8734467-6,GIL-3925-A,2019,Toyota,Fortuner,1500,Gilgit-Baltistan,Skardu,3540000.0,0322-9606018
RizwanM alik,S/O Maryam Ansari,21301-5771981-8,KHI-1404-H,2018,Hyundai,Santa Fe,1800,Balochistan,Quetta,3636000.0,0321-4620735
Sidra Jafri,S/O Fatima Iqbal,42101-7463257-2,MZD-4719-G,2012,Audi,Q5,3000,Azad Kashmir,Muzaffarabad,9750000.0,0331-2379281
Sajid Rizvi,S/O Sheikh Rana,54000-1875649-9,MZD-8748-D,2016,Audi,Q7,4000,Azad Kashmir,Rawalakot,10520000.0,0312-5128067
Bilal Gondal,S/O Adnan Hussain,42101-7583286-4,MZD-1464-O,2005,Toyota,Hilux,1800,Azad Kashmir,Mirpur,3258000.0,0345-1990828
Zubair Chattha,S/O Rizwan Akhtar,61101-9153687-1,PES-2795-P,2018,Audi,Q7,3500,KPK,Bannu,6090000.0,0333-4981854
Zubiar Jafri,S/O Rukhsar Butt,54000-2204445-3,LHR-710-Y,2010,Kia,Carnival,1300,Punjab,Sialkot,2691000.0,0313-2784712
محمد علی,S/O Shazia Chattha,61101-8533031-8,LHR-7034-G,2007,Toyota,Hilux,1800,Punjab,Sialkot,2250000.0,0333-9054553
Amna Chaudhry,S/O Bilal Gilani,13302-1727584-8,LHR-2656-Q,2022,Hyundai,Sonata,800,Punjab,Sialkot,2664000.0,0322-6323274
Imran Aslam,S/O Qureshi Virk,21301-6561686-1,KHI-4411-H,2009,Suzuki,Jimny,660,Sindh,Nawabshah,1867800.0,0300-4289839
Waseem Tarar,S/O Hussain Gujjar,44000-7605464-6,PES-6078-L,2018,Kia,Picanto,1800,KPK,Bannu,6750000.0,0311-5273756
Baig Jafri,S/O Raja Ahmed,42101-7305408-4,QTA-1746-L,2006,Hyundai,Tucson,2500,Balochistan,Gwadar,9525000.0,0302-8231636
Tariq Rizvi,S/O Malik Cheema,42101-4316645-3,GIL-9394-E,2021,Toyota,Yaris,1200,Gilgit-Baltistan,Chilas,3048000.0,0331-4071728
Tariq Gilani,S/O Iqra Gujjar,13302-4086368-1,QTA-7414-U,2022,BMW,3 Series,3000,Balochistan,Turbat,0.0,0313-2563910
Asma Hussain,S/O Khalid Qureshi,21301-4575870-4,KHI-8136-P,2018,Suzuki,Jimny,1200,Sindh,Karachi,4176000.0,0345-7306753
مریم چودھری,S/O S/O Tahir Ansari,,PES-2934-M,2013,Honda,BR-V,1200,KPK,Peshawar,4536000.0,0302-7659346
Khalid Khhan,S/O Hussain Akhtar,54000-9255737-4,GIL-2968-E,2022,Toyota,Corolla,800,Gilgit-Baltistan,Skardu,2888000.0,0322-4507245
محمد حسن,S/O Bilal Nawaz,35202-9292416-1,PES-2592-J,2023,Toyota,Camry,1800,KPK,Bannu,3924000.0,0322-7003135
Raja Bukhari,S/O Ayesha Hashmi,13302-8632578-9,MZD-4034-Z,2022,Toyota,Land Cruiser,660,Sindh,Larkana,1564200.0,0311-9309312
Hina Latif,S/O Zubair Akhtar,54000-1571205-4,LHR-237-R,2014,Hyundai,Elantra,3000,Punjab,Sargodha,4770000.0,0321-3382470
Muhammad Akhtar,S/O Mehwish Bukhari,42101-7990186-4,GIL-2508-D,2006,Suzuki,Cultus,660,Gilgit-Baltistan,Skardu,1564200.0,0321-7179124
Ibrahim Khan,S/O Muhammad Karim,54000-3062316-4,ISB-9872-M,2015,Honda,CR-V,1600,ICT,Islamabad,2912000.0,0311-5581930
Adnn Naqvi,S/O Bushra Hashmi,61101-6394569-9,MZD-9294-P,2023,Honda,Civic,2000,Azad Kashmir,Mirpur,4780000.0,0321-9509111
Asma Chattha,S/O Shoaib Syed,21301-5362566-9,KHI-4161-I,2012,Hyundai,Sonata,1000,Sindh,Nawabshah,2040000.0,0332-9961899
Syed Ali,S/O Sobia Nawaz,42101-6950477-6,MZD-9779-R,2005,Toyota,Hilux,1200,Azad Kashmir,Muzaffarabad,3408000.0,0302-7765901
Usman Gondal,S/O Rizwan Gilani,35202-8120323-8,KHI-8846-A,2009,Honda,CR-V,3000,Sindh,Karachi,8160000.0,0321-5869258
Aamir Tarar,S/O Saira Rafiq,13302-9667226-3,MZD-9389-I,2020,Suzuki,Alto,1000,ICT,Islamabad,1850000.0,0333-2711264
Asif Hashmi,S/O Hashmi Rizvi,54000-1873686-1,KHI-7059-L,2021,Kia,Carnival,1000,Sindh,Karachi,3940000.0,0322-6415690
S. Chattha,S/O Aamir Ali,44000-6547750-9,MZD-8820-X,2012,Kia,Picanto,2500,Azad Kashmir,Rawalakot,9050000.0,0303-6565693
Bushra Khan,S/O Baig Ahmed,13302-7339201-5,GIL-4212-Z,2012,Hyundai,Sonata,800,Gilgit-Baltistan,Gilgit,1216000.0,0313-6767836
Ayesha Karim,S/O Kashif Virk,35202-1115426-1,PES-3272-D,2007,Suzuki,Jimny,1800,KPK,Abbottabad,3636000.0,0302-3660309
M. Raza,S/O Sidra Cheema,35202-4027306-8,GIL-242-W,2006,Kia,Stonic,1800,Gilgit-Baltistan,Gilgit,6516000.0,0321-5516849
Sheikh Malik,S/O Rizwan Aslam,61101-5673634-8,PES-5016-Y,2018,Honda,CR-V,660,KPK,Mardan,785400.0,0313-2547571
Ahmed Jafri,S/O Naveed Latif,13302-1659976-6,KHI-5180-Z,2022,Suzuki,Bolan,1800,Sindh,Hyderabad,5040000.0,0331-4326662
,S/O Muhammad Khan,35202-5558849-1,KHI-6453-H,2016,Kia,Sportage,2000,Sindh,Karachi,6380000.0,0300-3499757
Rukhsar Ahmed,S/O Amna Mirza,35202-2719240-6,ISB-6636-P,2023,Toyota,Hilux,1000,ICT,Islamabad,2130000.0,0331-1796771
Rabia Gujjar,S/O Maryam Aslam,35202-4155440-2,PES-8265-R,2012,Mercedes,S-Class,4000,KPK,Abbottabad,10320000.0,0322-3908477
عائشہ احمد,S/O Qureshi Ali,13302-5662844-4,LHR-3802-U,2016,Suzuki,Alto,1500,Punjab,Bahawalpur,5355000.0,0346-8473546
,S/O Omar Ahmed,61101-1213102-8,QTA-2636-R,2015,Suzuki,Bolan,1800,Balochistan,Turbat,2376000.0,0300-6939059
Imran Bukhari,S/O Ahmed Gondal,61101-9797750-1,GIL-6976-V,2016,Honda,CR-V,1300,Gilgit-Baltistan,Skardu,5083000.0,0312-1870268
Hussain Gujjar,S/O Bilal Akhtar,44000-3654556-9,ISB-2422-G,2018,Hyundai,Santa Fe,1500,ICT,Islamabad,3030000.0,0321-4202560
Fatima Ahmed,S/O ابراہیم ملک,54000-8838694-3,QTA-945-O,2013,Kia,Picanto,1000,Balochistan,Hub,3530000.0,0332-6792932
Asiff Latif,S/O Zubair Iqbal,54000-5733476-3,QTA-1764-H,2016,Toyota,Corolla,1500,Balochistan,Khuzdar,4380000.0,0302-5288886
Arif Ahmed,,13302-5777764-2,LHR-8347-T,2014,Mercedes,E-Class,3500,Punjab,Sialkot,7840000.0,0313-7423351
مریم چودھری,S/O Asma Hussain,61101-8185097-5,ISB-6912-F,2021,Suzuki,Jimny,800,ICT,Islamabad,1288000.0,0301-7307818
Shoaib Ahmed,S/O Amna Bhatti,42101-8076875-5,QTA-3210-H,2006,Kia,Carnival,1200,Balochistan,Gwadar,1512000.0,0346-3965448
Amna Nawaz,S/O Ahmed Naqvi,61101-2258998-5,QTA-5737-K,2007,Toyota,Land Cruiser,4000,Balochistan,Gwadar,15680000.0,0311-3857807
Saira Baig,S/O Baig Naqvi,13302-3888583-2,LHR-1008-F,2009,Suzuki,Bolan,2500,Punjab,Lahore,7525000.0,0321-7314518
Nadia Rajja,S/O Sidra Sandhu,44000-8600185-6,ISB-3018-T,2019,Honda,Civic,660,ICT,Islamabad,2547600.0,0331-3836259
Ayesha Ali,S/O Raja Raja,21301-7372844-6,ISB-847-T,2019,Toyota,Corolla,1500,ICT,Islamabad,5850000.0,0312-6197809
Raja Aslam,S/O Mirza Ansari,13302-3150166-7,GIL-7393-B,2020,Toyota,Fortuner,800,Gilgit-Baltistan,Chilas,872000.0,0322-9543721
,S/O Muhammad Ali,44000-5935191-8,ISB-8153-Q,2006,Kia,Carnival,1800,ICT,Islamabad,6264000.0,0321-1238680
S. Baig,S/O Omar Khan,13302-2546177-5,MZD-2606-X,2010,Toyota,Yaris,2000,Azad Kashmir,Mirpur,7760000.0,0311-8814591
Usman Hashmi,S/O Raja Rafiq,35202-8830689-8,ISB-3220-L,2011,Kia,Stonic,3000,ICT,Islamabad,6030000.0,0346-9603212
Naveed Gujjar,S/O Ayesha Gondal,44000-7334348-4,PES-251-J,2008,Toyota,Corolla,1300,KPK,Bannu,2743000.0,0300-7211871
احمد خان,S/O Mohammad Cheema,42101-6011825-4,KHI-318-L,2006,Suzuki,Swift,800,Sindh,Sukkur,3104000.0,0322-8675078
Ayesha Gondal,S/O S/O Nadia Chattha,54000-3695916-7,PES-489-G,2015,Suzuki,Swift,800,KPK,Bannu,1448000.0,0303-2305413
Sana Rafiq,S/O Malik Raza,35202-9799801-7,QTA-3116-O,2014,Hyundai,Sonata,1800,Balochistan,Turbat,4662000.0,0322-6263495
Hussain Gondal,S/O Hamid Virk,44000-4020122-5,ISB-2312-H,2020,Kia,Carnival,2500,ICT,Islamabad,2950000.0,0303-4107481
Hina Khan,S/O Nadia Abbasi,44000-3870573-4,KHI-6000-R,2008,Hyundai,Elantra,2000,Sindh,Hyderabad,8000000.0,0346-9269280
Raja Gujjar,S/O Naveed Chattha,35202-1213899-2,LHR-7406-L,2013,Hyundai,Santa Fe,3000,Punjab,Rawalpindi,6060000.0,0332-9289690
Mehwish Mirza,S/O علی حسین,61101-7849994-8,MZD-5152-S,2023,Honda,HR-V,2500,Azad Kashmir,Mirpur,7900000.0,0332-8176895
Salman Tarar,S/O Hashmi Butt,21301-2239425-8,MZD-9934-G,2010,Toyota,Hilux,1600,Azad Kashmir,Mirpur,2576000.0,0300-5655586
Syed Gondal,S/O Tariq Rafiq,35202-1215089-9,ISB-7941-P,2013,Suzuki,Jimny,2500,ICT,Islamabad,2650000.0,0311-4183762
Imran Ahmed,S/O Noor Cheema,54000-8244357-1,QTA-6534-N,2023,Kia,Stonic,1500,Balochistan,Quetta,2025000.0,0332-6519070
,S/O Faisal Virk,54000-2678886-7,KHI-9540-T,2020,Suzuki,Alto,1500,Sindh,Karachi,3510000.0,0322-7174780
NoorAkhtar,S/O Baig Malik,21301-1573489-2,QTA-8521-G,2009,Kia,Picanto,660,Balochistan,Gwadar,1300200.0,0322-7732424
Rizwan Gujjar,S/O Kamran Akhtar,42101-2184633-8,QTA-8885-G,2015,Hyundai,Santa Fe,1200,Balochistan,Hub,3960000.0,0331-9714211
Salman Qureshi,S/O Ahmed Hussain,21301-9736106-5,PES-8961-K,2011,Toyota,Yaris,2500,Gilgit-Baltistan,Chilas,4400000.0,0321-4528576
Salman Malik,S/O Rabia Ahmed,13302-5091835-7,ISB-7759-U,2013,Kia,Sportage,1500,ICT,Islamabad,5550000.0,0311-2911732
Arif Akhtar,S/O Ibrahim Virk,35202-9164301-2,PES-5207-Y,2018,Kia,Stonic,2500,KPK,Kohat,6875000.0,0322-2638360
Imran Malik,S/O Khalid Karim,,GIL-6016-M,2011,Hyundai,Elantra,2000,Gilgit-Baltistan,Gilgit,3720000.0,
Ahmed Aslam,S/O Iqra Iqbal,13302-2449914-2,GIL-8949-Q,2014,Kia,Sportage,1200,Gilgit-Baltistan,Gilgit,4788000.0,0312-7592081
Waseem Ansari,S/O Mirza Gilani,13302-6735309-2,PES-1838-D,2022,Toyota,Fortuner,1200,KPK,Peshawar,2988000.0,0322-3486839
Sobia Baig,S/O Ahmed Tarar,21301-7408115-4,QTA-3176-M,2005,Suzuki,Alto,3000,Balochistan,Gwadar,3360000.0,0321-2506972
Raja Gilani,S/O Sidra Syed,21301-8107177-8,GIL-5470-L,2008,Honda,CR-V,1800,Gilgit-Baltistan,Gilgit,5472000.0,0331-9420022
Muhammad Baig,S/O Raja Hussain,61101-5761916-7,PES-5218-G,2014,Honda,CR-V,1600,KPK,Bannu,3216000.0,0301-4867397
Asif Rizvi,S/O نادیہ رضا,44000-7062468-1,MZD-2111-Q,2006,Toyota,Camry,2000,Azad Kashmir,Muzaffarabad,4840000.0,0321-8537871
Hina Bukhari,S/O Nadia Malik,44000-5560414-5,PES-3198-W,2014,Suzuki,Bolan,800,KPK,Mardan,1760000.0,0322-8178453
Malik Virk,S/O Khalid Karim,54000-5922724-3,GIL-7412-Q,2008,Hyundai,Santa Fe,660,Gilgit-Baltistan,Skardu,1782000.0,0303-8484757
Kashif Buutt,S/O Hassan Ansari,61101-4493785-9,PES-4460-X,2009,Kia,Sportage,3000,KPK,Kohat,3450000.0,0313-3321348
B. Ali,S/O Bilal Chaudhry,42101-9890625-5,QTA-5369-H,2018,Toyota,Yaris,2000,Balochistan,Turbat,3500000.0,0331-3898378
Kashif Gujjar,S/O احمد خان,42101-2290546-9,GIL-4370-U,2022,Toyota,Hilux,660,Gilgit-Baltistan,Skardu,686400.0,0322-2204692
Noor Rizvi,S/O Sobia Chaudhry,21301-5018852-5,KHI-6264-I,2019,Toyota,Land Cruiser,3000,Sindh,Karachi,4440000.0,0346-1579978
Raja Gilani,S/O Fatima Hameed,13302-3392360-4,LHR-1904-R,2020,Suzuki,Swift,1200,Punjab,Gujranwala,3996000.0,0311-1676823
م. چودھری,S/O Asma Syed,42101-9683477-3,GIL-8243-O,2021,Suzuki,Jimny,2000,Gilgit-Baltistan,Chilas,2340000.0,0300-1231357
