canonical_name,father_name,cnic,annual_recharge_amount,phone,city,province
Arif Ansari,S/O Sobia Hussain,54000-1866695-2,0.0,0321-9177478,Islamabad,ICT
Sheikh Bhatti,S/O Rukhsar Malik,54000-9381279-2,278350.0,0346-4960862,Mingora,KPK
Ayesha Raza,S/O Aamir Gilani,35202-5531376-5,116200.0,0332-7954800,Abbottabad,KPK
Chaudhry Sandhu,S/O Muhammad Abbasi,42101-7879910-3,527630.0,0322-8069567,Peshawar,KPK
Aamir Big,S/O Iqra Bukhari,61101-3066998-3,106300.0,0302-1544957,Hub,Balochistan
Hina Khan,S/O نادیہ رضا,35202-7072992-1,47060.0,0300-6582025,Khuzdar,Balochistan
Fatima Karim,S/O Asif Gujjar,44000-7816044-3,281280.0,0331-4082605,Skardu,Gilgit-Baltistan
Malik Hussain,S/O Rabia Karim,35202-1513846-9,440040.0,0322-1460858,Sialkot,Punjab
Hussai Hussain,S/O Naveed Rafiq,42101-5932239-3,137760.0,0313-6184587,Abbottabad,KPK
زینب علی,S/O Ibrahim Latif,54000-9552160-4,4631070.0,0331-9044647,Hyderabad,Sindh
Bilal Gondal,S/O Chaudhry Ahmed,44000-2019148-3,273160.0,0322-5043239,Hub,Balochistan
Baig Gondal,S/O Salman Rizvi,35202-1075656-3,216140.0,0311-6291618,Muzaffarabad,Azad Kashmir
Asif Gondal,S/O Imran Aslam,61101-9352857-1,320720.0,0345-9890703,Hyderabad,Sindh
Noor Jafri,S/O Amna Baig,35202-6022585-6,371040.0,0312-3498761,Gujranwala,Punjab
Shoab Hashmi,S/O Muhammad Chattha,42101-9636401-7,189160.0,0301-1526788,Larkana,Sindh
Raja Bukhari,S/O Ayesha Hashmi,13302-8632578-9,259610.0,,Muzaffarabad,Azad Kashmir
Saira Butt,S/O Zubair Rana,42101-7306118-6,299530.0,0322-7351855,Islamabad,ICT
Imran Syed,S/O Mohammad Chaudhry,35202-1129686-8,282700.0,0313-9935249,Khuzdar,Balochistan
Rukhsar Chaudhry,S/O Naeem Sheikh,35202-6434567-8,643430.0,0345-9313318,Gujranwala,Punjab
Usman Qureshi,S/O S/O Usman Ali,44000-8235234-4,375120.0,0301-2181322,Islamabad,ICT
صنا ملک,S/O Iqra Sandhu,61101-8771699-4,636510.0,0345-3373918,Peshawar,KPK
Ibrahim Sheikh,S/O Sidra Chattha,44000-6524543-8,83560.0,0303-6308924,Karachi,Sindh
,S/O Sidra Ali,54000-3372774-6,607800.0,0302-2421349,Islamabad,ICT
Noor Zaidi,S/O Mohammad Abbasi,21301-4352239-4,82250.0,0322-7704454,Peshawar,KPK
Hina Sheikh,S/O Uzma Syed,35202-9634692-5,1275990.0,0313-9145474,Lahore,Punjab
Naeem Sheikh,S/O Sana Hashmi,13302-6205896-7,305030.0,0322-2934664,Islamabad,ICT
Sobia Aslam,S/O Noor Rizvi,21301-5847450-2,1746990.0,0311-2187967,Bahawalpur,Punjab
Tariq Jafri,S/O Sajid Aslam,35202-4353806-5,65840.0,0332-5203716,Multan,Punjab
Sidra Rafiq,S/O Salman Syed,44000-5015936-6,210050.0,0321-4607988,Gilgit,Gilgit-Baltistan
Hina Gujjar,S/O Hashmi Naqvi,44000-2819768-2,33600.0,0321-1358114,Mirpur,Azad Kashmir
Ahmed Akhtar,S/O Shazia Ansari,35202-6417440-6,1434530.0,0321-1549194,Abbottabad,KPK
Asma Jafri,S/O Asma Malik,21301-1070707-9,502560.0,0346-6452424,Gujranwala,Punjab
Baig Chattha,S/O Qureshi Baig,21301-8166197-4,280390.0,0333-6310532,Gwadar,Balochistan
Kamran Akhtar,S/O Hina Virk,35202-9172494-9,65660.0,0301-8551975,Islamabad,ICT
Tahir Cheema,S/O Tariq Sheikh,35202-4475928-1,71230.0,0312-4162926,Rawalakot,Azad Kashmir
Bilal Bhatti,S/O Ibrahim Nawaz,42101-4281292-4,0.0,0322-6159644,Skardu,Gilgit-Baltistan
Sana Rizvi,S/O Kamran Bukhari,44000-2985216-8,1915670.0,0312-4185591,Sukkur,Sindh
علی حسیین,S/O Hamid Nawaz,42101-2847560-7,172380.0,0331-2650331,Islamabad,ICT
Iqra Hashmi,S/O Asma Ali,21301-3663564-8,247400.0,0345-4276074,Turbat,Balochistan
Nadia Virk,S/O Khalid Rizvi,35202-5772932-6,57810.0,0333-2769249,Muzaffarabad,Azad Kashmir
Ali Qureshi,S/O Bilal Ansari,13302-9248388-2,93090.0,0303-3106564,Islamabad,ICT
Asif Gondal,S/O Hina Virk,44000-1751714-5,250690.0,0333-2450263,Lahore,Punjab
Tahiir Zaidi,S/O Mehwish Hussain,44000-1135004-6,205030.0,0321-1796229,Muzaffarabad,Azad Kashmir
Mohammad Rizvi,S/O Hamid Sheikh,21301-1360413-5,195640.0,0346-9717785,Hub,Balochistan
Baig Abbasi,S/O Waseem Butt,13302-3036884-5,123830.0,0321-5572567,Gilgit,Gilgit-Baltistan
Kamran Cheema,S/O Raja Hussain,13302-5369823-4,571810.0,0333-2305215,Nawabshah,Sindh
Noor Rafiq,S/O Hamid Rizvi,54000-8348268-8,185320.0,0321-5187178,Hub,Balochistan
Hassan Gilani,S/O Rabia Chattha,35202-1545282-4,502510.0,0332-8169593,Multan,Punjab
Hassan Bhatti,S/O Syed Khan,35202-5855738-3,628760.0,0331-3651861,Muzaffarabad,Azad Kashmir
Baig Jafri,S/O Raja Ahmed,42101-7305408-4,203150.0,0302-8231636,Peshawar,KPK
,S/O Imran Rizvi,,431610.0,,Islamabad,ICT
Zainab Rafiq,S/O Amna Virk,21301-6493549-7,0.0,0345-9799214,Lahore,Punjab
Sidra Gujjar,S/O Bilal Rizvi,42101-6039013-8,88670.0,0313-4839815,Larkana,Sindh
,S/O Naeem Gondal,44000-9242860-8,388830.0,0312-2483731,Khuzdar,Balochistan
Rizwan Hussain,S/O Naveed Naqvi,44000-3124570-9,286210.0,0312-1692834,Turbat,Balochistan
,S/O Faisal Rafiq,54000-8118419-9,125700.0,0331-4730791,Muzaffarabad,Azad Kashmir
Imran Bhatti,S/O Aamir Raja,35202-4172308-4,467600.0,0322-7195497,Quetta,Balochistan
Aamir Karim,S/O Syed Jafri,42101-6370366-3,551380.0,0332-9427934,Gwadar,Balochistan
احمد خان,S/O Ali Gilani,61101-6331732-1,590400.0,0300-3196676,Rawalakot,Azad Kashmir
Sidra Jafri,S/O Fatima Iqbal,42101-7463257-2,2013030.0,0331-2379281,Muzaffarabad,Azad Kashmir
محمد علی,S/O Sana Iqbal,54000-2894786-3,715030.0,0302-7334196,Islamabad,ICT
Nadia Qureshi,S/O مریم چودھری,,903410.0,0301-4036431,Rawalakot,Azad Kashmir
Syed Hashmi,S/O Aamir Karim,35202-2795450-6,527590.0,0302-7503823,Peshawar,KPK
Noor Rafiq,S/O Amna Baig,44000-1919930-8,795210.0,,Bahawalpur,Punjab
Bilal Jafri,S/O Kashif Naqvi,42101-2414508-7,231160.0,0321-3120836,Muzaffarabad,Azad Kashmir
Hamid Ansari,S/O Iqra Akhtar,21301-5430962-5,192740.0,0302-7287843,Skardu,Gilgit-Baltistan
Rukhsar Iqbal,S/O علی حسین,42101-8768138-1,875900.0,0302-5620186,Bahawalpur,Punjab
Rukhasr Syed,S/O Shazia Jafri,44000-3276023-4,432770.0,0333-5677151,Islamabad,ICT
Bushra Sandhu,S/O S/O Usman Syed,61101-2007511-1,60470.0,0321-4903632,Bannu,KPK
Muhammad Hussain,S/O Shazia Bukhari,42101-2533209-1,32680.0,0346-4223772,Turbat,Balochistan
Hina Sandhu,S/O Sobia Butt,35202-7823829-4,343280.0,0322-8717916,Islamabad,ICT
Khalid Chattha,S/O Khalid Cheema,54000-9158107-7,89790.0,0345-5949268,Muzaffarabad,Azad Kashmir
Naeem Chattha,S/O Bilal Ahmed,13302-8460426-8,677940.0,0321-8184978,Gwadar,Balochistan
Rabia Gondal,S/O Asma Bukhari,61101-3810081-7,110080.0,0321-5518616,Islamabad,ICT
Kamran Sheikh,S/O Faisal Tarar,,176940.0,0311-5440339,Sargodha,Punjab
Chaudhry Ansari,S/O Malik Aslam,54000-3600200-9,460080.0,0321-3668591,Multan,Punjab
Nadia Sandhu,S/O Shoaib Latif,13302-4766269-1,324720.0,0332-4837070,Mirpurkhas,Sindh
Shazia Zaidi,S/O Naveed Cheema,42101-4155778-3,925410.0,0346-1871235,Islamabad,ICT
Adnan Rana,S/O Omar Mirza,61101-7865555-6,264490.0,0333-2592507,Islamabad,ICT
Hamid Aslam,S/O Asma Abbasi,42101-2828835-7,6039000.0,,Sargodha,Punjab
Bushra Nawaz,S/O Hashmi Malik,44000-7848158-7,69280.0,0345-1160268,Sialkot,Punjab
Baig Gondal,S/O Raja Raja,21301-7082477-5,8849270.0,,Mirpur,Azad Kashmir
Sheikh Hussain,S/O Naeem Cheema,54000-4454568-6,800140.0,0302-6025126,Chilas,Gilgit-Baltistan
Imran Akhtar,S/O احمد خان,21301-3989387-3,1000730.0,0321-4269335,Bahawalpur,Punjab
Asif Bhatti,S/O Waseem Malik,21301-2427340-1,69700.0,0331-2547559,Islamabad,ICT
Sana Gujjar,S/O Sheikh Nawaz,35202-2815385-8,53260.0,0345-3462001,Mirpur,Azad Kashmir
Tahir Malik,S/O Shazia Mirza,21301-1799824-2,70510.0,0331-2812492,Muzaffarabad,Azad Kashmir
Fatima Rafiq,S/O Shazia Ali,21301-8679647-4,790150.0,0321-2570688,Mirpur,Azad Kashmir
Muhammad Chaudhry,S/O Ayesha Jafri,54000-2027878-8,233350.0,0302-4317199,Abbottabad,KPK
Sheikh Khan,S/O Mirza Khan,35202-1051325-4,364050.0,0322-3553925,Muzaffarabad,Azad Kashmir
عمر شیخ,S/O S/O Naeem Baig,54000-7394713-9,57580.0,0345-8944327,Bannu,KPK
Maryam Cheema,S/O Tahir Gilani,13302-4853765-2,2445010.0,0346-4631304,Lahore,Punjab
Mohammad Nawaz,S/O Omar Ahmed,13302-9795400-5,248670.0,0300-3181092,Khuzdar,Balochistan
Baig Rana,S/O Hina Butt,54000-4666262-9,42730.0,0331-5523283,Gujranwala,Punjab
Hamid Malik,S/O Hamid Sheikh,,2256570.0,0303-8681853,Gwadar,Balochistan
Kashif Butt,S/O Rizwan Bhatti,35202-4641132-2,304810.0,0322-2165975,Turbat,Balochistan
Ayesha Raja,S/O Saira Virk,21301-5418718-9,3376090.0,0302-1571694,Gilgit,Gilgit-Baltistan
Mirza Jafri,S/O Adnan Qureshi,61101-8354467-9,68970.0,0301-8738391,Sialkot,Punjab
Ayesha Baig,S/O Kamran Jafri,13302-9141073-3,5586650.0,0321-7373200,Sialkot,Punjab
Sobia Baig,S/O Ahmed Tarar,21301-7408115-4,1803770.0,0312-3301423,Gwadar,Balochistan
مریم چودھری,S/O Syed Bukhari,61101-5010801-2,219820.0,0311-3714601,Islamabad,ICT
Syed Hameed,S/O Hina Sandhu,54000-2859597-7,420870.0,0331-6142532,Skardu,Gilgit-Baltistan
Baig Qureshi,S/O Ibrahim Abbasi,21301-4249147-7,361580.0,0313-5280671,Karachi,Sindh
Sajid Jafri,S/O Asif Tarar,54000-9470365-8,915490.0,0312-2591536,Muzaffarabad,Azad Kashmir
Sobia Hashmi,S/O Faisal Butt,21301-9109645-5,452210.0,0301-3375707,Nawabshah,Sindh
Mehwish Malik,S/O Mehwish Rizvi,61101-4134570-8,29160.0,0322-9000563,Bannu,KPK
Rabia Abbasi,S/O Ayesha Tarar,13302-8494985-6,351500.0,0321-9740624,Kohat,KPK
Uzma Ahmed,S/O Asif Abbasi,21301-7254897-2,257830.0,0311-1587080,Multan,Punjab
Khalid Karim,S/O Fatima Raja,44000-7785437-8,2100830.0,0301-3050009,Chilas,Gilgit-Baltistan
Ayesha Karim,S/O Iqra Akhtar,61101-6335944-8,0.0,0300-7657632,Sialkot,Punjab
Hashmi Rizvi,S/O Zubair Syed,44000-3472100-7,5005520.0,0346-8568671,Muzaffarabad,Azad Kashmir
Bilal Raza,S/O Shoaib Bhatti,61101-7943579-2,41140.0,0321-6077267,Abbottabad,KPK
Chaudhry Latif,S/O Omar Naqvi,35202-1782511-6,148350.0,0322-2054981,Sialkot,Punjab
Fatima Iqabl,S/O Sidra Zaidi,61101-1417925-9,147470.0,0332-7653694,Islamabad,ICT
Shazia Khan,S/O Nadia Sheikh,35202-6355316-3,250410.0,0321-5978954,Islamabad,ICT
محمد احمد,S/O Shoaib Qureshi,13302-9472758-9,217080.0,0311-7988540,Sialkot,Punjab
Amna Hashmi,S/O Uzma Bukhari,21301-8602235-9,70700.0,0301-5288872,Rawalpindi,Punjab
Naveed Hussain,S/O Naeem Gujjar,61101-1642255-9,59630.0,0311-6078724,Islamabad,ICT
Sobia Chaudhry,S/O Rukhsar Mirza,13302-4651002-7,1280240.0,0321-3759489,Gujranwala,Punjab
Rukhsar Nawaz,S/O Arif Gondal,13302-4879140-2,23630.0,0311-3645608,Peshawar,KPK
HassanA li,S/O Sajid Gujjar,42101-6956144-5,76080.0,0321-2789537,Bahawalpur,Punjab
Hashmi Raza,S/O Qureshi Ali,21301-6331091-9,397770.0,0313-3482120,Bahawalpur,Punjab
Shazia Ansari,S/O Sajid Naqvi,,3271120.0,0332-5590782,Islamabad,ICT
Rabia Syed,S/O Raja Raja,44000-9732778-9,94760.0,0321-9293739,Islamabad,ICT
Hina Nawaz,S/O Uzma Abbasi,54000-3157883-3,1366920.0,0321-4659474,Quetta,Balochistan
Rizwan Sandhu,S/O Hashmi Tarar,44000-7044525-3,87930.0,0321-4881131,Mardan,KPK
Ahmed Gondal,S/O Hassan Hashmi,21301-7343232-1,728640.0,0302-8052414,Rawalpindi,Punjab
Nadia Virk,S/O Bushra Baig,61101-7080762-2,39900.0,0312-1373821,Faisalabad,Punjab
Aamir Cheema,S/O Sana Khan,61101-6608364-2,79630.0,0311-7767389,Islamabad,ICT
Asm Naqvi,S/O Fatima Rana,35202-2990120-7,2014920.0,0333-8276736,Hub,Balochistan
,S/O Sobia Abbasi,44000-9943762-6,0.0,0321-2200937,Islamabad,ICT
Hussain Gilani,S/O Adnan Jafri,44000-4429590-7,107020.0,0313-9066585,Kohat,KPK
Zainab Raja,S/O Nadia Abbasi,61101-9816870-2,644550.0,0300-7021660,Sukkur,Sindh
Baig Gujjar,S/O Hina Zaidi,21301-5472007-4,216280.0,0346-1699056,Gilgit,Gilgit-Baltistan
Kashif Ahmed,S/O Qureshi Naqvi,21301-1069254-2,143140.0,0333-7210953,Gwadar,Balochistan
Raja Sandhu,S/O Naveed Baig,61101-2892232-4,180350.0,0300-8999579,Faisalabad,Punjab
Tahir Akhtar,S/O Zainab Hussain,44000-7733365-7,104250.0,0333-5973635,Lahore,Punjab
Fatima Virk,S/O Uzma Malik,61101-1519571-9,0.0,0303-5449975,Gilgit,Gilgit-Baltistan
Hassan Ahmed,S/O Rabia Naqvi,61101-2780987-1,60860.0,,Mirpur,Azad Kashmir
Qureshi Hashmi,S/O Sajid Hameed,,849980.0,0346-5819487,Islamabad,ICT
Khalid Gilani,S/O Sidra Qureshi,35202-1143242-4,60590.0,0346-4739473,Mirpurkhas,Sindh
Raja Abbasi,,21301-6355544-5,40990.0,0321-1624494,Islamabad,ICT
Ibrahim Syed,S/O Zainab Rana,21301-8200180-2,191460.0,0303-3789161,Multan,Punjab
Zainab Karim,S/O Rukhsar Ahmed,44000-9918107-2,13640.0,0322-1360516,Islamabad,ICT
Sidra Karim,S/O Mirza Rafiq,21301-1141485-3,108890.0,0332-2253315,Mirpur,Azad Kashmir
Hussain lAi,S/O Qureshi Zaidi,54000-3900595-5,175540.0,0302-4642834,Muzaffarabad,Azad Kashmir
Ayesha Syed,S/O Faisal Gilani,61101-4863824-3,195730.0,0301-2078775,Turbat,Balochistan
Sidra Hussain,S/O Bilal Nawaz,61101-5045421-2,106000.0,0302-1743829,Sialkot,Punjab
Qureshi Gondal,,44000-2293403-6,216840.0,0303-2430427,Sargodha,Punjab
Faisal Butt,S/O Asif Nawaz,61101-4999470-3,183440.0,0346-5457342,Chilas,Gilgit-Baltistan
Muhammad Akhtar,S/O Chaudhry Chattha,35202-1477613-1,938240.0,0311-6883433,Gilgit,Gilgit-Baltistan
Ahmed Gondal,S/O Hassan Hashmi,21301-7343232-1,702120.0,0302-8052414,Rawalpindi,Punjab
Amna Latif,S/O Noor Cheema,42101-4882500-6,194290.0,0331-4615672,Bannu,KPK
Maryam Malik,S/O Sana Virk,54000-4945697-3,416570.0,0300-6874450,Lahore,Punjab
نادیہ رضا,,44000-3265137-5,893920.0,0312-3437737,Quetta,Balochistan
Syed Ansari,S/O Amna Chaudhry,44000-2179598-7,348560.0,,Muzaffarabad,Azad Kashmir
Al iRafiq,S/O Baig Ahmed,,57470.0,0301-5798014,Multan,Punjab
Ibrahim Gilani,S/O Syed Hashmi,54000-9761648-2,673600.0,0302-1775745,Chilas,Gilgit-Baltistan
Noor Cheema,S/O Hussain Karim,35202-4180930-1,716070.0,0300-8715924,Multan,Punjab
Syed Naqvi,S/O Sana Akhtar,13302-7640148-9,66260.0,0311-2320723,Turbat,Balochistan
محمد علی,S/O Asma Jafri,54000-4592670-7,3255360.0,0312-5141812,Karachi,Sindh
Amna Ahmed,S/O Rizwan Ahmed,,488680.0,0322-3384538,Gilgit,Gilgit-Baltistan
Hussain Hashmi,S/O Hashmi Virk,44000-7803814-4,662170.0,0345-5271754,Muzaffarabad,Azad Kashmir
Malik Naqvi,S/O Sidra Hussain,61101-2066122-4,410420.0,0345-5841038,Skardu,Gilgit-Baltistan
Naveed Bhatti,S/O Zubair Chaudhry,21301-5065961-4,114790.0,0346-6906708,Hub,Balochistan
Rabia Chattha,S/O Ahmed Naqvi,54000-7269340-2,137520.0,0346-4570879,Hyderabad,Sindh
Asma Khan,S/O Hina Cheema,61101-4393282-3,61500.0,0332-7052003,Skardu,Gilgit-Baltistan
Iqra Rana,S/O Sidra Bukhari,42101-6493207-1,356950.0,0345-5869194,Mirpur,Azad Kashmir
Hussain Butt,S/O Arif Karim,13302-8246340-9,31780.0,0313-9946235,Gwadar,Balochistan
Noor Malik,S/O Zubair Chattha,35202-4158061-3,140190.0,0322-5044063,Khuzdar,Balochistan
Sidra Virk,S/O Hina Syed,44000-5960542-8,21710.0,0332-8897756,Muzaffarabad,Azad Kashmir
Naeem Mirza,S/O Naeem Gilani,21301-7785511-7,5543650.0,0322-1098967,Islamabad,ICT
Syed Karim,S/O Imran Jafri,21301-3305936-3,60060.0,0302-1730932,Turbat,Balochistan
Hina Bukhari,S/O Sheikh Syed,54000-4414013-8,164220.0,0332-1039569,Faisalabad,Punjab
Sheikh Rizvi,S/O Tahir Butt,54000-5588720-1,58560.0,0312-2700577,Nawabshah,Sindh
Raja Tarar,S/O Hina Karim,44000-7178250-3,624170.0,0331-2101239,Nawabshah,Sindh
Omar Raza,S/O Uzma Akhtar,42101-2405983-2,107790.0,0331-6220480,Mirpur,Azad Kashmir
,S/O Kashif Virk,54000-4300652-8,266120.0,0321-4493339,Gwadar,Balochistan
,,54000-1535484-8,43190.0,0345-8342329,Hyderabad,Sindh
Sheikh Gujjar,S/O Fatima Latif,42101-6334061-6,529770.0,0332-2880198,Islamabad,ICT
Ali Ansari,S/O Asma Mirza,54000-2068187-3,3823930.0,0303-5092644,Khuzdar,Balochistan
Zuubair Bukhari,,54000-1966421-6,1424200.0,0311-4394146,Muzaffarabad,Azad Kashmir
Sheikh Aslm,S/O Shoaib Aslam,21301-9021919-5,140610.0,0346-5107530,Sargodha,Punjab
Maryam Raza,S/O Bilal Gujjar,35202-4729514-7,648600.0,0321-5663234,Hyderabad,Sindh
Kmran Raja,S/O Kashif Syed,21301-3986032-9,442150.0,0322-3094467,Bannu,KPK
Ibrahim Nawaz,S/O احمد خان,21301-9682767-4,903250.0,0322-5629239,Islamabad,ICT
Mirza Sandhu,S/O Asma Ansari,44000-3512043-6,480070.0,0301-5802681,Chilas,Gilgit-Baltistan
Omar Chaudhry,S/O S/O Fatima Chattha,42101-9501071-9,364030.0,0312-6316357,Faisalabad,Punjab
Omar Hameed,S/O Adnan Jafri,13302-2642132-5,1078670.0,0301-2492020,Faisalabad,Punjab
Mehwish Abbasi,S/O Nadia Ansari,42101-5741813-1,95500.0,0321-9577261,Larkana,Sindh
Khalid Iqbal,S/O Asif Raja,61101-4230999-1,320490.0,0302-1665174,Faisalabad,Punjab
Fatima Baig,S/O Rizwan Qureshi,44000-7607124-2,1942570.0,0300-1582153,Mirpur,Azad Kashmir
Ali Aslam,S/O Arif Virk,44000-5394356-5,772130.0,0333-7294416,Sargodha,Punjab
Bushra Hameed,S/O Mohammad Virk,13302-2381560-3,0.0,0322-2120379,Kohat,KPK
Sheikh Nawaz,S/O Tahir Zaidi,42101-3910025-1,337810.0,0331-8362374,Sukkur,Sindh
Ahmed Karim,S/O Shoaib Bhatti,35202-9659503-3,176150.0,0313-9763492,Peshawar,KPK
,S/O Shazia Butt,42101-8986964-5,192910.0,0301-8766806,Gilgit,Gilgit-Baltistan
Sidra Akhtar,S/O Zainab Raja,42101-9221080-1,498350.0,0321-5936705,Lahore,Punjab
Tahir Cheema,S/O Zubair Ahmed,35202-8444081-9,361830.0,0332-6864452,Islamabad,ICT
عمر شیخ,S/O Bilal Gilani,35202-3500715-9,39050.0,0331-3484601,Turbat,Balochistan
Hamid Cheema,S/O Qureshi Hameed,35202-2013269-4,271600.0,0311-1869156,Islamabad,ICT
Mirza Rana,S/O Mehwish Baig,61101-4598169-7,176320.0,0301-4995474,Mirpur,Azad Kashmir
Sana Chattha,S/O Aamir Butt,42101-7880444-5,224530.0,,Mirpur,Azad Kashmir
Adnan Chaudhry,S/O Qureshi Zaidi,61101-7083430-7,255550.0,0333-5505483,Islamabad,ICT
Mehwish Nawaz,S/O Shazia Chattha,61101-7845217-8,309010.0,0322-9270275,Muzaffarabad,Azad Kashmir
Nadia Sandhu,S/O Maryam Ahmed,21301-5062673-3,284940.0,0313-5200116,Quetta,Balochistan
Noor Cheema,S/O Qureshi Rana,21301-7557216-6,790770.0,0321-6817540,Rawalakot,Azad Kashmir
Shoaib Akhtar,S/O Faisal Nawaz,54000-4563969-4,252040.0,0311-6597610,Muzaffarabad,Azad Kashmir
Usman Bukhari,S/O Chaudhry Ali,44000-8665564-6,466050.0,0332-4860041,Mingora,KPK
Iqra Hashmi,S/O Sana Bhatti,13302-8722075-2,59200.0,0303-3673316,Gujranwala,Punjab
Mehwish Raja,S/O Qureshi Chaudhry,35202-5897388-1,1490190.0,0301-5728760,Lahore,Punjab
Ahmed Gilani,S/O Ali Chattha,21301-1434060-7,516250.0,0333-5098257,Faisalabad,Punjab
Noor Rizvi,S/O Asma Gilani,35202-4819578-9,3596760.0,,Chilas,Gilgit-Baltistan
Bushra Naqvi,S/O Aamir Malik,21301-4238912-5,39190.0,0313-2726284,Skardu,Gilgit-Baltistan
Aamir Zaidi,S/O S/O Khalid Sheikh,13302-9361693-6,12470.0,0311-7583744,Quetta,Balochistan
Aamir Raja,S/O Syed Aslam,13302-3332169-7,123500.0,0346-1720280,Islamabad,ICT
Naveed Tarar,S/O ابراہیم ملک,54000-2729141-9,33700.0,0332-3495209,Larkana,Sindh
Syed Syed,S/O Bushra Rafiq,13302-1920950-8,235860.0,0313-5720776,Mirpurkhas,Sindh
Chaudhry Akhtar,S/O Naveed Latif,,119080.0,0302-4141723,Islamabad,ICT
Maryam Rafiq,S/O Amna Qureshi,44000-5343805-3,2956050.0,0302-6758026,Mirpur,Azad Kashmir
Asma Malik,S/O Shazia Tarar,44000-2681625-5,742800.0,0300-3295551,Gujranwala,Punjab
Ahmed Bhatti,S/O Naeem Aslam,13302-5222957-8,144800.0,0312-3109269,Sialkot,Punjab
Mohammad Hussain,S/O Bushra Qureshi,21301-3879445-4,1678100.0,0333-5931000,Hyderabad,Sindh
Aamir Rizvi,S/O Ahmed Zaidi,54000-3981384-3,108800.0,0346-6030577,Quetta,Balochistan
عمر شیخ,S/O Naveed Gujjar,13302-4852656-4,305430.0,0311-9887313,Bannu,KPK
Malik Zidi,S/O Uzma Naqvi,54000-5547034-5,159290.0,0322-6096354,Islamabad,ICT
Hashmmi Akhtar,S/O Rizwan Naqvi,35202-8547636-2,2753750.0,0346-9536101,Lahore,Punjab
صنا ملک,,13302-4850679-5,165990.0,0345-2742095,Islamabad,ICT
Qureshi Hashmi,S/O Omar Malik,35202-5814225-8,91390.0,0300-8469790,Sukkur,Sindh
Kashif Khan,S/O Sobia Aslam,54000-3324436-6,849580.0,0302-3923131,Bahawalpur,Punjab
Hussain Baig,S/O Asif Zaidi,54000-5990716-2,103680.0,0322-1473947,Nawabshah,Sindh
Kashif Bukhari,S/O Qureshi Rizvi,42101-6611453-6,611320.0,0322-7218217,Islamabad,ICT
Malik Cheema,S/O Sheikh Latif,13302-9834133-2,1068500.0,0300-3633108,Multan,Punjab
Salman Latif,S/O Hashmi Jafri,,74920.0,0332-6364576,Islamabad,ICT
Sheikh Ali,S/O Sajid Cheema,21301-6872444-1,264580.0,0303-6156163,Abbottabad,KPK
Mohammad Malik,S/O Baig Hashmi,42101-1872177-7,73190.0,,Khuzdar,Balochistan
Mehwish Qureshi,S/O Mirza Hashmi,13302-9887635-4,160820.0,0311-1490031,Muzaffarabad,Azad Kashmir
Fatima Ansari,S/O Waseem Raza,54000-4281797-5,119010.0,0302-1986859,Bahawalpur,Punjab
Amna Virk,S/O زینب علی,21301-5891820-5,47150.0,0302-5154550,Bahawalpur,Punjab
Ali Bhatti,S/O Zubair Rana,61101-5516509-1,755070.0,0311-2504517,Kohat,KPK
Waseem Butt,S/O Zainab Hameed,35202-2256271-9,6940090.0,0345-4388982,Multan,Punjab
Ahmed Chattha,S/O Qureshi Naqvi,35202-4174571-1,41660.0,0300-7578533,Hyderabad,Sindh
Faisal Chaudhry,S/O Rabia Akhtar,54000-1246723-1,585590.0,0322-6238826,Islamabad,ICT
Zainab Syed,S/O Hussain Naqvi,54000-8787075-3,503400.0,0301-2764648,Islamabad,ICT
Syed Ali,S/O Sobia Nawaz,42101-6950477-6,443070.0,0302-7765901,Muzaffarabad,Azad Kashmir
Mohammad Zaidi,S/O Sana Hameed,21301-1660259-8,464370.0,,Islamabad,ICT
Qureshi Gondal,S/O Salman Nawaz,44000-2293403-6,448630.0,0303-2430427,Sargodha,Punjab
Shazia Chattha,S/O علی حسین,54000-9243243-1,364380.0,0311-1517848,Muzaffarabad,Azad Kashmir
Kamran Ansari,S/O S/O Sheikh Sandhu,61101-8653827-4,364000.0,0313-2096852,Mardan,KPK
Fatima Mirza,S/O Qureshi Gilani,21301-3065085-3,253090.0,0331-2493955,Islamabad,ICT
Ayesha Raja,,13302-1623751-7,227340.0,0333-5131374,Gwadar,Balochistan
Tahir Khan,S/O Ali Aslam,42101-1696757-7,964530.0,0312-1738479,Mirpurkhas,Sindh
فاطمہ خان,S/O Rabia Akhtar,44000-4008839-3,43420.0,0333-3004878,Skardu,Gilgit-Baltistan
Sobia Akhtar,S/O Kamran Rana,13302-5586283-4,647560.0,0333-9314428,Peshawar,KPK
Zubair Syed,S/O S/O Sidra Rana,42101-2294615-5,44740.0,0300-6649968,Muzaffarabad,Azad Kashmir
Salman Rizvi,S/O عمر شیخ,44000-5452921-5,379700.0,0312-4800711,Quetta,Balochistan
Mohammad Mirza,S/O Amna Sheikh,61101-2269974-1,86850.0,0312-4665145,Larkana,Sindh
Salman Rizvi,S/O Zubair Aslam,21301-3676594-7,119860.0,0303-9556770,Hub,Balochistan
Bilal Sandhu,S/O Kashif Gondal,42101-5966644-8,114780.0,0331-2294596,Quetta,Balochistan
Hussain Karim,S/O احمد خان,13302-8913154-7,118370.0,0302-4031059,Mingora,KPK
Qureshi Chaudhry,S/O Ayesha Rana,61101-6605238-8,83540.0,0345-9752754,Islamabad,ICT
