Owner_Name,Father_Name,CNIC,Owner_Number,Province,City,Society_Name,Property_Type,Plot_House_No,Area,Purchase_Year,Ownership_Status,Estimated_Market_Value,Contact_No
Shazia Chaudhry,S/O Ahmed Raja,6110187590604,03323842390,Azad Kashmir,Rawalakot,Defence,Residential Plot,945,75 Kanal,1995,Mortgaged,7508896,03323842390
Faisal Ali,S/O Malik Rana,6110199931608,03461740067,ICT,Islamabad,F-10,Residential Plot,448,51 Marla,1995,Rented,6998663,03461740067
Asif Gujjar,S/O Mehwish Mirza,3520218476163,03127232128,Sindh,Hyderabad,Gulberg,Apartment,867,88 Marla,1998,Owned,6009032,03127232128
Arif Jafri,S/O Muhammad Raja,54000-7332193-8,03464249357,Balochistan,Quetta,Saddar,Apartment,609,81 Sq.Ft,2014,Owned,3709702,03464249357
Ali Sandhu,S/O Baig Gilani,4400031692308,03004173279,Punjab,Sargodha,E-11,Residential Plot,941,54 Kanal,2013,Mortgaged,6695173,03004173279
Amna Raza,S/O Syed Jafri,3520251892271,03139327992,ICT,Islamabad,Scheme 33,Commercial Building,879,94 Kanal,1997,Mortgaged,32664638,03139327992
Adnan Gilani,S/O Sobia Karim,1330264528323,03125691890,Sindh,Mirpurkhas,Cavalry Ground,House,500,42 Kanal,1999,Rented,53897672,03125691890
Omar Gondal,S/O Ayesha Rafiq,5400023975729,03457752669,Sindh,Larkana,E-11,Apartment,221,84 Marla,2001,Rented,27626713,03457752669
مریم چوددھری,S/O Hussain Chattha,,03459812089,Punjab,Sargodha,Model Town,Apartment,332,70 Kanal,2007,Mortgaged,3826639,03459812089
Sheikh Aslam,S/O Shoaib Aslam,2130190219195,03465107530,Punjab,Sargodha,I-8,House,200,47 Sq.Ft,2022,Sold,5964938,03465107530
Sajid Latif,S/O Ayesha Qureshi,1330226190077,03336009153,Sindh,Sukkur,E-11,Apartment,122,21 Marla,2009,Sold,2302465,03336009153
,S/O Hina Nawaz,6110119652916,03131460777,Azad Kashmir,Rawalakot,I-8,Apartment,530,97 Sq.Ft,1995,Mortgaged,12761413,03131460777
Arif Latif,S/O Chaudhry Akhtar,6110194983707,03333972390,Balochistan,Quetta,Cavalry Ground,Residential Plot,792,81 Kanal,2007,Owned,2694282,03333972390
Sheikh Sandhu,,21301-1921808-7,03003615226,Sindh,Hyderabad,Saddar,House,978,90 Kanal,2023,,4562525,03003615226
Nadia Cheema,S/O Imran Gilani,6110140357879,03128768782,Punjab,Gujranwala,Cavalry Ground,House,417,4 Sq.Ft,2010,Owned,5188998,03128768782
Hussain Latif,S/O Faisal Sandhu,3520249763713,03215682239,ICT,Islamabad,Askari,Residential Plot,751,51 Sq.Ft,2020,Sold,4862196,03215682239
Hamid Rizvi,S/O Sobia Karim,2130135692278,03025812771,Gilgit-Baltistan,Chilas,Gulberg,Apartment,20,42 Kanal,2014,Owned,7726174,03025812771
Qureshi Raja,S/O Sheikh Gilani,61101-2152393-7,03318748174,KPK,Bannu,Scheme 33,Apartment,50,41 Sq.Ft,2015,Sold,12883818,03318748174
Noor Cheema,S/O Mirza Rana,4400074268077,03029381636,Azad Kashmir,Rawalakot,F-10,Residential Plot,196,7 Sq.Ft,2017,Sold,26884256,03029381636
Tariq Ansari,S/O Amna Sandhu,1330219073962,03461633577,Sindh,Nawabshah,Johar Town,Apartment,134,70 Kanal,2007,Rented,13365681,03461633577
Shazia Aslam,S/O Ahmed Naqvi,3520248219988,03022935699,Punjab,Lahore,North Nazimabad,Residential Plot,1,34 Marla,2018,Mortgaged,8360663,03022935699
Asif Bhatti,S/O Asif Tarar,4400097697432,03218435451,Gilgit-Baltistan,Chilas,North Nazimabad,Residential Plot,542,63 Kanal,2007,Owned,23513124,03218435451
Hashmi Chaudhry,S/O S/O احمد خان,4210124498473,03451175132,KPK,Kohat,Gulshan-e-Iqbal,Residential Plot,891,97 Marla,2008,Rented,5508939,03451175132
Omar Bhatti,S/O Mehwish Tarar,4400060975142,03457982241,Punjab,Gujranwala,Johar Town,Apartment,920,87 Marla,2021,Rented,11090739,03457982241
Bilal Gilani,S/O S/O Asma Raja,4210148454644,03012316802,Azad Kashmir,Muzaffarabad,I-8,Apartment,379,75 Marla,2007,Mortgaged,16779998,03012316802
Salman Chattha,S/O Maryam Rana,5400020377514,03135783642,KPK,Bannu,Gulshan-e-Iqbal,Apartment,225,60 Marla,2013,Mortgaged,5377272,03135783642
Asma Naqvi,S/O Iqra Chaudhry,5400099387078,03321272937,Sindh,Larkana,Gulshan-e-Iqbal,Apartment,753,16 Sq.Ft,2008,Owned,4665594,03321272937
Ayesha Baig,S/O Naeem Nawaz,1330247624738,03113956857,KPK,Abbottabad,Saddar,Residential Plot,621,22 Marla,2011,Rented,5767354,03113956857
Sajid Syed,S/O Sheikh Raza,4210178420438,03464137782,Azad Kashmir,Muzaffarabad,Scheme 33,Residential Plot,542,86 Sq.Ft,1999,Mortgaged,11077732,03464137782
Ahmed Rizvi,S/O Mohammad Chaudhry,6110191643429,03131919088,KPK,Abbottabad,Gulshan-e-Iqbal,Apartment,620,13 Marla,2020,Mortgaged,7730988,03131919088
Khalid Virk,S/O Hussain Gilani,2130184329174,03017852414,Azad Kashmir,Muzaffarabad,Askari,House,221,72 Sq.Ft,2021,Mortgaged,9499329,03037427265
Muhammad Gondal,S/O Faisal Gondal,1330296749867,03002817775,Balochistan,Hub,Clifton,House,274,71 Kanal,2012,Mortgaged,2042845,03002817775
Salman Hussain,S/O Bushra Iqbal,5400071155196,03007150014,Gilgit-Baltistan,Chilas,PAF Colony,Apartment,37,44 Kanal,2017,Sold,2272163,03217841065
Asif Chatha,S/O Tahir Akhtar,2130157288126,03463723418,ICT,Islamabad,Gulberg,Apartment,184,94 Sq.Ft,2010,Sold,11058044,03463723418
علی حسین,S/O Rizwan Baig,1330215536114,03015586909,Punjab,Sargodha,Bahria Town,House,955,59 Kanal,2016,Rented,6477976,03336853789
,S/O Zainab Bukhari,4400090315708,03019402694,Sindh,Hyderabad,I-8,House,148,78 Sq.Ft,2015,Owned,2452849,03019402694
Qureshi Karim,S/O Saira Latif,5400019031474,03339281598,Sindh,Hyderabad,Cavalry Ground,Residential Plot,997,14 Sq.Ft,2001,Mortgaged,15676725,03339281598
Sobia Sheikh,S/O Uzma Latif,6110129351075,03019516113,Gilgit-Baltistan,Gilgit,Cavalry Ground,Apartment,832,96 Kanal,2012,Mortgaged,2602194,03019516113
,S/O Saira Naqvi,4400069316084,03124688845,Sindh,Larkana,Johar Town,House,688,32 Sq.Ft,2008,Mortgaged,10041110,03124688845
Hamid Nawaz,S/O Imran Ali,3520254585994,03454237572,Azad Kashmir,Mirpur,DHA,Apartment,460,89 Sq.Ft,2014,Owned,8474188,03454237572
Kashif Raza,S/O Asma Chaudhry,6110139790237,03466578686,ICT,Islamabad,DHA,House,180,57 Kanal,2014,Sold,104040738,03466578686
Sobia Zaidi,S/O Khalid Bukhari,1330239248481,03469584556,Balochistan,Quetta,Defence,Residential Plot,759,24 Sq.Ft,2017,Sold,2570277,03469584556
Omar Bukhari,S/O Raja Sandhu,3520244618965,03016969048,Azad Kashmir,Mirpur,PAF Colony,Apartment,994,33 Marla,2000,Rented,2094014,03016969048
Fatima Akhtar,S/O Ayesha Gondal,3520235250768,03017818036,KPK,Bannu,Bahria Town,House,744,53 Sq.Ft,2002,Rented,718193,03017818036
محمد حسن,S/O Raja Chaudhry,1330271543828,03466955967,Azad Kashmir,Rawalakot,Gulshan-e-Iqbal,Apartment,136,48 Marla,1996,Sold,5845212,03466955967
Ali Zaidi,S/O Kashif Hashmi,3520284229845,03335983850,Punjab,Multan,Askari,Apartment,943,38 Sq.Ft,2014,Mortgaged,20052353,03335983850
Hussan Butt,S/O Hamid Gilani,4210134486114,03035911534,Punjab,Lahore,PAF Colony,Apartment,23,66 Sq.Ft,2013,Sold,19738012,03329377871
Hina Bukhari,S/O Nadia Malik,4400055604145,03228178453,KPK,Mardan,Clifton,Apartment,354,8 Kanal,2007,Mortgaged,2717105,03228178453
Maryam Rafiq,S/O S/O Bushra Bukhari,4400040208533,,Sindh,Karachi,DHA,Residential Plot,441,52 Marla,1997,Sold,3468200,03213401116
Sana Khan,S/O Sajid Chaudhry,2130137158017,03222634576,Azad Kashmir,Rawalakot,Model Town,House,86,20 Sq.Ft,1995,Owned,31952566,03222634576
Ahmed Syed,S/O Sobia Aslam,3520210700883,03035814557,Punjab,Sialkot,Bahria Town,Residential Plot,879,92 Marla,2015,Owned,3324528,03035814557
Noor Rana,S/O مریم چودھری,4400014125128,03226931535,Punjab,Bahawalpur,F-10,Residential Plot,199,92 Kanal,2018,Sold,7399622,03226931535
Ayesha Ahmed,S/O Shazia Jafri,2130185300421,03322984998,ICT,Islamabad,Model Town,Residential Plot,524,75 Sq.Ft,1996,Sold,21175955,03322984998
Mohammad Chaudhry,S/O S/O Waseem Akhtar,5400099000224,03452425342,Balochistan,Khuzdar,Cantt,Apartment,866,65 Sq.Ft,1998,Owned,832595,03452425342
Arif Nawaz,S/O Malik Butt,3520270964805,03131118553,KPK,Mardan,Bahria Town,Residential Plot,66,26 Marla,2022,Sold,2235583,03131118553
Khalid Rana,S/O Rukhsar Zaidi,4400020564022,03466855653,Balochistan,Khuzdar,Cavalry Ground,Residential Plot,999,4 Kanal,2002,Rented,7342058,03466855653
Qureshi Cheema,S/O Faisal Jafri,2130164739132,03323797398,Balochistan,Quetta,Defence,House,239,76 Kanal,1999,Mortgaged,1769495,03323797398
مریم چودھری,S/O Syed Gilani,4210120110487,03012619386,Balochistan,Hub,Cantt,Apartment,377,29 Kanal,2008,Mortgaged,1151779,
Hamid Bhatti,S/O Zubair Ansari,2130169004294,03024475681,ICT,Islamabad,Township,House,545,21 Marla,2010,Rented,6072910,03024475681
Aamir Bhatti,S/O عمر شیخ,1330287682731,,KPK,Bannu,Clifton,Apartment,905,88 Marla,2008,Mortgaged,10252359,03223249703
Faisal Hussain,S/O Imran Karim,1330243199685,03221333764,Gilgit-Baltistan,Gilgit,Clifton,House,420,51 Sq.Ft,2008,Rented,6829788,03221333764
Hamid Hashmi,S/O عمر شیخ,4210135231834,03024529489,Balochistan,Khuzdar,DHA,Apartment,574,3 Sq.Ft,1997,Sold,11053938,03024529489
Rabia Sandhu,S/O Khalid Zaidi,6110175979805,03027229979,Azad Kashmir,Mirpur,Saddar,House,422,97 Sq.Ft,2005,Mortgaged,38767577,03027229979
Naveed Qureshi,S/O Aamir Hussain,2130119406158,03462816519,Gilgit-Baltistan,Chilas,E-11,Residential Plot,286,61 Sq.Ft,2005,Owned,2396694,03462816519
Shoaib Zaidi,S/O Iqra Rizvi,2130120267894,03039893204,Punjab,Faisalabad,Johar Town,Residential Plot,666,41 Sq.Ft,2020,Owned,17715353,03039893204
Raja Sandhu,S/O Chaudhry Bukhari,6110185652423,03211477989,Punjab,Lahore,Saddar,Commercial Building,718,90 Marla,2018,Owned,91175395,03211477989
Shoaib Karim,S/O Syed Aslam,4400028121466,,Balochistan,Gwadar,I-8,Apartment,756,7 Kanal,2014,Mortgaged,38945664,03111483087
Fatima Gondal,S/O Sheikh Tarar,6110121398842,03213153907,Sindh,Nawabshah,Askari,Residential Plot,708,20 Marla,2016,Mortgaged,6198907,03213153907
زینب علی,S/O Naeem Ali,3520247216742,03125722876,Balochistan,Hub,North Nazimabad,House,560,29 Kanal,2003,Rented,3887811,03228176197
Hussain Jafri,S/O Hassan Bukhari,3520255396465,03025114166,KPK,Bannu,F-10,Apartment,118,81 Sq.Ft,2011,Owned,1390609,03025114166
Saira Syed,S/O Naveed Syed,1330279207768,03321455008,Balochistan,Quetta,E-11,Commercial Building,338,55 Marla,1995,Mortgaged,,03321455008
Syed Malik,S/O Tahir Ali,1330224081046,03137097414,Sindh,Karachi,Township,Residential Plot,717,53 Marla,2016,Rented,1069748,03137097414
Bushra Jafri,S/O S/O Faisal Hashmi,1330299718078,03138840537,Balochistan,Hub,Clifton,House,306,79 Marla,2007,Sold,9960216,03138840537
Sajid Nawaz,S/O Adnan Gujjar,3520235491981,03038851100,Sindh,Karachi,Model Town,House,308,96 Sq.Ft,2008,Sold,5919169,03038851100
Asif Hussain,S/O Hussain Gujjar,4400012587684,03015300855,Azad Kashmir,Rawalakot,Clifton,Residential Plot,621,95 Marla,2004,,2454683,03015300855
Noor Latif,S/O Zainab Hashmi,,03016361793,Punjab,Faisalabad,G-9,Apartment,883,86 Sq.Ft,2001,Owned,6407711,03016361793
Ahmed Jafri,S/O Muhammad Nawaz,4210195097073,03018004986,Sindh,Larkana,Scheme 33,Apartment,631,6 Marla,2002,Rented,2372553,03018004986
Sana Chattha,S/O Aamir Butt,4210178804445,03112070265,Azad Kashmir,Mirpur,G-9,Residential Plot,488,97 Marla,2010,Sold,3827251,03112070265
Mirza Aslam,S/O صنا ملک,4400033692763,03228898854,Punjab,Gujranwala,Johar Town,Apartment,979,80 Marla,2012,Sold,6428013,03228898854
Naveed Iqbal,S/O Mohammad Mirza,5400023329363,03314201221,ICT,Islamabad,Saddar,Residential Plot,981,68 Sq.Ft,1996,Rented,14002853,03314201221
Rabia Mirza,S/O Sheikh Hussain,3520259353739,03336458302,Gilgit-Baltistan,Gilgit,Cantt,House,310,39 Sq.Ft,2009,Mortgaged,1745123,03336458302
Shoaib atif,S/O S/O زینب علی,5400029738535,03229624506,Sindh,Hyderabad,Gulberg,House,172,27 Kanal,2002,Rented,381911,03229624506
Hashmi Chaudhry,S/O زینب علی,2130161484671,03323585930,Balochistan,Quetta,Clifton,Residential Plot,550,33 Kanal,2011,Sold,,03122441859
Sidra Ali,S/O Usman Baig,6110123222546,03465402249,Punjab,Faisalabad,F-10,House,126,98 Kanal,2003,Owned,5568793,03465402249
Ibrahim Karim,S/O Saira Sheikh,1330234467511,03036981675,ICT,Islamabad,G-9,Apartment,754,38 Kanal,2017,Rented,10311588,03036981675
Hamid Sandhu,S/O Tariq Ahmed,6110131508156,03322617294,Balochistan,Turbat,G-9,Residential Plot,975,70 Kanal,2016,Rented,67982934,03322617294
Waseem Syed,S/O Saira Tarar,5400072363314,03321489923,KPK,Mingora,Gulberg,Apartment,834,5 Kanal,1997,Sold,5637328,03128381283
Amna Gilani,S/O Maryam Rafiq,4210169109644,03323294774,Sindh,Karachi,Gulberg,Apartment,720,9 Marla,2023,Sold,492967,03323294774
Naeem Ali,S/O Kamran Baig,3520241317132,03464944902,ICT,Islamabad,Bahria Town,House,676,30 Kanal,2002,Owned,2795194,03464944902
Asma Hussain,S/O Sana Syed,3520267152022,,Gilgit-Baltistan,Chilas,Askari,Apartment,4,14 Marla,2017,Sold,723463,03009226484
Raja Rizvi,S/O Fatima Iqbal,4210155934051,03034788843,Azad Kashmir,Muzaffarabad,Bahria Town,Residential Plot,750,74 Marla,2007,Rented,91904466,03034788843
Hina Bukhari,S/O Hassan Gondal,6110158158093,03135001087,Sindh,Karachi,Bahria Town,Apartment,28,61 Sq.Ft,2009,Mortgaged,16350371,03135001087
Noor Rizvi,S/O Nadia Aslam,1330266003503,03469409415,Sindh,Karachi,Gulshan-e-Iqbal,House,983,54 Sq.Ft,2004,Rented,6481543,03469409415
Usman Bhattti,S/O Naeem Karim,3520216800188,03227964467,Gilgit-Baltistan,Gilgit,Clifton,Apartment,463,18 Marla,2015,Owned,3727551,03123676251
Zainab Rafiq,S/O Qureshi Gujjar,4210173960138,03127874584,Gilgit-Baltistan,Gilgit,North Nazimabad,Apartment,48,68 Sq.Ft,2000,Owned,1071198,03127874584
Zubair Rizvi,S/O Syed Butt,3520270682212,03456935853,Sindh,Sukkur,Clifton,Commercial Building,624,39 Marla,1997,Sold,60650819,03136806742
Tariq Gilani,S/O S/O Hassan Qureshi,1330290840655,03454785186,Gilgit-Baltistan,Skardu,DHA,Apartment,596,35 Sq.Ft,2020,,17721961,03454785186
Hamid Rizvi,S/O Hassan Gujjar,4210151451107,03465403489,Balochistan,Quetta,Defence,Apartment,20,16 Marla,2004,Sold,14196120,03465403489
Uzma Hashmi,S/O Hina Sandhu,2130110327234,03002420145,KPK,Abbottabad,Model Town,House,98,32 Kanal,2013,Sold,4963362,03134392436
Adnan Chattha,S/O Sheikh Rana,5400062501959,03229566284,Punjab,Lahore,Scheme 33,Agricultural Land,422,7 Sq.Ft,2017,Mortgaged,31880626,03229566284
Mehwish Chaudhry,S/O Hina Raza,5400026965577,03126066483,Gilgit-Baltistan,Skardu,Johar Town,Residential Plot,677,56 Sq.Ft,2015,Owned,952850,03126066483
Rizwan Chaudhry,S/O Sidra Rafiq,4400084785661,03009522152,Punjab,Rawalpindi,E-11,Apartment,258,33 Kanal,2014,Mortgaged,11140484,03009522152
Mirza Mirza,S/O زینب علی,1330265544744,03337411810,Punjab,Bahawalpur,DHA,House,753,55 Sq.Ft,2007,Rented,13860063,03214850717
Ali Jafri,S/O Muhammad Latif,4210146762557,03468884678,KPK,Peshawar,I-8,Apartment,243,6 Sq.Ft,2023,Owned,4820762,03468884678
Saira Tarar,S/O Bilal Cheema,1330231515217,03456984503,Gilgit-Baltistan,Chilas,Model Town,Residential Plot,771,83 Sq.Ft,2001,Rented,4534688,03456984503
Mehwish Qureshi,S/O Noor Rizvi,1330217125628,03462675580,Gilgit-Baltistan,Chilas,Johar Town,Residential Plot,273,26 Sq.Ft,2016,Rented,4745726,03462675580
Sobia Bhatti,S/O Qureshi Bhatti,4400093639946,03216308772,ICT,Islamabad,North Nazimabad,Residential Plot,749,76 Kanal,2020,Sold,11988278,03216308772
Shazia Chaudhry,S/O Bushra Syed,2130134092994,03138720628,KPK,Peshawar,Defence,House,534,98 Marla,1999,Sold,7012846,03138720628
TahirB ukhari,S/O Malik Khan,4210154967323,03215200220,Gilgit-Baltistan,Chilas,Defence,Residential Plot,56,60 Kanal,2006,,19532813,03215200220
Chaudhry Bukhari,S/O Maryam Baig,3520297788005,03016492367,Sindh,Nawabshah,Bahria Town,Residential Plot,507,62 Marla,2000,Sold,1746934,03016492367
Mehwish Abbasi,S/O Bilal Rizvi,1330244068904,03228484445,Azad Kashmir,Mirpur,Askari,Residential Plot,995,16 Kanal,2000,Rented,2418509,03228484445
ابراہیم ملک,S/O Rukhsar Bukhari,1330220419068,03125233280,ICT,Islamabad,Saddar,Apartment,83,36 Marla,2007,Owned,9752008,03125233280
Sajid Gondal,S/O S/O Mirza Baig,1330219379914,03024968669,ICT,Islamabad,Clifton,Residential Plot,700,5 Kanal,1996,Rented,555812,03024968669
Sidra Latif,S/O Syed Jafri,2130167800089,03227236364,Balochistan,Turbat,Johar Town,Apartment,211,18 Sq.Ft,2008,Owned,11850921,03227236364
Malik Rana,S/O Arif Ansari,2130121690166,03214450093,Balochistan,Khuzdar,Gulberg,House,443,91 Sq.Ft,2003,Rented,12521167,03214450093
Salman Rizvi,S/O عمر شیخ,4400054529215,03124800711,Balochistan,Quetta,Defence,Apartment,877,36 Marla,2000,Sold,8960938,03124800711
Imran Butt,S/O Nadia Chattha,5400084396665,03037869449,Gilgit-Baltistan,Skardu,Cantt,House,870,97 Kanal,2002,Rented,9019617,03128457079
Zubair Bukhari,S/O Ayesha Akhtar,3520280729941,03137534030,Punjab,Rawalpindi,Cantt,Residential Plot,636,94 Sq.Ft,2023,Mortgaged,8151906,03453815934
Shoaib Latif,S/O S/O Rizwan Abbasi,2130132399225,03017954096,Sindh,Mirpurkhas,G-9,Apartment,349,23 Marla,2012,Owned,393637,03017954096
Ayesha Mirza,S/O S/O Naveed Butt,2130168177368,03128350277,Gilgit-Baltistan,Skardu,Scheme 33,House,18,52 Sq.Ft,2015,Mortgaged,836770,03128350277
Bilal Butt,S/O Hussain Syed,6110177864165,03227441237,Sindh,Sukkur,North Nazimabad,Residential Plot,61,88 Kanal,2006,Rented,4552261,03227441237
Malik Karim,S/O Aamir Cheema,5400079322708,03215029352,Azad Kashmir,Mirpur,Gulshan-e-Iqbal,House,283,100 Sq.Ft,2005,Owned,1428066,03215029352
Sheikh Ahmed,S/O Nadia Abbasi,4210166154312,03334785409,ICT,Islamabad,E-11,Apartment,595,50 Marla,2013,Owned,39474891,03334785409
Syed Tarar,S/O عائشہ احمد,,03467114567,Gilgit-Baltistan,Gilgit,Township,Residential Plot,604,17 Kanal,2013,Rented,11848867,03467114567
Muhammad Raza,S/O S/O Hashmi Rana,1330278455639,03214189967,Azad Kashmir,Muzaffarabad,Cantt,Residential Plot,416,60 Kanal,2006,Mortgaged,,03214189967
Qureshi Bukhari,S/O Hussain Hashmi,6110149989249,03112464190,Punjab,Bahawalpur,Cantt,Residential Plot,416,81 Sq.Ft,2019,Sold,12359185,03112464190
Sana Hashmi,S/O Bushra Nawaz,3520246691708,03038594104,Balochistan,Quetta,Gulshan-e-Iqbal,Residential Plot,95,39 Marla,2001,Mortgaged,2872728,03038594104
,S/O Bilal Gujjar,4210115121512,03337091533,Azad Kashmir,Rawalakot,E-11,Commercial Plot,405,80 Sq.Ft,2007,Owned,30063216,03337091533
Fatima Qureshi,S/O Hina Virk,3520222261894,03331710362,ICT,Islamabad,Bahria Town,House,220,45 Kanal,1998,Mortgaged,,03331710362
Sajid Rizvi,S/O Sheikh Rana,5400018756499,03125128067,Azad Kashmir,Rawalakot,Gulshan-e-Iqbal,Agricultural Land,848,96 Marla,2014,Sold,53480583,03125128067
Iqra Nawaz,S/O Kashif Nawaz,3520219252782,03224389982,Punjab,Rawalpindi,Gulshan-e-Iqbal,House,838,18 Marla,2013,Owned,3319089,03224389982
Asif Rizvi,S/O Naeem Chattha,2130125334869,03457493894,Azad Kashmir,Rawalakot,Johar Town,Residential Plot,736,92 Kanal,2015,Mortgaged,6690067,03457493894
,S/O Arif Aslam,1330244207639,03457656175,Gilgit-Baltistan,Chilas,Defence,Residential Plot,220,94 Kanal,2012,Mortgaged,5824690,03457656175
Imran Akhtar,S/O Aamir Gujjar,5400017613739,03035386747,Balochistan,Khuzdar,Saddar,Apartment,715,98 Marla,2009,Rented,7720083,03035386747
Ayesha Chattha,S/O Fatima Zaidi,4400036362486,03457994575,Azad Kashmir,Muzaffarabad,F-10,Apartment,469,48 Kanal,2002,Rented,21270449,
Syed Sandhu,S/O Sana Hashmi,2130147921841,03217853533,Balochistan,Gwadar,Township,Commercial Plot,219,79 Marla,2010,Owned,15262315,03217853533
Arif Tarar,S/O Hussain Zaidi,6110159787651,,Balochistan,Turbat,Johar Town,House,454,94 Kanal,2009,Owned,11447700,03319181291
Khalid Butt,S/O Ahmed Karim,5400041759175,03113581048,Gilgit-Baltistan,Gilgit,Defence,Apartment,583,37 Sq.Ft,2015,Mortgaged,4438444,03113581048
Noor Zaidi,S/O Rukhsar Mirza,4400053316307,03035573719,Gilgit-Baltistan,Skardu,G-9,Agricultural Land,653,77 Marla,2016,Mortgaged,39342733,03035573719
Asif Mirza,S/O Raja Mirza,6110179661659,03321696128,Sindh,Sukkur,Clifton,Apartment,300,33 Kanal,2000,Mortgaged,13400882,03321696128
Rizwan Syd,S/O Imran Baig,5400039063979,03026277776,Punjab,Gujranwala,Scheme 33,Residential Plot,583,33 Marla,2000,Mortgaged,3093849,03026277776
Salman Sandhu,S/O Syed Aslam,4400096363718,03027243958,Azad Kashmir,Mirpur,Scheme 33,House,771,61 Kanal,2010,Owned,4124190,03027243958
Uzma Ahmed,S/O Asif Abbasi,2130172548972,03111587080,Punjab,Multan,PAF Colony,House,813,72 Sq.Ft,2017,Sold,5762998,03111587080
Shoaib Akhtar,S/O Imran Raza,5400057558816,03465779569,Azad Kashmir,Mirpur,DHA,House,668,77 Kanal,2000,,5740665,03465779569
Tahir Iqbal,S/O Naeem Cheema,4400014513046,03127911031,Gilgit-Baltistan,Chilas,Cantt,House,111,86 Sq.Ft,1998,Sold,,03127911031
Ahmed Khan,S/O Imran Abbasi,1330231832807,03461617723,KPK,Mingora,Cantt,House,370,81 Marla,2004,Mortgaged,18969566,03461617723
Raja Bhatti,S/O Khalid Sheikh,1330218759877,03031033035,Gilgit-Baltistan,Skardu,Clifton,Residential Plot,60,17 Sq.Ft,2012,Rented,3289542,03031033035
,S/O Waseem Hameed,4400050461312,03461298492,Sindh,Nawabshah,F-10,House,825,20 Marla,2022,Sold,59815624,03461298492
Uzma Virk,S/O Kashif Ahmed,1330253472374,03039652424,KPK,Bannu,Saddar,House,241,22 Sq.Ft,1999,Rented,6430985,03039652424
Ahmedd Zaidi,S/O Hamid Syed,35202-6103052-8,03224277979,Gilgit-Baltistan,Gilgit,PAF Colony,Apartment,847,63 Marla,2005,Owned,21227857,03224277979
Hamid Khan,S/O Faisal Naqvi,2130111971117,03467390855,KPK,Abbottabad,PAF Colony,Residential Plot,767,46 Sq.Ft,2010,Rented,5459193,03212086857
Tahir Gondal,S/O Saira Hussain,1330271336265,03462741789,Sindh,Larkana,Defence,Apartment,527,3 Kanal,2023,Rented,1154082,03118979548
Mohammad Malik,S/O Baig Hashmi,4210118721777,03325688198,Balochistan,Khuzdar,PAF Colony,Residential Plot,457,37 Kanal,2022,Rented,8943423,03325688198
Zainab Virk,S/O Khalid Bukhari,6110145176551,03128165446,ICT,Islamabad,F-10,Apartment,412,63 Sq.Ft,2006,Mortgaged,3551271,03128165446
Zainab Baig,S/O Naveed Raza,4400021577214,03219909450,Sindh,Larkana,DHA,Residential Plot,26,57 Kanal,2003,Sold,2908557,03328185172
Ahmed Syed,S/O Sobia Aslam,3520210700883,03035814557,Punjab,Sialkot,Cavalry Ground,Apartment,14,83 Kanal,1997,Sold,1953357,03035814557
Ayesha Virk,S/O Sheikh Raja,3520262614151,03469910817,ICT,Islamabad,Askari,Residential Plot,406,12 Sq.Ft,2014,Mortgaged,3563557,03469910817
