Owner_Name,Father_Name,CNIC,Car_Registration_Number,Model_Year,Car_Brand,Car_Model,Engine_Size_CC,Province,City,Estimated_Market_Value,Contact_No
Amn aRafiq,S/O Hamid Qureshi,2130123736871,MZD-1101-I,2009,Hyundai,Tucson,1000,Azad Kashmir,Rawalakot,123000,03126807290
Mehwish Jafri,S/O Ibrahim Sheikh,2130194336512,QTA-7616-N,2008,Hyundai,Santa Fe,2500,Balochistan,Turbat,695000,03016089455
Kamran Bhatti,S/O Salman Zaidi,1330279141901,ISB-4230-E,2012,Kia,Picanto,1300,ICT,Islamabad,504400,03027447324
Ahmed Ahmed,S/O Naveed Gujjar,4400041724751,QTA-749-T,2016,Toyota,Yaris,1500,Sindh,Sukkur,315000,03456936922
Uzma Aslam,S/O Noor Chaudhry,2130183995517,MZD-1190-D,2023,Honda,BR-V,1500,Azad Kashmir,Mirpur,372000,03211339533
عمر شیخ,,2130155349119,KHI-8331-B,2006,Hyundai,Sonata,660,Sindh,Sukkur,198000,03008785277
Raja Gujjar,S/O Naveed Chattha,3520212138992,LHR-3860-C,2013,Hyundai,Sonata,660,Punjab,Rawalpindi,201300,03329289690
,S/O Naveed Ahmed,6110146983513,PES-1101-H,2020,Kia,Sportage,1000,KPK,Bannu,151000,03333898919
Saira Bukhari,S/O Muhammad Raza,35202-3648501-5,MZD-2930-W,2017,Kia,Picanto,3000,Azad Kashmir,Muzaffarabad,444000,03469686567
Naveed Rafiq,S/O Uzma Tarar,2130141401002,QTA-2754-H,2022,Toyota,Corolla,1600,Balochistan,Quetta,401600,03138590346
Sobia Hashmi,S/O Nadia Zaidi,4400062387269,LHR-1700-K,2022,Suzuki,Cultus,2500,Punjab,Multan,882500,03001467937
Noor Rivi,S/O Kamran Sheikh,2130178311416,MZD-9832-A,2013,Kia,Picanto,2000,Azad Kashmir,Muzaffarabad,318000,03127639054
A. Gujjar,S/O Kashif Hashmi,3520290342266,MZD-6310-T,2018,Hyundai,Santa Fe,800,Azad Kashmir,Rawalakot,265600,03012463174
Bushra Ahmed,S/O Rukhsar Rizvi,3520225961503,PES-7036-I,2010,Mercedes,S-Class,2000,KPK,Kohat,494000,03468490037
Bushra Naqvi,S/O Aamir Malik,2130142389125,GIL-1801-S,2008,Suzuki,Alto,1300,Gilgit-Baltistan,Skardu,338000,03132726284
Uzma Zaidi,S/O Kamran Gujjar,6110124710169,QTA-6706-K,2007,Toyota,Yaris,660,Balochistan,Turbat,222420,03319576556
Arif Ansari,S/O ابراہیم ملک,1330236378266,ISB-5135-H,2005,Suzuki,Cultus,2500,ICT,Islamabad,930000,03131326642
Waseem Mirza,S/O Fatima Rafiq,2130162412569,LHR-5903-B,2017,Hyundai,Sonata,1800,Punjab,Faisalabad,347400,03035189693
Faisal Karim,S/O Shoaib Chattha,3520288907297,KHI-8975-P,2018,Toyota,Camry,1800,Sindh,Karachi,525600,03019775049
Sheikh Nawaz,S/O Omar Chaudhry,4400057738613,GIL-1240-S,2015,Toyota,Yaris,2500,Gilgit-Baltistan,Gilgit,260000,03113074797
Uzma Tarar,S/O Sajid Latif,6110144021619,GIL-3539-E,2015,Hyundai,Tucson,660,Gilgit-Baltistan,Gilgit,,03333230151
Hassan Raja,S/O Salman Nawaz,,KHI-9985-T,2012,Suzuki,Swift,2500,Sindh,Mirpurkhas,537500,03311563316
Aamir Cheema,S/O Asma Naqvi,3520274895292,PES-8114-J,2013,Kia,Picanto,3000,KPK,Mingora,1170000,03119738020
Sidra Zaidi,,5400032026246,GIL-7607-B,2006,Hyundai,Santa Fe,660,Gilgit-Baltistan,Gilgit,99660,03138993331
Shazia Akhtar,S/O Bushra Jafri,6110112070162,QTA-7868-X,2023,Toyota,Camry,1200,Balochistan,Hub,262800,03465437867
Sidra Gilani,S/O S/O Rabia Gondal,4210184333774,GIL-7786-S,2011,Hyundai,Santa Fe,1800,Gilgit-Baltistan,Chilas,453600,03334296204
Rukhsar Raja,S/O Mehwish Tarar,6110187804338,LHR-8737-H,2014,Suzuki,Cultus,1000,Punjab,Lahore,200000,03139669861
Rabia Mirza,S/O Sheikh Hussain,3520259353739,GIL-9435-B,2016,Suzuki,Cultus,660,Gilgit-Baltistan,Gilgit,93060,03336458302
Naveed Mirza,S/O Hussain Gilani,5400023126644,ISB-6097-F,2016,Kia,Sportage,2000,ICT,Islamabad,766000,03459079991
Shazia Jafri,S/O Khalid Cheema,4210110298239,GIL-1219-G,2018,Honda,Civic,2000,Gilgit-Baltistan,Gilgit,698000,03213589358
Fatima Butt,,2130146174932,MZD-1882-F,2005,Honda,BR-V,800,Azad Kashmir,Rawalakot,228000,03032340548
Imran Karim,S/O Tahir Chattha,3520238453831,MZD-1130-K,2011,Toyota,Hilux,1300,Azad Kashmir,Mirpur,392600,03131364540
Syde Sandhu,S/O Sana Hashmi,2130147921841,QTA-7062-S,2015,Mercedes,GLE,4000,Balochistan,Gwadar,1004000,03217853533
Kashif Butt,S/O Salman Naqvi,2130195428924,GIL-6525-L,2011,Kia,Sportage,1500,Gilgit-Baltistan,Gilgit,,03328382505
Nadia Rafiq,S/O Arif Virk,3520249544936,GIL-4346-J,2007,Honda,HR-V,2000,Gilgit-Baltistan,Gilgit,522000,03451838804
نادیہ رضا,S/O Sheikh Nawaz,3520258324449,PES-1083-D,2022,Suzuki,Wagon R,660,KPK,Peshawar,257400,03464052259
Tariq Ahmed,,4210124933731,PES-5678-V,2022,Hyundai,Elantra,2500,KPK,Peshawar,810000,03329538335
Mohammad Akhtar,S/O Naveed Latif,1330246451843,KHI-8486-W,2019,Toyota,Camry,660,Sindh,Nawabshah,169620,
Asma Naqvi,S/O Iqra Chaudhry,5400099387078,KHI-8590-K,2008,Hyundai,Tucson,2000,Sindh,Larkana,776000,03321272937
Rabia Rafiq,S/O Ayesha Bukhari,3520248192764,PES-2822-G,2007,Hyundai,Santa Fe,660,KPK,Mingora,189420,03338569691
Zainab Iqbal,S/O Asma Rizvi,4210170306806,ISB-2803-W,2015,Honda,City,1800,ICT,Islamabad,334800,03213491564
,S/O Amna Tarar,3520273601157,KHI-2135-N,2009,Toyota,Corolla,1000,Sindh,Hyderabad,314000,03334083383
Naeem Naqvi,S/O Shazia Rana,61101-5823279-3,MZD-9390-I,2015,Kia,Picanto,1800,Azad Kashmir,Rawalakot,275400,03339633551
Kamran Rizvi,S/O Fatima Butt,5400039913011,GIL-9826-R,2015,Hyundai,Elantra,800,ICT,Islamabad,308800,03038422596
Muhammad Malik,S/O Mirza Hameed,5400046156093,ISB-8057-P,2018,Toyota,Land Cruiser,1600,KPK,Mingora,364800,03212434624
Syed Cattha,S/O Hussain Rafiq,5400022419758,ISB-7050-V,2011,Toyota,Camry,800,ICT,Islamabad,167200,03003669613
علی حسین,S/O Nadia Ahmed,3520247835958,KHI-450-B,2017,Kia,Sportage,1800,Sindh,Hyderabad,343800,03454903481
Hina Ali,S/O Nadia Bhatti,4210161213531,QTA-1451-Q,2015,Toyota,Camry,2000,Balochistan,Khuzdar,624000,03131014479
Ibrahim Zaidi,S/O Sidra Hashmi,,KHI-3267-J,2012,Honda,CR-V,1600,Sindh,Mirpurkhas,331200,03459787251
Imran Gujjar,S/O Qureshi Gilani,5400046332707,PES-5652-J,2012,BMW,5 Series,3500,KPK,Mardan,665000,03131932404
Sidra Sandhu,S/O Hussain Zaidi,3520250156216,GIL-3683-W,2020,Honda,CR-V,1600,Gilgit-Baltistan,Skardu,550400,03111888165
Kamran Hussain,S/O Chaudhry Mirza,4400084092023,QTA-548-M,2018,Kia,Stonic,1800,Sindh,Nawabshah,351000,03227436397
Asma Raja,S/O Ibrahim Latif,5400014102924,QTA-8118-Z,2022,Kia,Picanto,1800,Balochistan,Khuzdar,498600,03465791535
Ibrahim Virk,S/O Kamran Akhtar,3520231145885,PES-6326-O,2006,Kia,Sportage,1000,KPK,Kohat,129000,03134974417
Chaudhry Butt,S/O Shoaib Bukhari,6110188446781,QTA-5096-P,2006,Kia,Carnival,660,Balochistan,Khuzdar,155760,03461055306
Arif Malik,S/O Maryam Butt,1330240129139,PES-6341-G,2022,Toyota,Yaris,800,KPK,Abbottabad,84000,03338490869
Hussain Ali,S/O Aamir Chaudhry,4400067231295,PES-1128-X,2023,Suzuki,Bolan,1300,KPK,Mingora,247000,03007822839
Imran Rafiq,S/O Usman Karim,5400093741374,ISB-8356-J,2008,Honda,CR-V,660,ICT,Islamabad,97020,03008113716
H. Rana,S/O Rukhsar Iqbal,5400099419744,QTA-2458-R,2020,Toyota,Camry,1500,Balochistan,Turbat,279000,03128291756
Amna Akhtar,S/O Malik Sandhu,6110123989639,KHI-7155-G,2015,Honda,Civic,1300,Sindh,Mirpurkhas,218400,03132454208
Naveed Chattha,S/O Naeem Rana,5400017187765,ISB-1883-C,2023,Hyundai,Tucson,3500,ICT,Islamabad,1172500,03113422695
Rabia Nawaz,S/O Tahir Ali,4210130514646,KHI-4996-I,2006,Mercedes,GLC,2500,Sindh,Karachi,362500,03454958384
Hamid Akhtar,S/O Asma Nawaz,2130140018413,PES-4667-N,2022,Honda,City,1200,KPK,Peshawar,291600,03112214176
Baig Aslam,S/O Ayesha Gondal,3520267273607,GIL-4523-U,2011,Kia,Picanto,3000,Gilgit-Baltistan,Skardu,1059000,
Ahmed Hussain,S/O Baig Hashmi,5400099358075,KHI-8575-L,2022,Honda,HR-V,3500,Sindh,Karachi,493500,03021745848
Chaudhry Qureshi,S/O Noor Nawaz,5400037510541,GIL-5825-Y,2007,Kia,Picanto,1300,Gilgit-Baltistan,Gilgit,227500,03316459171
Baig Nawaz,S/O Naveed Bukhari,5400022354088,LHR-1875-B,2019,Toyota,Camry,800,Punjab,Multan,96000,03119381354
Nadia Bukhhari,S/O Qureshi Hussain,5400090249039,GIL-2696-S,2014,Toyota,Corolla,1800,Gilgit-Baltistan,Skardu,246600,03039713687
Hassan Khan,S/O Ahmed Syed,3520271464004,LHR-4953-W,2007,Suzuki,Jimny,1500,Punjab,Sargodha,319500,03039244416
Syed Rafiq,S/O Asif Tarar,6110170966432,KHI-3040-B,2007,Hyundai,Santa Fe,660,Sindh,Hyderabad,182820,03319590345
Sana Zaidi,S/O Sobia Iqbal,1330226847484,KHI-1641-T,2012,BMW,5 Series,3500,Sindh,Mirpurkhas,1109500,03024283164
Mehwish Malik,S/O عمر شیخ,2130137906114,ISB-8467-R,2005,Suzuki,Swift,660,ICT,Islamabad,163020,03454317899
Faisal Ali,S/O Malik Rana,6110199931608,ISB-223-F,2014,Hyundai,Sonata,1300,ICT,Islamabad,169000,03461740067
Mirza Rafiq,S/O Naeem Ahmed,5400040212419,ISB-741-Z,2016,Suzuki,Wagon R,1200,ICT,Islamabad,295200,03126554797
Imran Baig,S/O Malik Hashmi,4210148481643,PES-7841-N,2017,Suzuki,Wagon R,3000,KPK,Peshawar,1197000,03223600857
Adnan Qureshi,S/O Muhammad Khan,4400028648142,PES-2879-Y,2015,Honda,HR-V,1800,KPK,Peshawar,,03112201368
علی حسین,S/O Asif Karim,2130177302325,QTA-9021-H,2005,Suzuki,Swift,3500,Balochistan,Turbat,801500,03459505390
Baig Butt,S/O Ali Hashmi,1330249235461,GIL-5340-Z,2019,Toyota,Hilux,1000,Balochistan,Quetta,310000,03016193888
Maryam Chattha,S/O Malik Malik,54000-4372878-4,LHR-9896-X,2021,Suzuki,Bolan,1000,Punjab,Sargodha,385000,03028165951
Fatima Ansari,S/O Ayesha Rana,6110146587895,GIL-7974-C,2006,Honda,Civic,1600,Gilgit-Baltistan,Chilas,628800,03008429903
R. Ahmed,,4210133590008,PES-4737-N,2009,Kia,Sportage,2000,KPK,Mardan,772000,03027371211
Sobia Akhtar,S/O Salman Akhtar,4210184205813,GIL-6863-A,2013,Honda,Civic,2500,Gilgit-Baltistan,Chilas,295000,03222519356
Amna Jafri,S/O Rabia Gondal,1330293803626,GIL-7692-J,2007,Kia,Sportage,3000,ICT,Islamabad,1053000,03225187458
Nadia Iqbal,S/O Asma Butt,4210153775295,KHI-5948-K,2020,Kia,Stonic,660,Sindh,Hyderabad,,03328098800
Rabia Hameed,S/O Hina Ansari,,KHI-4864-W,2015,Hyundai,Elantra,800,Sindh,Mirpurkhas,243200,03122740587
I. Malik,S/O Hassan Bukhari,1330282062991,MZD-6605-L,2008,Kia,Carnival,3000,Azad Kashmir,Muzaffarabad,474000,03022666365
Shazia Rafiq,S/O Maryam Aslam,4210127500751,QTA-6193-T,2009,Hyundai,Sonata,660,Balochistan,Khuzdar,184800,03464156161
Uzma Qureshi,S/O Faisal Hameed,6110168532082,MZD-9195-I,2014,Kia,Stonic,3000,Azad Kashmir,Muzaffarabad,780000,03004163608
F. Raja,S/O Faisal Abbasi,2130172689601,GIL-4602-W,2005,Suzuki,Wagon R,1200,Gilgit-Baltistan,Chilas,123600,03133370220
Bushra Gujjar,S/O Khalid Virk,4400086490143,ISB-953-T,2015,Suzuki,Bolan,1600,ICT,Islamabad,420800,03035966782
Hussain Bukhari,S/O Usman Mirza,1330253514517,KHI-4742-B,2019,Hyundai,Sonata,1200,Sindh,Karachi,235200,03224810808
Muhammad Ahmed,S/O Chaudhry Gondal,,MZD-8271-O,2005,Honda,Civic,1300,Azad Kashmir,Mirpur,471900,03027587563
Nadia Aslam,S/O Ahmed Aslam,2130156012986,KHI-6997-X,2023,Honda,City,1000,Sindh,Sukkur,261000,03467278457
Sajid Ansari,S/O Qureshi Bukhari,5400030747103,KHI-2318-E,2007,Kia,Stonic,2000,Sindh,Sukkur,498000,03313585824
Shazia Aslam,S/O Ahmed Naqvi,3520248219988,LHR-338-V,2022,Hyundai,Elantra,1200,Punjab,Lahore,172800,
Malik Naqvi,S/O Sidra Gondal,5400048670042,LHR-6515-V,2011,Hyundai,Elantra,2500,Punjab,Faisalabad,285000,03455533586
Raj aSandhu,S/O Usman Hussain,5400016098315,ISB-7253-G,2006,Honda,Civic,1000,ICT,Islamabad,322000,03139195662
Uzma Hameed,S/O Uzma Gujjar,1330288823868,QTA-1541-F,2023,Kia,Carnival,1600,Balochistan,Gwadar,259200,03338735772
Waseem Sandhu,S/O Fatima Zaidi,1330298986278,MZD-9796-F,2016,Honda,Civic,1300,Azad Kashmir,Muzaffarabad,509600,03033593718
Tahir Hameed,S/O Malik Baig,4210168544192,ISB-3595-A,2010,Kia,Picanto,1600,ICT,Islamabad,201600,03469934490
W. Ansari,S/O Sajid Gilani,2130157485052,LHR-757-J,2009,Toyota,Hilux,2500,Punjab,Lahore,967500,03115510604
O. Iqbal,S/O Mirza Bukhari,4210173534875,PES-1320-F,2021,Toyota,Hilux,660,KPK,Mardan,211860,03027961835
Fatima Syed,S/O Khalid Bukhari,5400032884525,KHI-3147-O,2022,Suzuki,Swift,660,Sindh,Larkana,99000,03021880007
Omar Ahmed,S/O Sana Rizvi,6110115956553,PES-6709-F,2014,Suzuki,Wagon R,1000,KPK,Kohat,358000,03129287729
Rabia Ahmed,S/O Asma Raza,4400089255789,LHR-9388-K,2011,Suzuki,Alto,1500,Punjab,Lahore,441000,03336207315
عمرشیخ,S/O S/O Naeem Baig,5400073947139,PES-5493-B,2018,Honda,City,1600,KPK,Bannu,238400,03458944327
Ali Aslam,,4400013475899,LHR-4127-H,2019,Kia,Stonic,1500,Punjab,Sargodha,237000,03023801816
Mehwish Tarar,S/O Waseem Raza,4210136913666,GIL-5829-H,2013,Audi,A4,3000,Gilgit-Baltistan,Skardu,795000,03211771751
Mohammad Bukhari,S/O Iqra Khan,1330246952753,ISB-1098-C,2019,Honda,City,1000,ICT,Islamabad,251000,03318226291
Qureshi Gjujar,S/O Tariq Chaudhry,4210189952736,GIL-4726-L,2022,Suzuki,Alto,1500,Gilgit-Baltistan,Skardu,450000,03114066614
عائشہ احمد,,1330253522751,MZD-1802-U,2018,Honda,Civic,3000,Azad Kashmir,Muzaffarabad,600000,03019546839
محمد علی,S/O Rukhsar Latif,3520234963911,LHR-6143-V,2017,Toyota,Corolla,800,Punjab,Gujranwala,183200,
Fatima Raja,S/O S/O Kashif Tarar,2130183493999,GIL-8682-B,2008,Honda,CR-V,1000,Gilgit-Baltistan,Chilas,186000,03013830705
Sheikh Nawaz,S/O Omar Chaudhry,4400057738613,GIL-4172-U,2013,Kia,Stonic,2500,Punjab,Rawalpindi,592500,03113074797
Adnan Karim,,3520247329253,PES-1862-M,2021,Kia,Picanto,1200,KPK,Peshawar,470400,
Amna Mirza,S/O Rukhsar Chaudhry,1330267874352,QTA-6098-T,2018,Suzuki,Jimny,1000,Punjab,Lahore,137000,03331316954
Noor Latif,S/O Zainab Hashmi,4210122423878,LHR-4363-W,2008,Suzuki,Jimny,1000,Punjab,Faisalabad,,03016361793
عمر شیخ,S/O Bilal Gilani,3520235007159,QTA-6980-R,2008,Honda,HR-V,800,Balochistan,Turbat,179200,03313484601
Bushra Aslam,S/O Shoaib Jafri,5400064038864,GIL-8991-E,2020,Kia,Carnival,1500,Gilgit-Baltistan,Gilgit,535500,03213385244
Muhammad Chaudhry,S/O Ayesha Jafri,5400020278788,PES-8247-V,2011,Kia,Sportage,1000,KPK,Abbottabad,238000,03024317199
Uzma Ansari,S/O Omar Tarar,2130136053086,KHI-3515-W,2018,Toyota,Corolla,1000,Sindh,Hyderabad,285000,03465295287
Ahmed Hussaain,S/O Noor Latif,4400020902155,PES-7822-C,2009,Hyundai,Elantra,3000,KPK,Kohat,1062000,03328289875
Faisal Chattha,S/O Nadia Gilani,35202-2785812-7,ISB-4516-O,2018,Toyota,Hilux,2500,ICT,Islamabad,550000,03224458774
Uzma Sheikh,S/O Baig Mirza,4210182363214,MZD-1246-E,2010,Honda,City,2500,Azad Kashmir,Rawalakot,527500,03218152934
Hina Raja,S/O Omar Raza,,KHI-4326-O,2020,Kia,Carnival,1500,Sindh,Mirpurkhas,438000,03029842468
H. Tarar,S/O Shazia Baig,1330267003246,GIL-3750-O,2016,Hyundai,Sonata,800,Gilgit-Baltistan,Chilas,291200,03118370514
Shoaib Karim,S/O Chaudhry Latif,5400080020776,MZD-8203-L,2016,Toyota,Corolla,1500,Azad Kashmir,Mirpur,370500,03039151054
Mehwish Virk,S/O Saira Rizvi,4400039431283,MZD-2940-E,2022,Kia,Carnival,2500,Azad Kashmir,Rawalakot,875000,03315669460
Nadia Hashmi,S/O Ibrahim Gondal,6110192569868,QTA-6957-X,2014,Suzuki,Cultus,800,Balochistan,Turbat,204800,03129647735
Kamran Gondal,S/O Bushra Qureshi,1330275397187,ISB-4097-T,2023,Kia,Sportage,3000,ICT,Islamabad,522000,03116679143
Hussain Baig,S/O Asif Zaidi,5400059907162,KHI-7364-G,2023,Suzuki,Cultus,2500,Sindh,Nawabshah,975000,03221473947
Sana Gujjar,S/O Usman Gondal,2130130572107,QTA-2560-N,2022,Honda,HR-V,1200,Balochistan,Khuzdar,200400,03216144087
Mirza Raja,S/O Zubair Baig,2130142536161,LHR-9423-O,2005,Hyundai,Santa Fe,800,Azad Kashmir,Mirpur,279200,03139847042
Mirza Hameed,S/O Sajid Aslam,4400080041179,MZD-8518-L,2018,Audi,A3,4000,Azad Kashmir,Muzaffarabad,608000,03451214253
Asma Bhatti,S/O Syed Baig,6110197444512,QTA-3520-C,2011,Honda,Civic,3000,Balochistan,Gwadar,1128000,03217599302
Chaudhry Akhtar,S/O Naveed Latif,5400076619312,ISB-7372-C,2022,Honda,Civic,660,ICT,Islamabad,137280,03024141723
Hina Nawaz,S/O Muhammad Bukhari,5400061756747,KHI-4568-F,2013,Hyundai,Santa Fe,1800,Sindh,Karachi,367200,03214580053
Asma Zaidi,S/O S/O Ayesha Qureshi,5400029699095,PES-5098-C,2009,Suzuki,Wagon R,800,KPK,Kohat,236000,03217268384
Hashmi Hashmi,S/O محمد علی,4210185569617,MZD-9551-P,2006,Toyota,Land Cruiser,800,Azad Kashmir,Rawalakot,285600,03024239823
Ahmed Latif,S/O Naveed Nawaz,1330271549199,QTA-4097-X,2005,Honda,City,800,Balochistan,Khuzdar,86400,03224666525
Mirza Rizvi,S/O Sana Hameed,4210186737077,MZD-5716-E,2021,Suzuki,Bolan,3000,Azad Kashmir,Rawalakot,312000,03024469681
Zubair Raja,S/O Amna Ahmed,2130142079685,GIL-6513-S,2018,Honda,City,660,Gilgit-Baltistan,Skardu,153780,03318382285
Saa Iqbal,S/O Nadia Rana,3520278389269,MZD-3390-M,2009,Toyota,Land Cruiser,2500,Azad Kashmir,Rawalakot,285000,03019849012
Naveed Ahmed,S/O Uzma Sheikh,6110137787116,ISB-2072-S,2015,Suzuki,Wagon R,3500,KPK,Peshawar,994000,03014567645
Waseem Tarar,S/O Faisal Hussain,5400053362031,MZD-1294-T,2018,Kia,Sportage,1800,Azad Kashmir,Rawalakot,633600,03329559183
Ibrahim Rafiq,,4400078152926,KHI-8684-G,2020,Kia,Sportage,1500,Sindh,Karachi,364500,
Aamir Butt,S/O Waseem Naqvi,6110181529949,LHR-8358-Y,2012,Toyota,Corolla,1000,Punjab,Gujranwala,126000,
Nadia Baig,S/O Raja Gondal,4400065340992,ISB-9593-W,2014,Suzuki,Bolan,1800,ICT,Islamabad,282600,03456041709
Syed Hameed,S/O Usman Rana,5400060317288,KHI-2785-B,2007,Hyundai,Elantra,1300,Punjab,Lahore,240500,03137134914
Tariq Ansari,S/O Rabia Baig,4400055927807,QTA-1177-X,2015,Honda,BR-V,1300,Balochistan,Turbat,496600,03457667408
Noor Jafri,S/O Shazia Iqbal,5400076907243,MZD-9603-G,2019,Honda,Civic,1800,Azad Kashmir,Rawalakot,412200,03021838740
Salman Tarar,S/O S/O Faisal Gilani,6110117038979,GIL-9427-V,2018,Suzuki,Cultus,2000,Gilgit-Baltistan,Gilgit,210000,03006927978
Malik Rafiq,S/O Tahir Mirza,3520259579643,MZD-6217-O,2019,Mercedes,E-Class,3000,Azad Kashmir,Rawalakot,714000,03323305951
Sajid Khan,S/O Usman Khan,1330215234481,QTA-9257-C,2012,Kia,Stonic,2500,Balochistan,Hub,870000,03118466878
Asma Chaudhry,S/O S/O احمد خان,5400048960089,GIL-8068-N,2007,Kia,Stonic,1800,Gilgit-Baltistan,Chilas,518400,03133949245
Uzma Nawaz,S/O Ibrahim Latif,1330225034258,KHI-407-X,2022,BMW,X6,3500,Sindh,Hyderabad,976500,03118467845
Ahmed Jafri,S/O Uzma Nawaz,6110141640794,QTA-6568-K,2013,Honda,BR-V,2500,Balochistan,Quetta,455000,03012106570
Mehwish Qureshi,S/O Mirza Hashmi,1330298876354,MZD-1639-H,2019,Suzuki,Alto,2000,Azad Kashmir,Muzaffarabad,206000,03111490031
Mirza Jafri,S/O Qureshi Rana,3520263292427,MZD-6085-V,2014,Kia,Sportage,1200,Azad Kashmir,Mirpur,452400,03014583996
Salman Malik,S/O Syed Tarar,21301-1045098-3,PES-6840-C,2019,Honda,Civic,800,KPK,Abbottabad,160000,03021930087
,S/O Hamid Raja,4400014944738,PES-4040-L,2021,Toyota,Hilux,2500,KPK,Mingora,850000,03113127581
Saira Hussain,S/O Iqra Malik,6110175498502,ISB-1926-H,2006,Honda,BR-V,2000,ICT,Islamabad,556000,03335091641
Waseem Rafiq,S/O S/O Waseem Nawaz,5400038385541,ISB-3981-Z,2016,Suzuki,Alto,2000,ICT,Islamabad,686000,03016369404
Nadia Cheema,S/O Imran Gilani,6110140357879,LHR-1611-V,2022,Hyundai,Tucson,660,Punjab,Gujranwala,262020,03128768782
Iqra Gujjar,S/O Mirza Sheikh,6110183734581,MZD-9964-B,2022,Hyundai,Elantra,660,Azad Kashmir,Muzaffarabad,97680,03317360505
Adnan Gujjar,S/O ابراہیم ملک,2130190656266,MZD-5936-D,2014,Honda,Civic,1800,Azad Kashmir,Muzaffarabad,325800,03128531332
Qureshi Hashmi,S/O Naveed Naqvi,3520262234339,GIL-277-G,2016,Suzuki,Swift,1800,Gilgit-Baltistan,Skardu,450000,03328614650
Mohammad Tarar,S/O Arif Ahmed,4210140943105,PES-7549-W,2012,Toyota,Corolla,2000,KPK,Peshawar,672000,03339207919
Aamir Hameed,S/O Baig Rafiq,6110160848246,PES-5127-U,2020,Toyota,Land Cruiser,1000,KPK,Mardan,338000,03036124211
Mirza Rafiq,S/O Sidra Sandhu,6110191580402,QTA-9033-M,2016,Hyundai,Santa Fe,800,Balochistan,Hub,272800,03035060497
Maryam Jafri,S/O Fatima Gujjar,2130132974776,QTA-2466-X,2007,Hyundai,Santa Fe,2500,Balochistan,Quetta,,03331871401
Amna Ali,S/O Fatima Abbasi,2130199243478,ISB-1237-E,2022,Toyota,Corolla,2000,ICT,Islamabad,506000,03131149424
Waseem Chaudhry,S/O Baig Abbasi,,PES-7965-G,2023,Honda,Civic,1500,KPK,Peshawar,486000,03451984126
Raja Bukhari,S/O Ayesha Hashmi,1330286325789,MZD-2108-W,2013,Honda,Civic,1000,Balochistan,Quetta,121000,03033937702
Bushra Naqvi,S/O Iqra Gilani,4210170559664,MZD-6603-L,2023,Honda,Civic,1600,Azad Kashmir,Muzaffarabad,459200,03017692591
Rabia Virk,S/O Arif Hussain,3520230672748,GIL-2886-J,2021,Toyota,Corolla,1300,Gilgit-Baltistan,Gilgit,399100,03029368955
N. Sandhu,S/O Imran Zaidi,5400087479121,MZD-8206-Q,2006,Hyundai,Tucson,1200,Azad Kashmir,Rawalakot,177600,03016341948
Hashmi Gilani,S/O Sajid Iqbal,4210146477157,GIL-8414-O,2016,Kia,Picanto,3000,Gilgit-Baltistan,Gilgit,699000,
Hamid Gujjar,S/O Ahmed Tarar,5400054957436,ISB-4277-N,2012,Honda,City,1300,ICT,Islamabad,497900,03121993142
H. nsari,S/O Sobia Latif,4210179903506,LHR-7625-D,2022,Hyundai,Sonata,1500,Punjab,Gujranwala,241500,03028291432
Arif Chaudhry,S/O Rabia Ahmed,1330228149866,LHR-661-H,2022,Hyundai,Santa Fe,2500,Punjab,Bahawalpur,537500,03039528917
B. Latif,S/O Khalid Zaidi,6110187211929,LHR-6653-J,2019,Hyundai,Elantra,1300,Punjab,Bahawalpur,284700,03121243849
Sidra Cheema,S/O Ayesha Abbasi,5400014378041,LHR-3983-U,2011,Kia,Picanto,800,Balochistan,Turbat,155200,03459665768
Ali Raza,S/O Sobia Gilani,5400027331442,KHI-6234-F,2022,Honda,HR-V,660,Sindh,Mirpurkhas,207900,03127886706
Naveed Khan,S/O Fatima Tarar,4210165034024,GIL-4562-X,2020,Kia,Stonic,800,Gilgit-Baltistan,Chilas,302400,03212187357
Sheikh Rana,S/O S/O Uzma Mirza,2130120725959,MZD-2738-H,2016,Honda,CR-V,1200,Azad Kashmir,Rawalakot,476400,03454480664
Asif Latif,S/O Uzma Gujjar,4400035887698,LHR-8772-Y,2020,Suzuki,Swift,1500,Punjab,Faisalabad,561000,03011340111
Zainab Ahmed,S/O Ayesha Virk,4400080206767,QTA-5443-C,2010,Mercedes,GLC,2000,Balochistan,Gwadar,722000,03124441993
,S/O Zainab Chattha,4400091028571,ISB-3264-Z,2007,Suzuki,Bolan,660,ICT,Islamabad,213180,03312554516
,S/O Shazia Ansari,4210163843697,KHI-4263-E,2019,Kia,Carnival,800,Sindh,Hyderabad,112000,03018420036
Tariq Gilani,S/O Rabia Abbasi,3520294623416,LHR-5003-T,2008,Hyundai,Santa Fe,1200,Punjab,Rawalpindi,122400,
صنا ملک,S/O Hussain Hashmi,5400057733425,MZD-4808-M,2007,Suzuki,Jimny,1500,Azad Kashmir,Mirpur,199500,03024360057
محمد احمد,S/O Bilal Ansari,5400060659088,PES-8681-F,2010,Suzuki,Wagon R,2500,KPK,Mingora,490000,03212707282
Hamid Gondal,S/O Baig Syed,1330259495354,KHI-9387-Y,2012,Honda,HR-V,3000,Sindh,Larkana,351000,03226387876
