Name,Father_Name,CNIC,Annual_Recharge_Amount,Phone_Number,City,Province
Ayesha Abbasi,S/O Chaudhry Sheikh,3520267896203,199816,03215746883,Chilas,Gilgit-Baltistan
Naeem Ali,S/O Ali Gilani,1330244819593,29365,03121806532,Mingora,KPK
Zainab Mirza,S/O Zainab Raja,1330234791507,6566,03008867865,Chilas,Gilgit-Baltistan
Shoaib Hashmi,S/O Muhammad Chattha,4210196364017,9747,03011526788,Larkana,Sindh
Shazia Rafiq,S/O Sobia Aslam,,111087,03222140205,Gujranwala,Punjab
Waseem Rana,S/O Faisal Karim,6110162793811,10308,03229315744,Mardan,KPK
Shazia Gilani,S/O احمد خان,5400053317633,50165,03133715584,Gwadar,Balochistan
Maik Nawaz,S/O Rizwan Nawaz,4400063715401,17065,03028482476,Quetta,Balochistan
Waseem Rana,S/O احمد خان,4210155393412,3649,03131734109,Bahawalpur,Punjab
Noor Nawaz,S/O Naveed Malik,5400040980235,,03137513336,Nawabshah,Sindh
Waseem Virk,S/O Salman Rana,4400068732799,59579,03336810876,Skardu,Gilgit-Baltistan
Syed Aslam,S/O Mohammad Syed,1330248028923,15347,03133593008,Hub,Balochistan
Faisal Gilani,S/O Aamir Ansari,2130132535309,97865,03325539716,Quetta,Balochistan
Adnan Zaidi,S/O Mohammad Gujjar,3520252755545,37355,03225318168,Lahore,Punjab
Baig Cheema,S/O Khalid Ahmed,,108191,03125992185,Mardan,KPK
Tariq Nawaz,S/O Waseem Bhatti,1330288474424,160767,03026802014,Islamabad,ICT
Khalid Gilani,S/O Hamid Cheema,5400044386215,37157,03036867367,Islamabad,ICT
Mohammad Hashmi,S/O Maryam Aslam,4210175791463,16486,03039425502,Skardu,Gilgit-Baltistan
Sajid Rafiq,S/O Mirza Gondal,4210163721269,126154,03019205790,Chilas,Gilgit-Baltistan
Faisal Chattha,S/O Nadia Gilani,3520227858127,241695,03224458774,Islamabad,ICT
Sajid Butt,S/O Bilal Gilani,6110141398969,25744,03316756203,Muzaffarabad,Azad Kashmir
Omar Bukhari,S/O Raja Sandhu,3520244618965,31811,03016969048,Mirpur,Azad Kashmir
Uzma Qureshi,S/O Faisal Hameed,,452637,03004163608,Muzaffarabad,Azad Kashmir
Uzma Tarar,S/O محمد حسن,4210162036886,8316,03458634413,Chilas,Gilgit-Baltistan
Asif Ahmed,S/O Arif Gujjar,4400023350022,5864,03214842066,Khuzdar,Balochistan
Shazia Ahmed,S/O Zainab Rafiq,5400049050041,76333,03219794628,Lahore,Punjab
Faisal Chattha,S/O Bilal Hussain,,5984,03136473120,Faisalabad,Punjab
Noor Malik,S/O Asif Naqvi,1330238945385,122780,03463048575,Mingora,KPK
Shazia Baig,S/O Tariq Akhtar,1330227038403,31275,03138601139,Bahawalpur,Punjab
Asma Naqvi,S/O مریم چودھری,6110194823715,33428,03039186848,Karachi,Sindh
Zainab Akhtar,S/O Adnan Syed,5400062450242,23459,03217178098,Islamabad,ICT
عمر شیخ,S/O Kashif Nawaz,4400017528698,108645,03016177530,Mardan,KPK
Mehwish Gujjar,S/O Rizwan Nawaz,2130113565497,7020,03323544001,Skardu,Gilgit-Baltistan
Arif Chattha,,3520284313374,17608,03221830765,Bannu,KPK
Asif Raja,S/O Shazia Bukhari,4400076280727,58076,03126425211,Turbat,Balochistan
Saira Raja,S/O Sajid Gondal,2130199578001,31227,03225767347,Peshawar,KPK
Sobia Sheikh,S/O Rukhsar Abbasi,6110127317268,3985,03006687221,Mardan,KPK
Khalid Hussain,S/O Malik Iqbal,1330286224464,22734,03031017764,Karachi,Sindh
Waseem Cheema,S/O Raja Akhtar,2130170081318,34687,,Nawabshah,Sindh
Fatima Chaudhry,S/O Imran Bhatti,6110140448827,95982,03216837817,Khuzdar,Balochistan
Rizwan Aslam,S/O S/O Asma Aslam,1330216156758,3657,03469633492,Sialkot,Punjab
Sheikh Nawaz,S/O Adnan Syed,4400037938003,9132,03016499395,Skardu,Gilgit-Baltistan
Kashif Abbasi,S/O Qureshi Raja,,878,03317598776,Gilgit,Gilgit-Baltistan
Hassan Nawaz,,2130169776854,55692,03322740079,Nawabshah,Sindh
Bushra Qureshi,S/O Fatima Jafri,1330245286076,24061,03323161704,Mardan,KPK
Syed Hameed,S/O Usman Rana,5400060317288,1899,03338077883,Sukkur,Sindh
Adnan Zaidi,S/O Sheikh Ahmed,4210185955624,36354,03007131372,Gilgit,Gilgit-Baltistan
صنا ملک,S/O Bushra Cheema,3520223626953,27658,03113392501,Abbottabad,KPK
Hussain yed,S/O Ayesha Naqvi,3520275916814,3846,03007716334,Karachi,Sindh
KamranB ukhari,S/O Noor Qureshi,4210168551809,43421,03463574192,Mirpur,Azad Kashmir
Syed Tarar,S/O Usman Rana,6110170724905,18204,03224767003,Islamabad,ICT
Mohammad Ahmed,S/O Amna Akhtar,6110165703192,23556,03122354996,Rawalpindi,Punjab
Fatima Tarar,S/O S/O Raja Gujjar,4210124074203,104691,03454899524,Hub,Balochistan
Mehwish Mirza,S/O Sajid Gujjar,3520262572214,35508,03221426752,Rawalpindi,Punjab
محمد حسن,S/O Omar Aslam,3520292526618,35146,03005124342,Muzaffarabad,Azad Kashmir
محمد حسن,S/O Waseem Latif,4210128931694,59308,03025019776,Bannu,KPK
Faisal Malik,S/O Ibrahim Qureshi,4210133829036,16636,03228433649,Mingora,KPK
مریم چودھری,S/O Tariq Aslam,,67390,03133641461,Mirpur,Azad Kashmir
Fatima Malik,S/O Rizwan Abbasi,3520213054416,58551,03321758131,Mirpurkhas,Sindh
Arif Latif,S/O Amna Tarar,3520274598163,23559,03321449848,Chilas,Gilgit-Baltistan
,S/O Syed Sandhu,3520237838296,10441,03135612679,Sialkot,Punjab
Naveed Hussain,S/O Naeem Gujjar,6110116422559,4507,03116078724,Islamabad,ICT
Ali Iqbal,S/O Khalid Hashmi,2130171413365,71590,03464510092,Islamabad,ICT
Faisal Raza,S/O Shazia Bhatti,5400049017219,256318,03455502245,Lahore,Punjab
مریم چودھری,S/O Asma Hussain,6110181850975,94254,03017307818,Islamabad,ICT
Tahir Hashmi,S/O Rizwan Bhatti,5400048359576,604039,,Mirpur,Azad Kashmir
Asma Rana,S/O Asma Chattha,13302-2869311-9,4575,03135474855,Islamabad,ICT
Bilal Raja,S/O Waseem Hussain,1330292315969,65828,03117088410,Mirpur,Azad Kashmir
Imran Bukhari,S/O Ahmed Gondal,6110197977501,35624,03121870268,Skardu,Gilgit-Baltistan
,S/O Sajid Malik,4210154080727,648781,03033320821,Gilgit,Gilgit-Baltistan
Hussain Cheema,S/O Mehwish Mirza,6110169850469,20540,03112927778,Quetta,Balochistan
Aamir Tarar,S/O Saira Rafiq,1330296672263,15150,03039822242,Mirpur,Azad Kashmir
Zainab Rizvi,S/O Faisal Khan,5400056254982,40630,03459397114,Islamabad,ICT
Sobia Aslam,S/O Noor Rizvi,2130158474502,215002,03112187967,Bahawalpur,Punjab
Malik Naqvi,S/O Qureshi Naqvi,3520285411057,60189,03333400540,Peshawar,KPK
Raja Virk,S/O Bushra Bukhari,6110192182601,25632,03018115297,Chilas,Gilgit-Baltistan
Mehwish Rana,S/O Baig Bukhari,2130167940476,59392,03119892515,Larkana,Sindh
Syed Sheikh,S/O علی حسین,2130133576095,9625,,Mirpur,Azad Kashmir
Qureshi Ansari,S/O Kamran Mirza,2130164839709,76295,,Abbottabad,KPK
Tahir Bhatti,S/O Zubair Gilani,6110121003085,94612,03228026853,Kohat,KPK
Sana Aslam,S/O Adnan Abbasi,5400037060589,23840,03032616672,Sialkot,Punjab
Syed Syed,S/O Zainab Aslam,44000-6630115-3,102098,03225980279,Bahawalpur,Punjab
Asma Tarar,S/O Sana Nawaz,6110183707675,69130,03455066680,Khuzdar,Balochistan
Naveed Chattha,S/O Rizwan Aslam,,1514,03223290229,Sialkot,Punjab
Uzma Tarar,S/O Sajid Latif,,8541,03315306508,Gilgit,Gilgit-Baltistan
Faisal Raza,S/O Kashif Ahmed,6110176465503,9290,03007147324,Hub,Balochistan
Nadia Bukhari,S/O Usman Hameed,2130175061962,11535,03319742683,Gwadar,Balochistan
Hamid Iqbal,S/O Fatima Rizvi,44000-6953373-6,75690,03006798417,Rawalpindi,Punjab
Chaudhry Nawaz,S/O Hassan Zaidi,1330284688262,21975,03467005668,Muzaffarabad,Azad Kashmir
Hina Zaidi,S/O محمد حسن,2130158753429,83263,03227351367,Rawalakot,Azad Kashmir
Sobia Gilani,S/O Fatima Baig,4400022082017,10992,03028273871,Bahawalpur,Punjab
Tariq Gilani,S/O Hassan Sandhu,3520214231171,33086,03021372186,Muzaffarabad,Azad Kashmir
Naveed Jafri,S/O Zubair Rizvi,2130175199775,21077,03215730805,Karachi,Sindh
مریم چودھری,S/O Faisal Raja,2130149184138,11919,03029331590,Bannu,KPK
Mehwish Hashmi,S/O Shazia Akhtar,1330289797086,46700,03458137060,Peshawar,KPK
Mohammad Raja,S/O مریم چودھری,4210160055691,39025,03022263661,Hub,Balochistan
Baig Hussain,S/O Sajid Abbasi,2130128563834,20218,03035722003,Islamabad,ICT
Zubair Qureshi,S/O Hassan Gondal,1330246647232,22293,03019835919,Skardu,Gilgit-Baltistan
Bushra Chaudhry,S/O Rabia Malik,1330211703557,73138,03125731781,Sukkur,Sindh
Maryam Raza,S/O Bilal Gujjar,3520247295147,54691,03215663234,Hyderabad,Sindh
Ayesha Raza,S/O Aamir Gilani,3520255313765,2170,03219990857,Islamabad,ICT
Kamran Hameed,S/O Mirza Nawaz,6110136708191,206846,03328942696,Rawalakot,Azad Kashmir
Kamran Karim,S/O Sajid Rana,5400070281758,117480,03227217678,Gilgit,Gilgit-Baltistan
Rizwan Abbasi,S/O Uzma Hashmi,5400034388559,16718,03338235722,Mingora,KPK
Noor Iqbal,S/O مریم چودھری,5400074787335,17984,03116074298,Chilas,Gilgit-Baltistan
Muhammad Karim,S/O Usman Malik,6110137199918,2689,03326289657,Mirpur,Azad Kashmir
Hamid Hussain,S/O Tariq Aslam,44000-2073954-5,40931,03321495353,Multan,Punjab
Sobia Chaudhry,S/O Rukhsar Mirza,1330246510027,108687,03213759489,Gujranwala,Punjab
نادیہ رضا,S/O Hamid Rafiq,1330225999435,5550,03317401281,Sialkot,Punjab
Amna Akhtar,S/O Chaudhry Ahmed,3520282478644,116709,03214667999,Mirpur,Azad Kashmir
Tariq Butt,,4400078967079,8864,03112869340,Nawabshah,Sindh
Ibrahim Qureshi,S/O Omar Aslam,4400033722207,163413,03322404566,Skardu,Gilgit-Baltistan
Rukhsar Aslam,S/O Sobia Naqvi,4210171641484,25081,03226660977,Rawalakot,Azad Kashmir
Ibrahim Qureshi,S/O Bilal Akhtar,6110154080707,29913,03329982950,Skardu,Gilgit-Baltistan
Rabia Sandhu,S/O Maryam Mirza,4400084167957,23234,03008111802,Islamabad,ICT
Ibrahim Virk,S/O Kamran Akhtar,3520231145885,8047,03134974417,Kohat,KPK
Rabia Mirza,S/O Hassan Hameed,5400075672221,49655,03001174089,Kohat,KPK
Rabia Raza,S/O Uzma Gondal,1330263096583,,03221237753,Peshawar,KPK
Aamir Bhatti,S/O عائشہ احمد,1330211210979,838800,03137622840,Chilas,Gilgit-Baltistan
Hamid Cheema,S/O Faisal Hashmi,3520262133876,8054,03458433918,Kohat,KPK
Uzma Rizvi,S/O Sana Tarar,,33413,03327548922,Mirpur,Azad Kashmir
Bushra Bhatti,S/O Naveed Akhtar,3520221342818,16947,03454130061,Islamabad,ICT
Arif Gilani,S/O Iqra Karim,4400058139584,1985,03226193838,Turbat,Balochistan
Bushra Hameed,S/O Sana Chattha,5400089508851,15589,03001971271,Islamabad,ICT
Arif Gondal,S/O Malik Jafri,5400032775728,23350,03128758960,Islamabad,ICT
Khalid Karim,S/O Fatima Raja,4400077854378,113451,03013050009,Chilas,Gilgit-Baltistan
Hashmi Iqbal,S/O Mirza Chaudhry,5400036351952,7353,03452854857,Skardu,Gilgit-Baltistan
ندایہ رضا,S/O Bilal Gilani,13302-5641923-1,398694,03025394880,Hub,Balochistan
Imran Hameed,S/O Naeem Qureshi,4210155352705,,03127103429,Quetta,Balochistan
Malik Nawaz,S/O Rizwan Chattha,1330243754095,30127,03215301840,Sargodha,Punjab
صنا ملک,S/O Fatima Tarar,6110166684923,1031,03317820513,Hub,Balochistan
Mehwish Aslam,S/O Adnan Khan,1330227832429,59375,03026031079,Gwadar,Balochistan
Waseem Jafri,S/O Mehwish Iqbal,1330287432981,5590,03452418894,Mirpur,Azad Kashmir
Waseem Chattha,S/O Salman Akhtar,5400030992323,5647,03452451359,Abbottabad,KPK
Sheikh Sandhu,S/O Zainab Virk,,160958,03318140130,Islamabad,ICT
Kamran Rafiq,S/O Syed Ali,2130114158463,4286,03455163555,Gilgit,Gilgit-Baltistan
Rizwan Akhtar,S/O Sana Aslam,6110174738336,8153,03137495256,Bahawalpur,Punjab
نادیہ رضا,,6110178716054,181503,03133018711,Skardu,Gilgit-Baltistan
Qureshi Hashmi,S/O Qureshi Gujjar,5400045853149,1937,03322422633,Skardu,Gilgit-Baltistan
Salman Rafiq,S/O Khalid Latif,4210196603055,164501,03135205572,Karachi,Sindh
Sheikh Virk,S/O Rizwan Ali,2130143706447,36019,03468500362,Mingora,KPK
Hamid Malik,S/O Asma Zaidi,2130149868879,10833,03022866355,Bahawalpur,Punjab
Iqra Syed,S/O Iqra Chattha,1330251986765,,03221275536,Skardu,Gilgit-Baltistan
Kashif Sheikh,S/O Amna Tarar,3520273601157,30787,03334083383,Hyderabad,Sindh
نادی رضا,S/O Sobia Tarar,5400019336608,51301,03327469859,Bahawalpur,Punjab
Sidra Khan,S/O Waseem Akhtar,5400018976619,4679,03035264203,Rawalpindi,Punjab
Ali Ali,S/O Syed Latif,2130189877226,6749,03033951202,Mirpurkhas,Sindh
,S/O Waseem Akhtar,4210164127592,43909,03334384915,Chilas,Gilgit-Baltistan
Nadia Ali,S/O Sheikh Latif,6110149215532,48210,03129202555,Gwadar,Balochistan
Shazia Jafri,S/O Arif Rafiq,4210147682556,25724,03136511711,Islamabad,ICT
Maryam Tarar,S/O Nadia Butt,5400054856491,5509,03217240708,Skardu,Gilgit-Baltistan
Bilal Virk,S/O Arif Qureshi,2130187404548,28735,03329833191,Islamabad,ICT
فاطمہ خان,S/O Arif Rizvi,1330238736612,29472,03329752714,Islamabad,ICT
Qureshi Butt,S/O Hina Chaudhry,2130140992541,9948,03123475088,Islamabad,ICT
Sidra Ali,S/O S/O Salman Raja,2130141581346,1965,03456761929,Islamabad,ICT
Uzma Virk,S/O Kashif Ahmed,1330253472374,20889,03039652424,Bannu,KPK
Maryam Rana,S/O Sidra Ali,3520251564498,9877,03313663319,Islamabad,ICT
Hashmi Raza,S/O Rizwan Nawaz,5400051404794,12688,03321474058,Abbottabad,KPK
Amna Latif,S/O Fatima Virk,4400028776492,21081,03027815765,Islamabad,ICT
Baig Cheema,S/O Khalid Ahmed,4210136711151,28695,03125992185,Mardan,KPK
Mehwish Butt,S/O Muhammad Gujjar,3520220571365,3924,03035484288,Multan,Punjab
Waseem Virk,S/O Bilal Naqvi,,27480,03332555332,Sukkur,Sindh
Ahmed Baig,S/O Khalid Bukhari,3520257038789,24763,03466276177,Nawabshah,Sindh
Mohammad Karim,S/O Mehwish Rizvi,4400012274085,38100,03326574088,Gilgit,Gilgit-Baltistan
Sidra Akhtar,S/O Sheikh Gilani,2130132865829,55833,03328557629,Bahawalpur,Punjab
Imran Cheema,S/O Zubair Naqvi,6110192410818,130168,03327980598,Islamabad,ICT
Baig Latif,S/O Uzma Qureshi,4210138337038,6681,03028239828,Lahore,Punjab
Hussain Mirza,S/O Malik Akhtar,4210148464836,20159,03229637783,Gilgit,Gilgit-Baltistan
Saira Gondal,S/O Iqra Gondal,2130124903452,26749,03018961562,Mardan,KPK
Aamir Mirza,S/O Sidra Naqvi,42101-9436911-3,17737,03131557952,Muzaffarabad,Azad Kashmir
Hina Rana,S/O Adnan Tarar,4400011666329,34070,03469342479,Hyderabad,Sindh
Saira Akhtar,S/O Qureshi Akhtar,5400050671882,13793,03317819007,Faisalabad,Punjab
Shazia Tarar,S/O Faisal Gujjar,4400065465456,52653,03225680249,Rawalakot,Azad Kashmir
ابراہیم ملک,S/O Asma Gujjar,4400080220498,11678,03314013728,Sialkot,Punjab
Syed Ali,S/O Tahir Khan,4210152106565,66519,03454913592,Sialkot,Punjab
Saira Iqbal,S/O Tariq Raja,1330244880364,60966,03223970974,Chilas,Gilgit-Baltistan
Sidra Ali,S/O S/O Salman Raja,2130141581346,1642,03456761929,Islamabad,ICT
Hashmi Ali,S/O زینب علی,1330269835109,120205,03452829215,Bannu,KPK
Aamir Naqvi,S/O S/O Imran Nawaz,2130139342179,14327,03119230660,Hub,Balochistan
Zubair Virk,S/O Muhammad Bukhari,4210131536643,12371,03217209351,Islamabad,ICT
Usman Virk,S/O Saira Raza,5400092609376,289582,03138524656,Sargodha,Punjab
Bushra Ahmed,S/O Hina Cheema,1330296359475,7195,03113590809,Khuzdar,Balochistan
Muhammad Aslam,S/O Muhammad Latif,6110123504177,,03134036981,Khuzdar,Balochistan
,S/O Khalid Tarar,4400094771854,19260,03461686830,Sialkot,Punjab
Hashmi Cheema,S/O Sobia Gujjar,4400048131471,78362,03117550091,Rawalpindi,Punjab
Hussain Aslam,S/O Bushra Sandhu,1330253270973,47897,03112895922,Bannu,KPK
احمد خان,S/O Ali Gilani,6110163317321,77039,03003196676,Rawalakot,Azad Kashmir
Asma Khan,S/O Aamir Chaudhry,6110185392117,187210,03124218743,Chilas,Gilgit-Baltistan
Sheikh Rana,S/O Faisal Hussain,4210179726504,24200,03228039553,Hyderabad,Sindh
Shoaib Ali,S/O Chaudhry Naqvi,4400084444906,3228,03227960756,Gujranwala,Punjab
Mirza Ansari,S/O Sidra Qureshi,2130114265428,8471,03131825678,Mirpurkhas,Sindh
Arif Ahmed,S/O Adnan Rana,4210123042215,40951,03333115310,Sargodha,Punjab
احمد خان,S/O صنا ملک,5400055605333,343946,03035731598,Chilas,Gilgit-Baltistan
Naveed uGjjar,S/O Ayesha Gondal,4400073343484,83956,03007211871,Bannu,KPK
Mirza Mirza,S/O Rukhsar Sheikh,3520213187356,8715,03227395704,Mirpurkhas,Sindh
Chaudhry Gilani,S/O Muhammad Sandhu,5400015537748,214592,03451658042,Skardu,Gilgit-Baltistan
Nadia Rizvi,S/O Zubair Akhtar,5400029720447,128042,03463723046,Turbat,Balochistan
Naveed Cheema,S/O Ayesha Syed,1330266624215,28306,03329147623,Islamabad,ICT
,S/O Sobia Baig,4210187070319,7517,03331136909,Sukkur,Sindh
Sobia Butt,S/O Qureshi Rana,6110113113942,55927,03217741889,Islamabad,ICT
Asif Rafiq,S/O Kashif Syed,5400099048499,75519,03038255176,Islamabad,ICT
Mehwish Iqbal,S/O Ahmed Hashmi,1330296938237,7856,03037118669,Chilas,Gilgit-Baltistan
محمد احمد,S/O Faisal Nawaz,1330211341338,126933,03015933512,Rawalakot,Azad Kashmir
Hashmi Abbasi,S/O Chaudhry Gondal,2130163236089,69454,03452631588,Islamabad,ICT
Zainab Virk,S/O Iqra Sheikh,6110148585318,9995,03004461031,Islamabad,ICT
Khalid Hameed,S/O Shoaib Iqbal,6110174657272,21788,03333557449,Muzaffarabad,Azad Kashmir
Maryam Bhatti,S/O Salman Jafri,4210155237957,23876,03023451220,Karachi,Sindh
Tariq Sandhu,,2130145001448,,03332868367,Khuzdar,Balochistan
Kamran Raja,S/O Fatima Bukhari,3520270932512,7858,03034713450,Gilgit,Gilgit-Baltistan
Ali Chaudhry,S/O Ahmed Sandhu,4400045920845,7346,03136738129,Chilas,Gilgit-Baltistan
Khalid Iqbal,S/O Zubair Jafri,,12774,03025093130,Chilas,Gilgit-Baltistan
Adnan Bhatti,,2130130918043,20937,03034068301,Gilgit,Gilgit-Baltistan
Mehwish Rizvi,S/O Hussain Butt,,8709,03457312675,Bannu,KPK
Arif Nawaz,S/O Bilal Gondal,1330286794673,58664,03219949770,Muzaffarabad,Azad Kashmir
Syed Syed,S/O Rabia Jafri,,36759,03212018467,Quetta,Balochistan
Sheikh Ali,S/O Adnan Chaudhry,6110166149503,2492,03129585231,Rawalakot,Azad Kashmir
Syed Rizvi,S/O Malik Qureshi,2130151763256,5787,03464937181,Mirpur,Azad Kashmir
Hashmi Hashmi,S/O Omar Butt,1330225610375,7626,03023105758,Islamabad,ICT
Hassan Ansari,S/O Faisal Sheikh,4210160349834,39724,03223387175,Hub,Balochistan
Usman Baig,S/O Bilal Ansari,3520240331274,47505,03025917741,Mirpur,Azad Kashmir
Sajid Aslam,S/O Hassan Khan,6110126780518,473752,03132800796,Gujranwala,Punjab
Arif Ansari,S/O Maryam Ali,5400056421931,148422,03005610990,Sialkot,Punjab
Raja Chaudhry,S/O Rabia Chattha,5400090005129,13379,03138033863,Islamabad,ICT
Raja Gujjar,S/O Ayesha Cheema,3520282380618,50196,03034505928,Hyderabad,Sindh
Syed Latif,S/O Maryam Syed,2130189919581,123953,03218654021,Hub,Balochistan
محمد علی,S/O Nadia Chattha,2130191186043,138445,03026833165,Islamabad,ICT
Sidra Latif,,4210130709863,124139,03019540224,Gilgit,Gilgit-Baltistan
Zainab Chaudhry,S/O Sana Chaudhry,4400091822246,7154,03123006090,Islamabad,ICT
Arif Ali,S/O Noor Virk,5400083259205,34002,03036304667,Bahawalpur,Punjab
Naeem Tarar,S/O Asif Sandhu,4400083611705,7497,03221710399,Sialkot,Punjab
Naveed Hussain,S/O Naeem Gujjar,6110116422559,7029,03116078724,Islamabad,ICT
Omar Karim,S/O Arif Mirza,2130162564631,38111,03459894670,Rawalakot,Azad Kashmir
Ayesha Karim,S/O Faisal Khan,2130110604575,30188,03211886805,Quetta,Balochistan
Zubair Zaidi,S/O S/O Ayesha Sheikh,2130165585796,796,03462194801,Kohat,KPK
Faisal Latif,S/O Asif Virk,2130137687948,7339,03028158195,Bannu,KPK
Naeem Rana,S/O Usman Gondal,1330218660011,12286,03132664581,Skardu,Gilgit-Baltistan
Khalid Raja,S/O Zubair Syed,5400091264603,14847,03456291094,Abbottabad,KPK
Zubair Gujjaar,S/O Naeem Gondal,4400092428608,7267,03122483731,Khuzdar,Balochistan
Sobia Sheikh,S/O Waseem Zaidi,1330220757759,3781,03008199045,Gujranwala,Punjab
Bilal Rizvi,S/O Sana Gondal,4210110133145,10116,03015239450,Mardan,KPK
Waseem Tarar,S/O Faisal Hussain,5400053362031,17289,03329559183,Rawalakot,Azad Kashmir
Rukhsar Akhtar,S/O Noor Karim,4210188358345,,03015334647,Chilas,Gilgit-Baltistan
Hassan Hameed,S/O Ibrahim Raza,2130144962879,,03023029023,Faisalabad,Punjab
Raja Abbasi,S/O Mohammad Chattha,4210192220854,18485,03111957514,Larkana,Sindh
Maryam Qureshi,S/O Usman Gilani,4400048979383,11458,03453622039,Sukkur,Sindh
Qureshi Rafiq,S/O Kashif Ali,4210147189004,26922,03126700102,Islamabad,ICT
Hamid Gujjar,S/O Ahmed Cheema,2130127268524,2060,03313616808,Gilgit,Gilgit-Baltistan
Hassan Gujjar,S/O Shoaib Hussain,3520270871558,4305,03114895119,Abbottabad,KPK
Arif Ahmed,S/O Omar Tarar,1330257777642,,03137423351,Sialkot,Punjab
Ali Raja,S/O Mirza Baig,1330280251906,40091,03136603625,Islamabad,ICT
Asma Bukhari,S/O Salman Gondal,6110155291249,1315,03221052235,Larkana,Sindh
Mehwish Rafiq,S/O Zubair Rizvi,5400097070875,349505,03336745242,Abbottabad,KPK
Baig Qureshi,S/O Muhammad Mirza,2130172969533,154348,03009962738,Larkana,Sindh
Khalid Raja,S/O Sana Qureshi,1330219264992,73047,03465749893,Gwadar,Balochistan
Syed Raza,S/O Sajid Gondal,4400033765372,398497,03017267813,Islamabad,ICT
Malik Nawaz,S/O Rizwan Chattha,1330243754095,12604,03215301840,Sargodha,Punjab
Fatima Chaudhry,S/O Kamran Nawaz,1330229274283,43722,03038368398,Quetta,Balochistan
Bilal Abbasi,S/O Kashif Raza,6110162175993,20491,03328865639,Faisalabad,Punjab
Salman Malik,S/O Chaudhry Baig,4210128796663,26775,03459830319,Rawalakot,Azad Kashmir
محمد علی,S/O عائشہ احمد,4210118326879,75901,03115516344,Quetta,Balochistan
Uzma Hussain,S/O Mehwish Bhatti,3520245508528,154751,03335046844,Quetta,Balochistan
Ahmed Rizvi,S/O Sidra Tarar,1330281051125,17455,03465031051,Gwadar,Balochistan
Naveed Qureshi,S/O Aamir Hussain,2130119406158,5749,03462816519,Chilas,Gilgit-Baltistan
Sana Virk,S/O Ayesha Butt,4210189837601,5739,03452971598,Gilgit,Gilgit-Baltistan
Ahmed Virk,S/O Iqra Jafri,4400017123576,,03138840207,Lahore,Punjab
Fatima Karim,S/O Asma Raza,4400071151389,7208,03332033285,Skardu,Gilgit-Baltistan
Sheikh Gilani,S/O Rukhsar Akhtar,3520226561807,79319,03116399467,Turbat,Balochistan
Hashmi Hashmi,S/O محمد علی,4210185569617,,03024239823,Rawalakot,Azad Kashmir
Asif Nawaz,,4400040882699,72383,03467827456,Bannu,KPK
Rabia Zaidi,S/O Naeem Qureshi,1330234185212,33218,03027923746,Gilgit,Gilgit-Baltistan
Maryam Latif,S/O Hashmi Chaudhry,6110171004176,11427,,Rawalakot,Azad Kashmir
Mirza Raza,S/O Adnan Karim,5400051059303,7814,03009008504,Sargodha,Punjab
Sobia Gilani,,5400095878359,28397,03022635391,Sialkot,Punjab
Uzma Zaidi,S/O Kamran Gujjar,6110124710169,23242,03319576556,Turbat,Balochistan
Bilal Virk,S/O Sajid Ahmed,1330283231442,70151,03218281109,Gwadar,Balochistan
Shoaib Abbasi,S/O Shazia Virk,6110111198898,58044,03331037242,Abbottabad,KPK
Mirza Qureshi,S/O Adnan Ahmed,3520242614774,5527,03332473857,Sialkot,Punjab
Asma Butt,S/O Naveed Syed,5400014376256,,03029427608,Gwadar,Balochistan
Ali Khan,S/O Noor Syed,4210182020293,116259,03038018607,Sargodha,Punjab
Hussain Abbasi,S/O Ayesha Hameed,4400055320091,56306,03112202966,Skardu,Gilgit-Baltistan
Waseem Naqvi,S/O Arif Malik,,28471,03002014128,Mirpurkhas,Sindh
Naveed Hussain,S/O Salman Virk,3520298295178,73400,03039695105,Skardu,Gilgit-Baltistan
