Person_Name,Father_Name,CNIC,Consumer_ID,Meter_No,Address,City,Province
Muhammad Gondal,S/O Zainab Sheikh,4210121364613,CON-91744783,MTR-5560701,"House 384, Block A, Defence, Mirpur",Mirpur,Azad Kashmir
Tahir Butt,S/O Imran Karim,3520277693999,CON-13051445,MTR-4008948,"House 483, Block C, Scheme 33, Rawalpindi",Rawalpindi,Punjab
Ayesha Gondal,S/O Kashif Naqvi,5400099554115,CON-71490245,MTR-9793345,"House 188, Block G, Saddar, Khuzdar",Khuzdar,Balochistan
Mirza Raza,S/O Adnan Karim,5400051059303,CON-19726796,MTR-1097157,"House 282, Block G, Askari, Sargodha",Sargodha,Punjab
Rizwan Sandhu,S/O Hashmi Tarar,4400070445253,CON-44139304,MTR-5933328,"House 466, Block E, E-11, Mardan",Rawalakot,Azad Kashmir
Mhoammad Tarar,S/O Baig Jafri,1330260464303,CON-97663829,MTR-6832511,"House 446, Block G, I-8, Mardan",Mardan,KPK
Baig Hashmi,S/O Bilal Naqvi,1330249503705,CON-41305630,MTR-3890754,"House 393, Block G, Bahria Town, Turbat",Turbat,Balochistan
Naeem Gujjar,S/O Fatima Karim,6110135570394,CON-98601967,MTR-7213592,"House 336, Block F, Saddar, Sukkur",Sukkur,Sindh
Amna Gondal,S/O Syed Bukhari,61101-8145454-5,CON-69403205,MTR-2763590,"House 42, Block F, Bahria Town, Islamabad",Islamabad,ICT
Muhammad ملک,S/O Sidra Malik,13302-9736510-5,CON-93352072,MTR-1996105,"House 327, Block G, I-8, Islamabad",Islamabad,ICT
Raja Chaudhry,S/O Mirza Khan,1330268297904,CON-83864731,MTR-1209339,"House 485, Block D, PAF Colony, Chilas",Chilas,Gilgit-Baltistan
Muhammad Nawaz,S/O Arif Naqvi,4210113965847,CON-49906582,MTR-5926996,"House 347, Block E, Gulshan-e-Iqbal, Bannu",Bannu,KPK
Tahir Khan,S/O Ali Aslam,4210116967577,CON-10201752,MTR-1391957,"House 272, Block B, Cantt, Mirpurkhas",Mirpurkhas,Sindh
Faisal Hussain,S/O Rukhsar Abbasi,5400028061654,CON-29583753,MTR-6830030,"House 213, Block H, Model Town, Skardu",Skardu,Gilgit-Baltistan
Iqra Raja,S/O Adnan Karim,5400073131258,CON-86696692,MTR-8922959,"House 479, Block C, E-11, Faisalabad",Faisalabad,Punjab
Shoaib Hameed,S/O Bilal Nawaz,4210156392609,CON-91019990,MTR-3148546,"House 416, Block D, F-10, Hub",Hub,Balochistan
Hina Btut,S/O Hassan Hussain,5400081158418,CON-33642464,MTR-4062337,"House 201, Block D, I-8, Islamabad",Islamabad,ICT
Naeem Chattha,S/O Raja Gondal,6110173867889,CON-86858578,MTR-1078094,"House 310, Block B, Clifton, Sialkot",Sialkot,Punjab
Ahmed Bhatti,S/O Naeem Aslam,1330252229578,CON-56557914,MTR-6823440,"House 436, Block C, Gulshan-e-Iqbal, Sialkot",Sialkot,Punjab
,S/O Ali Rafiq,5400044417476,CON-55715880,MTR-8341031,"House 96, Block D, G-9, Islamabad",Skardu,Gilgit-Baltistan
عائشہ احمد,S/O احمد خان,6110122350373,CON-88520727,MTR-7680854,"House 117, Block C, Gulshan-e-Iqbal, Hyderabad",Hyderabad,Sindh
,,3520279014496,CON-56748795,MTR-4982097,"House 7, Block E, Model Town, Rawalpindi",Rawalpindi,Punjab
Tahir Gondal,S/O Saira Hussain,1330271336265,CON-63507224,MTR-5042099,"House 352, Block G, Bahria Town, Larkana",Larkana,Sindh
Zainab Cheema,S/O Salman Khan,5400088066332,CON-87842505,MTR-7640239,"House 382, Block H, Scheme 33, Hyderabad",Hyderabad,Sindh
Syed Chattha,S/O Hussain Rafiq,5400022419758,CON-41353141,MTR-1596761,"House 62, Block A, Saddar, Islamabad",Islamabad,ICT
Muhammad Raza,S/O Syed Latif,4210115342324,CON-81589997,MTR-6675092,"House 402, Block H, Saddar, Islamabad",Islamabad,ICT
Muhammad Aslam,S/O Naeem Malik,2130178076502,CON-96895723,MTR-6632803,"House 51, Block C, Model Town, Kohat",Kohat,KPK
Baig Cheema,S/O Khalid Ahmed,4210136711151,CON-96895434,MTR-5731258,"House 35, Block G, Saddar, Mardan",Mardan,KPK
Fatima Ansari,S/O Zainab Naqvi,4400076459256,CON-92968787,MTR-3114084,"House 307, Block G, E-11, Mirpur",Mirpur,Azad Kashmir
Rizwan Maik,S/O Sheikh Syed,6110156390563,CON-37435437,MTR-7630986,"House 304, Block C, Clifton, Islamabad",Islamabad,ICT
Ahmed Ahmed,S/O Asma Zaidi,1330295401275,CON-27600787,MTR-7794684,"House 1, Block A, Defence, Gwadar",Gwadar,Balochistan
Hashmi Khan,S/O Hussain Khan,6110196391541,CON-23868088,MTR-2156131,"House 299, Block H, I-8, Bannu",Bannu,KPK
Bushra Akhtar,S/O Mehwish Bukhari,4400068133909,CON-87351341,MTR-6400806,"House 300, Block E, Cavalry Ground, Hyderabad",Hyderabad,Sindh
Syed Abbasi,S/O Hamid Jafri,5400088387186,CON-84621589,MTR-5275015,"House 484, Block D, Johar Town, Faisalabad",Faisalabad,Punjab
Kashif Malik,S/O Baig Rizvi,4400058202075,CON-55530053,MTR-2134019,"House 155, Block F, Township, Islamabad",Islamabad,ICT
Mohammad Latif,S/O Qureshi Rizvi,3520296152332,CON-59455384,MTR-9984745,"House 428, Block H, Cantt, Rawalakot",Rawalakot,Azad Kashmir
Salman Naqvi,S/O Rabia Hameed,2130147407111,CON-24721464,MTR-1694600,"House 108, Block B, Cavalry Ground, Gwadar",Gwadar,Balochistan
Shazia Tarar,S/O Faisal Gujjar,4400065465456,CON-25090417,MTR-2408817,"House 399, Block D, PAF Colony, Rawalakot",Rawalakot,Azad Kashmir
Aamir Raja,S/O Shazia Raza,4210110466098,CON-83651722,MTR-2791920,,Islamabad,ICT
Asi Tarar,S/O Sheikh Rana,1330246106733,CON-69069647,MTR-2588350,"House 39, Block E, Saddar, Islamabad",Islamabad,ICT
Hassan Gilani,S/O Iqra Ali,5400019309204,CON-72995210,MTR-7432979,"House 66, Block C, F-10, Sukkur",Sukkur,Sindh
Iqra Rafiq,S/O Naveed Gujjar,4210170970908,CON-88221124,MTR-7183966,"House 73, Block H, Model Town, Larkana",Larkana,Sindh
Kamran Sheikh,S/O Hashmi Nawaz,6110126256884,CON-52732088,MTR-2996589,"House 297, Block G, F-10, Hub",Hub,Balochistan
Saira Gondal,S/O Iqra Gondal,2130124903452,CON-65955956,MTR-4283552,"House 494, Block C, DHA, Mardan",Mardan,KPK
Baig Bhatti,S/O Sobia Baig,4210153223708,CON-62901509,MTR-6597643,"House 53, Block G, Township, Sargodha",Sargodha,Punjab
عائشہ احمد,S/O Adnan Tarar,5400074738159,CON-73699851,MTR-1737196,"House 486, Block C, F-10, Mardan",Mardan,KPK
Muhammad Naqvi,S/O Fatima Rana,3520229901207,CON-13771810,MTR-1025182,"House 141, Block H, Model Town, Hub",Hub,Balochistan
Ahmed Syed,S/O S/O مریم چودھری,4210115246864,CON-65435569,MTR-1977226,"House 337, Block H, Defence, Sargodha",Sargodha,Punjab
Raia Chattha,S/O Aamir Gilani,2130136220082,CON-36514110,MTR-3768856,"House 50, Block G, Saddar, Bahawalpur",Bahawalpur,Punjab
Baig Raja,S/O Noor Akhtar,,CON-17880965,MTR-3707461,"House 138, Block A, DHA, Mirpur",Mirpur,Azad Kashmir
Bushra Naqvi,S/O Khalid Gondal,3520242922898,CON-98943231,MTR-5826397,"House 34, Block A, G-9, Lahore",Lahore,Punjab
Amna Gilani,S/O Maryam Rafiq,4210169109644,CON-35711647,MTR-7771463,"House 463, Block A, F-10, Karachi",Karachi,Sindh
Ibrahim Hashmi,S/O Syed Abbasi,2130134371999,CON-53733356,MTR-3061284,"House 324, Block F, Askari, Mardan",Mardan,KPK
Aamir Ali,S/O احمد خان,4210174564366,CON-70694054,MTR-3166919,"House 279, Block A, Model Town, Kohat",Kohat,KPK
Malik Raza,S/O Salman Tarar,6110134004751,CON-45474207,MTR-5248245,"House 192, Block H, F-10, Gilgit",Gilgit,Gilgit-Baltistan
Shazia Khan,S/O Nadia Sheikh,3520263553163,CON-57889482,MTR-6247199,"House 290, Block D, G-9, Islamabad",Islamabad,ICT
Sidra Gondal,S/O Kashif Karim,1330275357883,CON-85686107,MTR-7772887,"House 66, Block E, DHA, Gilgit",Gilgit,Gilgit-Baltistan
Tahir Jafri,S/O Adnan Malik,2130158841851,CON-20518419,MTR-8858240,"House 25, Block D, PAF Colony, Kohat",Kohat,KPK
Naveed Husain,S/O Tahir Gilani,5400042573796,CON-60564138,MTR-7929581,"House 31, Block E, Johar Town, Lahore",Lahore,Punjab
Bilal Baig,S/O Khalid Qureshi,6110139240096,CON-50861611,MTR-9681685,"House 11, Block C, E-11, Peshawar",Peshawar,KPK
Muhammad شیخ,S/O Khalid Iqbal,4400040030064,CON-77610532,MTR-5765901,"House 286, Block C, G-9, Khuzdar",Khuzdar,Balochistan
Muhammad Akhtar,S/O Noor Gilani,4400078170826,CON-24037522,MTR-4143326,"House 178, Block C, Model Town, Gilgit",Gilgit,Gilgit-Baltistan
Uzma Ali,S/O Hashmi Chaudhry,2130114853167,CON-22946920,MTR-2617027,"House 232, Block D, North Nazimabad, Gilgit",Gilgit,Gilgit-Baltistan
Khalid Rizvi,,3520270871006,CON-52792259,MTR-7114797,"House 488, Block B, Model Town, Larkana",Larkana,Sindh
ابراہیم ملک,S/O Uzma Abbasi,5400045931007,CON-87233288,MTR-3493955,"House 212, Block A, Johar Town, Larkana",Larkana,Sindh
Hussain Rana,S/O Raja Gondal,3520227001657,CON-80350922,MTR-3129601,"House 468, Block H, DHA, Mingora",Mingora,KPK
Naveed Gondal,S/O Mirza Naqvi,1330275663564,CON-91967807,MTR-8609527,"House 85, Block E, Gulberg, Mingora",Mingora,KPK
Tahir Raza,S/O Sobia Rafiq,6110133580964,CON-72863005,MTR-7717983,"House 383, Block B, Johar Town, Mingora",Mingora,KPK
Khalid Hameed,S/O Rukhsar Ahmed,4400048156087,CON-56647079,MTR-2787557,"House 68, Block D, Johar Town, Abbottabad",Abbottabad,KPK
Rabia Baig,S/O Noor Butt,4210183258443,CON-98934013,MTR-3979817,"House 247, Block B, North Nazimabad, Skardu",Skardu,Gilgit-Baltistan
Sajid Aslam,S/O Hassan Khan,6110126780518,CON-46154362,MTR-3762961,"House 417, Block G, Johar Town, Gujranwala",Gujranwala,Punjab
Mehwish Sheikh,S/O Ali Aslam,3520294723148,CON-61387492,MTR-1387556,"House 411, Block B, Cantt, Islamabad",Islamabad,ICT
Ayesha Hussain,S/O Asif Karim,5400070210761,CON-61016062,MTR-1251556,"House 84, Block H, North Nazimabad, Mardan",Mardan,KPK
Asma Mirza,S/O مریم چودھری,,CON-22909357,MTR-5557399,"House 455, Block B, PAF Colony, Karachi",Karachi,Sindh
Omar Akhtar,S/O Ibrahim Cheema,1330292745476,CON-81294160,MTR-6074200,"House 206, Block D, Model Town, Islamabad",Islamabad,ICT
Waseem Virk,S/O Sajid Virk,2130198104423,CON-69878546,MTR-6633475,"House 27, Block A, Cavalry Ground, Karachi",Karachi,Sindh
Hina Gujjar,S/O Hashmi Naqvi,4400028197682,CON-84444292,MTR-1064104,"House 103, Block A, F-10, Kohat",Kohat,KPK
Muhammad Ansari,S/O Hussain Akhtar,1330227158221,CON-18951407,MTR-1532076,"House 436, Block C, Model Town, Chilas",Islamabad,ICT
محم داحمد,S/O Mirza Qureshi,4400062272614,CON-65782428,MTR-5214051,"House 396, Block D, Gulshan-e-Iqbal, Turbat",Turbat,Balochistan
Nadia Raza,S/O Sheikh Hussain,2130125508588,CON-43496680,MTR-1876354,"House 303, Block E, DHA, Mirpur",Mirpur,Azad Kashmir
Ahmed Gilani,S/O Ali Chattha,2130114340607,CON-70081382,MTR-8683296,"House 140, Block B, Scheme 33, Faisalabad",Faisalabad,Punjab
Muhammad Akhtar,S/O Sidra Cheema,5400060015523,CON-95413381,MTR-3130489,"House 346, Block H, Askari, Bannu",Bannu,KPK
Hussain Bukhari,S/O Mehwish Gilani,2130139218427,CON-78972327,MTR-2379127,"House 161, Block D, Saddar, Faisalabad",Faisalabad,Punjab
Bushra Hussain,,3520233638214,CON-48843624,MTR-6495683,"House 2, Block F, DHA, Hub",Chilas,Gilgit-Baltistan
Sana Raza,S/O Adnan Aslam,,CON-47130361,MTR-6079816,"House 11, Block D, PAF Colony, Hub",Hub,Balochistan
Hashmi Rafiq,S/O محمد علی,1330230450002,CON-98026615,MTR-6493324,"House 14, Block E, North Nazimabad, Gilgit",Gilgit,Gilgit-Baltistan
Chaudhry Raza,S/O Bilal Chaudhry,1330254340156,CON-74142733,MTR-4478721,"House 86, Block H, I-8, Muzaffarabad",Muzaffarabad,Azad Kashmir
Sidra Jafri,S/O Hamid Hameed,6110162282732,CON-33410655,MTR-8124109,"House 134, Block D, Cantt, Muzaffarabad",Muzaffarabad,Azad Kashmir
Hamid Baig,S/O Ayesha Gondal,6110129022003,CON-45869196,MTR-5231919,"House 196, Block E, Cantt, Bannu",Bannu,KPK
,S/O Ayesha Malik,4210188568813,CON-89601547,MTR-7177851,"House 316, Block F, Clifton, Mirpur",Mirpur,Azad Kashmir
Hamid Raza,S/O Hashmi Butt,,CON-82130052,MTR-3673818,"House 472, Block H, Clifton, Bahawalpur",Bahawalpur,Punjab
Naveed Ahmed,S/O Imran Bhatti,5400047401992,CON-67509582,MTR-7193072,"House 409, Block B, Scheme 33, Hub",Hub,Balochistan
Adnan Khan,S/O Naveed Zaidi,4400041635874,CON-23258179,MTR-8526900,"House 98, Block C, Cavalry Ground, Larkana",Larkana,Sindh
Mirza Abbasi,S/O Fatima Ali,,CON-18390994,MTR-9878823,"House 199, Block E, DHA, Lahore",Lahore,Punjab
Aamir Cheema,S/O Asma Naqvi,3520274895292,CON-85558809,MTR-8919629,"House 257, Block D, Bahria Town, Mingora",Mingora,KPK
Salman Rizvi,S/O Naveed Naqvi,4210142908681,CON-20979891,MTR-1331233,"House 162, Block E, I-8, Nawabshah",Nawabshah,Sindh
Shazia Huussain,S/O Waseem Gilani,2130112744328,CON-28403369,MTR-1360633,"House 478, Block E, Scheme 33, Kohat",Kohat,KPK
Adnan Khan,S/O Shazia Tarar,2130161291332,CON-96007591,MTR-6942627,"House 403, Block E, Scheme 33, Skardu",Skardu,Gilgit-Baltistan
Baig Bhatti,S/O محمد علی,2130155983862,CON-50944671,MTR-2307247,"House 383, Block G, Bahria Town, Mardan",Mardan,KPK
Maryam Raja,S/O Kashif Iqbal,1330295479287,CON-83085700,MTR-5910895,"House 428, Block E, North Nazimabad, Muzaffarabad",Gujranwala,Punjab
Amna Raja,,1330278583988,CON-73774463,MTR-1056489,"House 64, Block E, Gulberg, Bahawalpur",Bahawalpur,Punjab
Muhammad Gondal,S/O Zainab Bhatti,3520276894381,CON-21002699,MTR-9647172,"House 368, Block C, PAF Colony, Muzaffarabad",Muzaffarabad,Azad Kashmir
Nadia Latif,S/O Raja Chattha,2130158220767,CON-31056456,MTR-4074550,"House 129, Block H, Clifton, Mirpur",Mirpur,Azad Kashmir
Aamir Malik,S/O Naeem Gondal,44000-3028211-8,CON-48629545,MTR-5801185,"House 113, Block F, Saddar, Hub",Hub,Balochistan
Muhammad Naqvi,S/O Ayesha Raja,1330282553543,CON-33885800,MTR-2491037,"House 253, Block A, Bahria Town, Kohat",Kohat,KPK
Qureshi Butt,S/O Khalid Gondal,5400031987581,CON-78877133,MTR-4714999,"House 228, Block G, Gulshan-e-Iqbal, Khuzdar",Khuzdar,Balochistan
Asif Virk,S/O Aamir Akhtar,4400016345637,CON-58566366,MTR-7156904,"House 72, Block G, E-11, Gilgit",Gilgit,Gilgit-Baltistan
فاطمہ خان,S/O عائشہ احمد,3520274963115,CON-90661952,MTR-3528145,"House 422, Block H, Model Town, Muzaffarabad",Muzaffarabad,Azad Kashmir
Syed Baaig,S/O Nadia Bukhari,5400027154697,CON-11325828,MTR-5216765,"House 90, Block B, Township, Sargodha",Sargodha,Punjab
Asma Gilani,S/O Asif Ahmed,3520221951448,CON-99732585,MTR-1286297,"House 493, Block F, Gulshan-e-Iqbal, Gwadar",Gwadar,Balochistan
Kamrna Butt,S/O Arif Hussain,6110154455705,CON-14637568,MTR-5599294,"House 324, Block E, Cavalry Ground, Karachi",Karachi,Sindh
محمد حسن,S/O فاطمہ خان,1330220896342,CON-79117634,MTR-6576872,"House 398, Block D, Johar Town, Muzaffarabad",Muzaffarabad,Azad Kashmir
Asif Rafiq,S/O Faisal Syed,1330285342863,CON-50824277,MTR-2538539,"House 290, Block C, Saddar, Lahore",Lahore,Punjab
علی حسین,S/O Baig Bukhari,2130111199458,CON-62083333,MTR-7136328,"House 120, Block B, DHA, Peshawar",Peshawar,KPK
Soobia Rizvi,S/O Sheikh Malik,6110126373877,CON-26339197,MTR-6790994,"House 250, Block H, Johar Town, Multan",Multan,Punjab
Qureshi Gujjar,S/O Shazia Syed,4210183440146,CON-15383450,MTR-7327377,"House 441, Block G, Bahria Town, Faisalabad",Faisalabad,Punjab
San Naqvi,S/O Uzma Gondal,2130120456476,CON-14435067,MTR-5105843,"House 378, Block A, G-9, Peshawar",Peshawar,KPK
Bilal Abbasi,S/O Kashif Raza,6110162175993,CON-44119481,MTR-6116668,"House 62, Block E, E-11, Faisalabad",Faisalabad,Punjab
Ahmed Ahmed,S/O Ibrahim Raja,3520279014496,CON-70124171,MTR-9895140,"House 7, Block E, Model Town, Rawalpindi",Rawalpindi,Punjab
Shazia Baig,S/O Tariq Akhtar,1330227038403,CON-64896080,MTR-1894436,"House 434, Block G, E-11, Bahawalpur",Bahawalpur,Punjab
Syed Aslam,S/O Rukhsar Rafiq,6110172949143,CON-84434378,MTR-2801120,"House 272, Block H, F-10, Turbat",Turbat,Balochistan
Bushra Karim,S/O Asma Sheikh,,CON-89731095,MTR-8492067,"House 36, Block C, PAF Colony, Bannu",Bannu,KPK
Mirza Chattha,S/O Sidra Karim,4400026588933,CON-93613619,MTR-3389068,"House 167, Block F, Defence, Khuzdar",Khuzdar,Balochistan
Naeem Sheikh,S/O Raja Zaidi,4400064411468,CON-52629066,MTR-2113211,"House 395, Block G, Defence, Mardan",Mardan,KPK
Muhammad Chattha,S/O Khalid Cheema,5400091581077,CON-21168089,MTR-1273060,"House 182, Block A, Gulberg, Muzaffarabad",Muzaffarabad,Azad Kashmir
Ayesha Gondal,S/O S/O Nadia Chattha,,CON-17007322,MTR-3267147,"House 371, Block C, G-9, Bannu",Bannu,KPK
Hashmi Ali,S/O Sana Jafri,1330212712253,CON-31126070,MTR-9764527,"House 488, Block D, North Nazimabad, Muzaffarabad",Muzaffarabad,Azad Kashmir
Hassan Iqbal,S/O محمد احمد,4210158924236,CON-39110747,MTR-5710486,"House 460, Block E, Johar Town, Larkana",Larkana,Sindh
Bushra Zaidi,S/O Asma Zaidi,2130186638061,CON-63981180,MTR-1391463,"House 419, Block A, Askari, Kohat",Kohat,KPK
Syed Syed,S/O Bushra Rafiq,1330219209508,CON-76941648,MTR-8714467,"House 270, Block F, DHA, Mirpurkhas",Mirpurkhas,Sindh
Waseem Chattha,S/O Tahir Syed,3520225170103,CON-42504898,MTR-2796259,"House 168, Block C, Gulberg, Mirpur",Mirpur,Azad Kashmir
Maryam Butt,S/O Asif Karim,,CON-15471393,MTR-2439514,"House 85, Block C, Askari, Muzaffarabad",Muzaffarabad,Azad Kashmir
Tahir Bukhari,S/O Malik Khan,4210154967323,CON-54198585,MTR-8954265,"House 111, Block H, PAF Colony, Chilas",Chilas,Gilgit-Baltistan
Salman Tarar,S/O S/O Faisal Gilani,6110117038979,CON-80257033,MTR-3554602,"House 277, Block A, Scheme 33, Gilgit",Gilgit,Gilgit-Baltistan
Naeem Raja,S/O Zubair Raja,3520226796858,CON-34600417,MTR-8381312,"House 413, Block E, Township, Sukkur",Sukkur,Sindh
Asif Ahmed,S/O Arif Gujjar,4400023350022,CON-58936106,MTR-9849513,"House 47, Block G, Township, Khuzdar",Islamabad,ICT
Aamiir Hameed,S/O Baig Rafiq,6110160848246,CON-56497600,MTR-1020070,"House 62, Block C, Scheme 33, Mardan",Mardan,KPK
Rabia Hameed,S/O Hina Ansari,3520272881728,CON-23581766,MTR-6935058,"House 125, Block E, Saddar, Mirpurkhas",Islamabad,ICT
Tahir Jafri,S/O صنا ملک,2130161095705,CON-32981060,MTR-5194058,"House 463, Block C, Township, Hub",Hub,Balochistan
Mohammad Nawaz,S/O Sajid Baig,2130158962423,CON-67025791,MTR-3422669,"House 455, Block B, F-10, Skardu",Skardu,Gilgit-Baltistan
Asif Latif,S/O Sobia Gilani,1330267485663,CON-49026728,MTR-5353813,"House 241, Block H, North Nazimabad, Skardu",Skardu,Gilgit-Baltistan
Sheikh Chattha,S/O Mohammad Khan,1330250315991,CON-48511011,MTR-8157179,"House 370, Block A, Clifton, Islamabad",Islamabad,ICT
Mirza Gujjar,S/O Raja Ali,6110183000629,CON-50406908,MTR-4097297,"House 255, Block A, Gulshan-e-Iqbal, Mirpur",Mirpur,Azad Kashmir
Rizwan Chattha,S/O Fatima Hameed,3520295791435,CON-53827180,MTR-6138702,"House 16, Block B, Cavalry Ground, Mirpur",Mirpur,Azad Kashmir
Muhammad Chaudhry,S/O Bilal Cheema,6110133263565,CON-63869393,MTR-3817778,"House 282, Block E, Clifton, Islamabad",Islamabad,ICT
Ahmed Mirza,S/O Zainab Chattha,4400091028571,CON-30736048,MTR-5754472,"House 444, Block D, Gulberg, Islamabad",Islamabad,ICT
Rizwan Abbasi,S/O Uzma Hashmi,5400034388559,CON-42107861,MTR-6503930,"House 276, Block H, Cavalry Ground, Mingora",Mingora,KPK
Ruukhsar Akhtar,S/O Tahir Gilani,6110111019974,CON-76383705,MTR-5383930,"House 149, Block A, E-11, Quetta",Quetta,Balochistan
Shoaib Hashmmi,S/O S/O Rabia Aslam,1330287191456,CON-49772396,MTR-2162213,"House 203, Block E, G-9, Bahawalpur",Bahawalpur,Punjab
Fatima Sheikh,S/O علی حسین,4400066375992,CON-28610547,MTR-5512097,"House 370, Block C, Johar Town, Sialkot",Sialkot,Punjab
Muhammad Sheikh,S/O Kashif Chattha,4210147970915,CON-62597320,MTR-7778581,"House 436, Block E, Clifton, Gwadar",Gwadar,Balochistan
Zainab Latif,S/O Shoaib Syed,2130116695196,CON-40342641,MTR-5568904,"House 389, Block B, Cavalry Ground, Mirpur",Mirpur,Azad Kashmir
Faisal Karim,S/O Muhammad Ali,4400059351918,CON-11656064,MTR-7885721,"House 437, Block G, Model Town, Islamabad",Islamabad,ICT
Muhammad Nawaz,S/O Chaudhry Sandhu,2130146421971,CON-11556724,MTR-2586773,"House 360, Block C, Saddar, Turbat",Turbat,Balochistan
Sobia Hussain,S/O Sajid Khan,2130173332607,CON-77601482,MTR-7743418,"House 425, Block C, Model Town, Gwadar",Gwadar,Balochistan
Fatima Bhatti,S/O Bushra Sandhu,4400075010174,CON-62123298,MTR-1455355,"House 329, Block F, Model Town, Bannu",Bannu,KPK
Nadia Jafri,S/O Qureshi Ahmed,6110149968402,CON-81835045,MTR-5298738,"House 51, Block D, Cantt, Nawabshah",Nawabshah,Sindh
Muhammad Baig,S/O Sobia Baig,4210187070319,CON-60643398,MTR-3133539,"House 405, Block D, Cavalry Ground, Sukkur",Sukkur,Sindh
Saira Akhtar,S/O Qureshi Akhtar,5400050671882,CON-71866677,MTR-5793826,"House 247, Block G, Scheme 33, Faisalabad",Faisalabad,Punjab
Mohammad Gondal,S/O Sana Chattha,,CON-36235078,MTR-8226862,"House 361, Block B, North Nazimabad, Karachi",Karachi,Sindh
,S/O Shoaib Karim,2130131285322,CON-77275322,MTR-9922954,"House 1, Block B, Township, Islamabad",Islamabad,ICT
Naveed Naqvi,S/O Hashmi Chaudhry,4400062938997,CON-86265984,MTR-8871677,"House 133, Block H, Saddar, Kohat",Kohat,KPK
Tahir Zaidi,S/O Mehwish Hussain,4400011350046,CON-61725846,MTR-7511658,"House 489, Block A, DHA, Kohat",Kohat,KPK
Muhammad Latif,S/O Zubair Cheema,4400041202771,CON-27095810,MTR-5526522,"House 469, Block B, Cavalry Ground, Quetta",Quetta,Balochistan
Mehwish Ahmed,S/O محمد احمد,1330214583831,CON-25711821,MTR-9891787,"House 414, Block B, Gulberg, Mirpurkhas",Mirpurkhas,Sindh
Bilal Latif,S/O Bilal Naqvi,6110170876982,CON-48022884,MTR-3607673,"House 202, Block E, F-10, Turbat",Turbat,Balochistan
Hassan Cheema,S/O Ali Cheema,,CON-22170686,MTR-3532531,"House 45, Block C, Bahria Town, Larkana",Larkana,Sindh
Sajid Zaidi,S/O S/O Malik Karim,4210116895439,CON-94520201,MTR-1227156,"House 148, Block B, DHA, Skardu",Skardu,Gilgit-Baltistan
Hashmi Rana,S/O Hassan Jafri,4210174960432,CON-81138425,MTR-7687262,"House 33, Block F, Cavalry Ground, Sukkur",Multan,Punjab
Mohammad Cheema,S/O Chaudhry Nawaz,6110199456779,CON-48084208,MTR-5313208,"House 391, Block B, Township, Rawalakot",Rawalakot,Azad Kashmir
Mehwish Ahmed,S/O Hamid Ahmed,2130114217496,CON-38388587,MTR-5870206,"House 343, Block D, Cavalry Ground, Larkana",Larkana,Sindh
Rizwan Sheikh,S/O Raja Tarar,2130151816901,CON-52355362,MTR-6717724,"House 471, Block C, I-8, Mirpur",Mirpur,Azad Kashmir
Sobia Aslam,S/O Shoaib Virk,5400015863979,CON-22811851,MTR-6004022,"House 52, Block H, Johar Town, Mardan",Mardan,KPK
علی حسین,S/O نادیہ رضا,4210139154904,CON-35198867,MTR-9890448,"House 329, Block F, Clifton, Gwadar",Gwadar,Balochistan
,S/O Nadia Malik,44000-5560414-5,CON-21230556,MTR-5016060,"House 236, Block B, Scheme 33, Mardan",Mardan,KPK
