Traveler_Name,Father_Name,CNIC,Passport_No,Nationality,Home_City,Travelling_From,Travelling_To,Travel_Date,Visa_Type,Reason_To_Travel
Fatima Iqbal,S/O Sidra Zaidi,6110114179259,AB4727237,Pakistani,Islamabad,Pakistan,Saudi Arabia,2023-01-10,Work,Tourism
Ibrahim Aslam,S/O Aamir Baig,4210194361237,AB5090143,Pakistani,Muzaffarabad,Pakistan,UK,2021-06-10,Tourist,Employment
Fatima Karim,S/O Baig Aslam,3520246645022,AB5808960,Pakistani,Islamabad,Pakistan,Canada,2020-08-21,Business,Education
Waseem Syed,S/O Zainab Abbasi,1330294936152,AB8327532,Pakistani,Peshawar,Pakistan,China,2021-07-03,Student,Family Visit
,S/O Hamid Aslam,1330273901624,AB6825301,Pakistani,Gwadar,Pakistan,Germany,2022-02-16,Work,Education
Ahmed Ali,S/O Faisal Tarar,4210193560593,AB4287798,Pakistani,Bahawalpur,Pakistan,Germany,2023-10-30,Tourist,Business Meeting
Usman Bukhari,S/O Kamran Raja,5400034564667,AB4579899,Pakistani,Gwadar,Pakistan,USA,2023-10-15,Tourist,Family Visit
Mohd Akhtar,S/O Sheikh Gilani,2130132865829,AB5855391,Pakistani,Bahawalpur,Pakistan,Malaysia,2015-03-05,Business,Family Visit
Rabia Butt,S/O Malik Hameed,4400011994041,AB3276432,Pakistani,Larkana,Pakistan,UK,2015-04-09,Visit,Tourism
Faisal Butt,S/O Asif Tarar,3520276924375,AB9596558,Pakistani,Islamabad,Pakistan,Canada,2019-02-07,Business,Employment
محمد حسن,S/O Tahir Syed,6110176478789,AB7319017,Pakistani,Khuzdar,Pakistan,USA,2023-06-03,Visit,Business Meeting
Ibrahim Bukhari,S/O Arif Hussain,6110125680815,AB1614392,Pakistani,Muzaffarabad,Pakistan,France,2016-03-15,Tourist,Education
Amna Akhtar,S/O Syed Butt,4210194405953,AB2597280,Pakistani,Lahore,Pakistan,UAE,2018-11-02,Tourist,Medical Treatment
Hashmi Gilani,S/O Naveed Virk,2130193127267,AB3116379,Pakistani,Gilgit,Pakistan,Canada,2019-08-04,Tourist,Medical Treatment
Sana Nawaz,S/O Uzma Ali,5400068115328,AB1790928,Pakistani,Skardu,Pakistan,UK,2021-05-24,Tourist,Employment
Chaudhry Ali,S/O Sidra Hussain,4400054871779,AB3467937,Pakistani,Mirpur,Pakistan,UAE,2017-11-07,Tourist,Employment
Qureshi  Karim,S/O Khalid Ali,4210129271866,AB2850231,Pakistani,Karachi,Pakistan,UAE,2019-12-06,Student,Education
Malik Virk,S/O Sidra Gilani,1330231603122,AB1151949,Pakistani,Turbat,Pakistan,Saudi Arabia,2017-06-26,Visit,Medical Treatment
Zubair Iqbal,S/O Sana Raza,4210186946393,AB5087993,Pakistani,Bahawalpur,Pakistan,UAE,2019-02-16,Visit,Medical Treatment
Shazia Jafri,S/O Arif Rafiq,4210147682556,AB8922142,Pakistani,Islamabad,Pakistan,UAE,2020-11-13,Work,Tourism
Chaudhry Sheikh,S/O Shoaib Bukhari,2130152852976,AB9750619,Pakistani,Karachi,Pakistan,Canada,2016-07-30,Business,Family Visit
Omar Butt,S/O Salman Hussain,3520293963779,AB7066195,Pakistani,Muzaffarabad,Pakistan,Malaysia,2022-04-13,Tourist,Medical Treatment
Amna AAslam,S/O Zainab Karim,4210156099035,AB5414527,Pakistani,Islamabad,Pakistan,Turkey,2022-04-24,Business,Family Visit
Asif Bhatti,S/O Zubair Rana,5400036044123,AB2883834,Pakistani,Hyderabad,Pakistan,Canada,2015-10-08,Student,Education
Hina Sandhu,S/O Hussain Abbasi,6110164281346,AB2840126,Pakistani,Sargodha,Pakistan,USA,2016-01-26,Work,Tourism
Sheikh Ahmed,S/O Nadia Abbasi,,AB7548932,Pakistani,Islamabad,Pakistan,Saudi Arabia,2022-07-23,Work,Business Meeting
عائشہ احمد,S/O Malik Baig,2130189728324,AB6620385,Pakistani,Bannu,Pakistan,Turkey,2022-03-10,Tourist,Family Visit
Mirza Butt,S/O Maryam Rafiq,2130160687604,AB7771695,Pakistani,Karachi,Pakistan,Malaysia,2019-06-13,Visit,Medical Treatment
Bushra Zaidi,S/O Asma Zaidi,2130186638061,AB4449408,Pakistani,Kohat,Pakistan,UAE,2020-02-15,Student,Education
,S/O Hassan Rana,6110122601648,AB9897301,Pakistani,Mardan,Pakistan,USA,2017-01-22,Student,Business Meeting
Raja Karim,S/O نادیہ رضا,2130182547961,AB2924252,Pakistani,Chilas,Pakistan,China,2023-07-09,Visit,Tourism
Arif Bhatti,S/O Mirza Iqbal,5400053365495,AB7724096,Pakistani,Mirpur,Pakistan,USA,2021-02-13,Business,Tourism
Hina Rana,S/O Baig Mirza,2130154622336,AB9692967,Pakistani,Larkana,Pakistan,USA,2023-07-08,Work,Education
Nadia Ali,S/O Asif Bhatti,1330297459096,AB8874443,Pakistani,Islamabad,Pakistan,Saudi Arabia,2018-06-29,Visit,Employment
Sheikh Rana,S/O Faisal Hussain,4210179726504,AB7796215,Pakistani,Hyderabad,Pakistan,China,2021-11-04,Visit,Family Visit
Maryam Ahmed,S/O علی حسین,4210193817987,AB2135230,Pakistani,Khuzdar,Pakistan,Turkey,2018-07-05,Work,Family Visit
Hamid Sandhu,,6110126202759,AB6205440,Pakistani,Lahore,Pakistan,France,2017-05-20,Tourist,Employment
Hassan Virk,S/O Mohammad Mirza,,AB5452180,Pakistani,Turbat,Pakistan,Turkey,2016-05-04,Work,Education
Rabia Rizvi,S/O Hussain Hashmi,,AB8436264,Pakistani,Islamabad,Pakistan,France,2015-02-21,Business,Business Meeting
Uzma Qureshi,S/O Faisal Hameed,6110168532082,AB8726655,Pakistani,Muzaffarabad,Pakistan,Germany,2019-07-26,Tourist,Employment
Tariq Sheikh,S/O Hamid Aslam,4400018004297,AB5123829,Pakistani,Islamabad,Pakistan,Turkey,2015-06-02,Business,Tourism
Kashif Chattha,S/O Bushra Rana,6110114243432,AB6183728,Pakistani,Turbat,Pakistan,Turkey,2019-10-16,Visit,Family Visit
Maryam Abbasi,S/O Kamran Raza,3520263874933,AB6947743,Pakistani,Mirpurkhas,Pakistan,France,2016-08-20,Student,Medical Treatment
Waseem Mirza,S/O Sajid Syed,1330289039034,AB5772708,Pakistani,Rawalakot,Pakistan,Turkey,2015-11-05,Business,Employment
Rukhsar Sandhu,S/O Qureshi Gondal,1330224040574,AB2557548,Pakistani,Islamabad,Pakistan,USA,2017-06-22,Visit,Employment
Qureshi Cheema,S/O Uzma Virk,,AB8486536,Pakistani,Islamabad,Pakistan,Malaysia,2022-08-28,Tourist,Family Visit
Mohd Mirza,S/O Rukhsar Hashmi,3520245583268,AB8613912,Pakistani,Mardan,Pakistan,Malaysia,2023-04-12,Tourist,Education
Bilal Gilani,S/O S/O Asma Raja,4210148454644,AB7224050,Pakistani,Muzaffarabad,Pakistan,Saudi Arabia,2018-05-20,Work,Tourism
Arif Bhatti,S/O Zubair Sandhu,4210122457652,AB9454266,Pakistani,Skardu,Pakistan,USA,2019-10-24,Student,Tourism
Uzma Hameed,S/O نادیہ رضا,3520276259319,AB1959098,Pakistani,Skardu,Pakistan,Malaysia,2023-08-04,Visit,Family Visit
Hashmi Latif,S/O Khalid Chaudhry,4210127564157,AB5905724,Pakistani,Peshawar,Pakistan,Canada,2020-01-27,Work,Business Meeting
Zainab Gondal,S/O Sheikh Virk,6110113599087,AB1151204,Pakistani,Islamabad,Pakistan,USA,2018-04-04,Visit,Family Visit
Hassan Latif,S/O Kamran Karim,6110129205511,AB6830147,Pakistani,Rawalakot,Pakistan,UAE,2016-01-11,Tourist,Family Visit
Asma Nawaz,S/O Zubair Syed,4400083919978,AB3388184,Pakistani,Muzaffarabad,Pakistan,Turkey,2020-01-19,Student,Tourism
,S/O Rukhsar Raza,4400047480254,AB8645355,Pakistani,Mirpur,Pakistan,USA,2016-10-02,Student,Business Meeting
Salman Laif,S/O S/O Zubair Aslam,4210164562232,AB7194040,Pakistani,Rawalakot,Pakistan,UK,2023-10-05,Visit,Tourism
Mohd Mirza,S/O Rukhsar Hashmi,35202-4558326-8,AB7577285,Pakistani,Mardan,Pakistan,UK,2019-06-01,Student,Education
Ayesha Malik,S/O Rizwan Hussain,5400072638523,AB7365533,Pakistani,Mingora,Pakistan,Malaysia,2018-05-21,Business,Education
Chaudhry Qureshi,S/O Noor Nawaz,5400037510541,AB8869131,Pakistani,Gilgit,Pakistan,Canada,2021-01-11,Visit,Business Meeting
Salman Malik,S/O Syed Tarar,2130110450983,AB9006863,Pakistani,Abbottabad,Pakistan,China,2016-11-25,Visit,Medical Treatment
Muhammad Godal,S/O Faisal Gondal,1330296749867,AB1508718,Pakistani,Hub,Pakistan,Saudi Arabia,2021-07-19,Tourist,Business Meeting
Fatima Mirza,S/O Nadia Karim,3520295807183,AB3939822,Pakistani,Muzaffarabad,Pakistan,Malaysia,2017-10-15,Work,Medical Treatment
Salman Karim,S/O Tahir Syed,4210128282603,AB1979886,Pakistani,Abbottabad,Pakistan,China,2019-03-31,Student,Employment
Bushra Chaudhry,S/O Naeem Ahmed,2130123606721,AB9772001,Pakistani,Gilgit,Pakistan,UAE,2022-10-24,Student,Education
Tariq Ahmed,S/O Malik Sheikh,1330240199088,AB9916782,Pakistani,Rawalakot,Pakistan,Turkey,2021-02-24,Work,Family Visit
Adnan Hameed,S/O Usman Ahmed,1330237453297,AB7334397,Pakistani,Muzaffarabad,Pakistan,Malaysia,2023-03-02,Student,Tourism
Amna Gujjar,S/O Naeem Gondal,4400077227815,AB5175258,Pakistani,Chilas,Pakistan,Malaysia,2020-04-27,Student,Family Visit
Noor Virk,,,AB1610779,Pakistani,Muzaffarabad,Pakistan,Turkey,2023-07-08,Work,Education
Waseem Hussain,S/O Asif Khan,6110128706681,AB9130224,Pakistani,Islamabad,Pakistan,Canada,2018-06-08,Work,Tourism
Baig Bukhari,S/O Naveed Rana,,AB1336272,Pakistani,Bannu,Pakistan,UK,2017-10-05,Work,Education
Hamid Karim,S/O Hashmi Qureshi,4210197201127,AB4733079,Pakistani,Rawalakot,Pakistan,France,2017-12-29,Visit,Tourism
Sobia Iqbal,S/O Naeem Sandhu,3520244937563,AB5397128,Pakistani,Hyderabad,Pakistan,USA,2020-06-14,Business,Education
Qureshi Rafiq,S/O Faisal Gondal,1330298909112,AB6158970,Pakistani,Karachi,Pakistan,Saudi Arabia,2018-10-30,Student,Tourism
Naeem Gujjar,S/O Asif Hameed,2130165047309,AB4033428,Pakistani,Mirpurkhas,Pakistan,China,2019-05-13,Student,Business Meeting
Naveed Hussain,S/O Naeem Gujjar,6110116422559,AB3979327,Pakistani,Islamabad,Pakistan,Saudi Arabia,2022-12-28,Student,Employment
Faisal Chaudhry,S/O Hina Ansari,3520279499345,AB1065226,Pakistani,Sargodha,Pakistan,Saudi Arabia,2018-09-15,Visit,Tourism
Aamir Naqvi,S/O S/O Imran Nawaz,2130139342179,AB6361023,Pakistani,Hub,Pakistan,Canada,2016-08-16,Business,Employment
Hassan Ali,S/O Bilal Ansari,4210111100673,AB3373773,Pakistani,Skardu,Pakistan,Malaysia,2022-01-25,Visit,Medical Treatment
Salman Syed,S/O عائشہ احمد,2130199742671,AB3186234,Pakistani,Gujranwala,Pakistan,Malaysia,2022-02-08,Business,Tourism
Raja Rana,S/O Hamid Butt,4400024863566,AB6667564,Pakistani,Sukkur,Pakistan,USA,2022-12-09,Tourist,Employment
Rukhsar Baig,S/O Hassan Rana,1330284606624,AB1343612,Pakistani,Sialkot,Pakistan,UK,2022-10-11,Student,Family Visit
,S/O Uzma Ansari,4400030072315,AB5582725,Pakistani,Chilas,Pakistan,UAE,2018-09-27,Work,Tourism
Malik Bhatti,S/O Bilal Jafri,35202-1000896-6,AB2581858,Pakistani,Quetta,Pakistan,France,2023-08-21,Work,Family Visit
Zainab Karim,S/O Salman Raja,3520287291384,AB4809535,Pakistani,Turbat,Pakistan,Turkey,2018-03-16,Visit,Family Visit
Rizwan Malik,S/O Chaudhry Baig,4400071068941,AB5280963,Pakistani,Multan,Pakistan,France,2016-12-03,Business,Business Meeting
Hashmi Nawaz,,3520214308125,AB9782705,Pakistani,Chilas,Pakistan,USA,2022-10-14,Work,Medical Treatment
Fatima Karim,S/O Asma Raza,4400071151389,AB8570495,Pakistani,Skardu,Pakistan,France,2020-02-26,Business,Medical Treatment
Bushra Latif,S/O Aamir Sandhu,4400017781224,AB3040806,Pakistani,Islamabad,Pakistan,Saudi Arabia,2017-07-16,Tourist,Education
Nadia Zaidi,S/O S/O Khalid Aslam,5400062629326,AB1127411,Pakistani,Multan,Pakistan,France,2019-04-30,Work,Family Visit
,S/O Bilal Sandhu,3520225688405,AB3206388,Pakistani,Skardu,Pakistan,Turkey,2017-04-26,Tourist,Business Meeting
Noor Khan,S/O Rizwan Butt,2130112336155,AB5721123,Pakistani,Islamabad,Pakistan,Germany,2021-05-12,Visit,Business Meeting
Nadia Ali,S/O Sheikh Latif,6110149215532,AB4060671,Pakistani,Gwadar,Pakistan,UAE,2023-04-22,Student,Medical Treatment
Sidra Gondal,S/O Malik Syed,3520256377173,AB1366905,Pakistani,Lahore,Pakistan,Saudi Arabia,2021-09-02,Tourist,Family Visit
Mohd Hameed,S/O Saira Iqbal,4400037547389,AB9051378,Pakistani,Mirpurkhas,Pakistan,France,2018-08-06,Tourist,Tourism
Kamran Baig,S/O Zubair Abbasi,6110161044702,AB1968491,Pakistani,Khuzdar,Pakistan,France,2020-04-25,Tourist,Education
محمد علی,S/O Nadia Chattha,2130191186043,AB3025194,Pakistani,Islamabad,Pakistan,Turkey,2018-12-07,Visit,Business Meeting
Baig Raja,S/O Rukhsar Akhtar,4210173864411,AB3259704,Pakistani,Mardan,Pakistan,UAE,2017-05-06,Student,Business Meeting
Sheikh Ahmed,S/O Nadia Abbasi,4210166154312,AB5308294,Pakistani,Islamabad,Pakistan,USA,2020-08-13,Work,Family Visit
Mehwish Sheikh,S/O Hina Karim,5400015015988,AB4082008,Pakistani,Gilgit,Pakistan,USA,2020-05-03,Tourist,Education
Noor Ahmed,S/O Zubair Qureshi,,AB6401796,Pakistani,Karachi,Pakistan,Turkey,2021-10-15,Visit,Family Visit
Noor Baig,S/O Zubair Hashmi,6110175518648,AB9301235,Pakistani,Kohat,Pakistan,USA,2022-04-12,Student,Education
Tariq Gilani,S/O S/O Hassan Qureshi,1330290840655,AB5041871,Pakistani,Skardu,Pakistan,Canada,2015-09-01,Student,Employment
Waseem Mirza,S/O Sajid Syed,1330289039034,AB1199134,Pakistani,Rawalakot,Pakistan,Canada,2015-12-21,Work,Family Visit
Qureshi Gilani,S/O Muhammad Cheema,2130137704892,AB8718597,Pakistani,Hub,Pakistan,USA,2015-03-28,Visit,Medical Treatment
احمد خان,S/O Kashif Bhatti,3520258353156,AB1827962,Pakistani,Karachi,Pakistan,Turkey,2022-09-01,Tourist,Medical Treatment
Malik Ahmed,S/O Hamid Hashmi,5400091350328,AB3185133,Pakistani,Mingora,Pakistan,Saudi Arabia,2019-06-06,Visit,Tourism
Imran Syed,S/O Mohammad Chaudhry,3520211296868,AB5274849,Pakistani,Khuzdar,Pakistan,Saudi Arabia,2018-03-19,Business,Business Meeting
BaigJ afri,S/O Raja Jafri,3520255911593,AB6594304,Pakistani,Sukkur,Pakistan,Turkey,2016-06-28,Tourist,Education
Rabia Gondal,S/O Raja Karim,4400067606694,AB9292798,Pakistani,Bahawalpur,Pakistan,Saudi Arabia,2017-05-24,Visit,Business Meeting
مریم چودھری,S/O Sheikh Bhatti,4400079084847,AB1480099,Pakistani,Hyderabad,Pakistan,Turkey,2015-09-01,Work,Family Visit
نادیہ رضا,S/O Mohammad Baig,5400092079687,AB4188017,Pakistani,Chilas,Pakistan,Malaysia,2023-10-21,Visit,Family Visit
Shazia Nawaz,S/O Saira Bukhari,1330278317479,AB3306550,Pakistani,Islamabad,Pakistan,Saudi Arabia,2020-12-29,Work,Tourism
Mohd Chaudhry,S/O Qureshi Rizvi,4400050064605,AB4897997,Pakistani,Khuzdar,Pakistan,UAE,2017-05-28,Tourist,Employment
Ayesha Naqvi,S/O Zainab Hameed,3520218746066,AB7738452,Pakistani,Multan,Pakistan,France,2023-08-20,Work,Family Visit
Hashmi Khan,S/O Hussain Khan,6110196391541,AB9850043,Pakistani,Bannu,Pakistan,UAE,2020-11-03,Visit,Medical Treatment
Rabia Zaidi,S/O Naeem Qureshi,1330234185212,AB3873484,Pakistani,Gilgit,Pakistan,UK,2016-04-24,Tourist,Business Meeting
Baig Gondal,S/O Salman Rizvi,3520210756563,AB3304023,Pakistani,Muzaffarabad,Pakistan,UK,2020-09-21,Student,Medical Treatment
Mohd Chattha,S/O Sana Qureshi,2130137687178,AB8725669,Pakistani,Quetta,Pakistan,Canada,2022-02-14,Student,Employment
Saira Ali,S/O Sheikh Butt,3520266365726,AB5155498,Pakistani,Gujranwala,Pakistan,China,2019-03-24,Tourist,Education
Mohd Hussain,S/O Raja Qureshi,2130130475005,AB5804436,Pakistani,Islamabad,Pakistan,Saudi Arabia,2015-01-27,Business,Family Visit
Usman Chaudhry,S/O Usman Hameed,1330235883367,AB9595146,Pakistani,Islamabad,Pakistan,France,2022-11-11,Visit,Tourism
Mohd Ahmed,S/O Raja Hashmi,5400029701915,AB8991688,Pakistani,Rawalpindi,Pakistan,Malaysia,2021-06-28,Tourist,Business Meeting
Uzma Gilani,S/O Hassan Baig,4400098552413,AB2654865,Pakistani,Muzaffarabad,Pakistan,France,2015-08-14,Work,Family Visit
Raja Bhatti,S/O Ali Jafri,4210172402672,AB7531616,Pakistani,Sialkot,Pakistan,China,2021-04-24,Work,Family Visit
Mohd Jafri,S/O Muhammad Bhatti,4210112496197,AB9043112,Pakistani,Lahore,Pakistan,UAE,2016-01-01,Work,Employment
Mohd Ansari,S/O Fatima Bhatti,4210162765557,AB6816845,Pakistani,Lahore,Pakistan,France,2021-09-11,Tourist,Family Visit
Hamid Khan,S/O Faisal Naqvi,2130111971117,AB9645905,Pakistani,Gwadar,Pakistan,China,2019-10-30,Work,Education
علی حسین,S/O Naeem Sandhu,4400073998123,AB4078587,Pakistani,Hub,Pakistan,UK,2021-01-28,Tourist,Education
Ali Seyd,S/O Noor Virk,6110149549225,AB8945134,Pakistani,Sialkot,Pakistan,Germany,2015-12-06,Visit,Tourism
Ibrahim Syed,S/O Sobia Ansari,3520256472583,AB4648957,Pakistani,Turbat,Pakistan,USA,2016-08-22,Student,Family Visit
MohdAslam,S/O Adnan Nawaz,1330256684632,AB8089274,Pakistani,Quetta,Pakistan,Germany,2017-08-29,Work,Tourism
Adnan Butt,S/O Aamir Malik,5400015276512,AB3766748,Pakistani,Skardu,Pakistan,China,2021-02-16,Student,Education
Noor Qureshi,S/O Tahir Naqvi,4210158496426,AB5190540,Pakistani,Mardan,Pakistan,Saudi Arabia,2015-10-21,Tourist,Tourism
Mehwish Gilani,S/O Hussain Zaidi,61101-9774573-9,AB4493925,Pakistani,Mirpur,Pakistan,Malaysia,2023-11-10,Tourist,Family Visit
Ali Sheikh,S/O Hashmi Sheikh,1330267129925,AB2638108,Pakistani,Muzaffarabad,Pakistan,Turkey,2019-05-16,Student,Medical Treatment
Noor Hussain,,3520220631607,AB3641115,Pakistani,Sargodha,Pakistan,France,2023-06-11,Student,Business Meeting
Mohd Ansari,S/O Ali Abbasi,4210190291764,AB4991922,Pakistani,Muzaffarabad,Pakistan,UAE,2019-12-14,Tourist,Tourism
زینب علی,S/O Ibrahim Latif,5400095521604,AB1893882,Pakistani,Hyderabad,Pakistan,Turkey,2016-05-17,Work,Tourism
Arif Jafri,S/O Naeem Chattha,2130147765387,AB1739592,Pakistani,Muzaffarabad,Pakistan,Saudi Arabia,2020-02-19,Business,Tourism
Mohd Butt,S/O Aamir Chaudhry,2130142522817,AB8287259,Pakistani,Skardu,Pakistan,Turkey,2015-05-26,Visit,Education
,S/O Arif Syed,2130118614474,AB6695780,Pakistani,Sialkot,Pakistan,Saudi Arabia,2019-06-20,Visit,Tourism
Amna Rizvi,S/O Tariq Gilani,2130114198439,AB1471424,Pakistani,Skardu,Pakistan,Canada,2019-04-03,Tourist,Business Meeting
Hussain Zaidi,S/O Sajid Mirza,2130144288515,AB8744077,Pakistani,Abbottabad,Pakistan,Canada,2017-02-27,Tourist,Family Visit
Hussain Akhtar,S/O Usman Bukhari,2130123838172,AB6991373,Pakistani,Skardu,Pakistan,Canada,2016-05-17,Business,Tourism
Sajid Jafri,S/O Asif Tarar,5400094703658,AB6340587,Pakistani,Muzaffarabad,Pakistan,Germany,2021-10-09,Tourist,Medical Treatment
Aamir Raja,S/O Syed Aslam,1330233321697,AB5393095,Pakistani,Islamabad,Pakistan,Canada,2020-10-15,Business,Education
Sheikh Nawaz,S/O Adnan Syed,4400037938003,AB4536927,Pakistani,Skardu,Pakistan,UAE,2022-07-01,Tourist,Tourism
Hashmi Hashmi,S/O محمد علی,4210185569617,AB7862403,Pakistani,Rawalakot,Pakistan,Turkey,2017-07-28,Business,Tourism
Mohd Raja,S/O Hassan Rana,5400062051417,AB3415155,Pakistani,Larkana,Pakistan,Malaysia,2016-07-11,Business,Family Visit
Qureshi Latif,S/O Ahmed Malik,,AB5602554,Pakistani,Skardu,Pakistan,Canada,2016-11-28,Visit,Education
Ahmed Baig,S/O Khalid Bukhari,3520257038789,AB7596380,Pakistani,Nawabshah,Pakistan,France,2015-08-30,Student,Employment
Hamid Aslam,,4210128288357,AB5241800,Pakistani,Sargodha,Pakistan,Malaysia,2021-10-05,Business,Employment
Hamid Bhatti,S/O Tahir Chaudhry,4400046641582,AB7340263,Pakistani,Bannu,Pakistan,Malaysia,2017-04-21,Visit,Family Visit
Rabia Virk,S/O Arif Hussain,3520230672748,AB6795535,Pakistani,Gilgit,Pakistan,Canada,2018-03-30,Business,Employment
Adnan Sheikh,S/O Khalid Akhtar,4400086710574,AB9928537,Pakistani,Gwadar,Pakistan,UAE,2016-01-30,Business,Family Visit
Kamran Akhtar,S/O Sobia Raza,6110151399982,AB9173983,Pakistani,Mingora,Pakistan,USA,2016-05-12,Work,Tourism
Naveed Akhtar,S/O Hamid Iqbal,4400055760515,AB2593765,Pakistani,Peshawar,Pakistan,China,2017-12-27,Student,Education
Uzma Hussain,S/O Mehwish Bhatti,3520245508528,AB5641057,Pakistani,Quetta,Pakistan,China,2020-05-11,Visit,Business Meeting
Amna Nawaz,S/O Maryam Aslam,2130127501746,AB1920084,Pakistani,Abbottabad,Pakistan,France,2018-02-07,Work,Medical Treatment
Ali Mirza,S/O Omar Bukhari,4400071182663,AB6215139,Pakistani,Abbottabad,Pakistan,Canada,2020-06-28,Work,Employment
Mohd Iqbal,S/O علی حسین,4210187681381,,Pakistani,Bahawalpur,Pakistan,UK,2017-09-04,Tourist,Tourism
Rizwan Qureshi,S/O Uzma Chattha,1330286538032,AB3451977,Pakistani,Islamabad,Pakistan,Canada,2022-08-05,Tourist,Tourism
Qureshi Chattha,S/O Hassan Zaidi,2130170901151,AB8854002,Pakistani,Rawalakot,Pakistan,France,2022-01-29,Tourist,Employment
Shoaib Jafri,S/O Asma Ansari,4400089234321,AB7682512,Pakistani,Sialkot,Pakistan,Canada,2019-10-01,Student,Business Meeting
Faisal Rizvi,S/O Muhammad Tarar,4400065673633,AB1045143,Pakistani,Islamabad,Pakistan,Canada,2016-10-12,Visit,Family Visit
Raja Butt,S/O محمد احمد,3520213412023,AB5737805,Pakistani,Islamabad,Pakistan,Germany,2017-12-25,Student,Business Meeting
,S/O Mohammad Virk,2130141042048,AB8109291,Pakistani,Islamabad,Pakistan,Turkey,2021-04-15,Business,Medical Treatment
Aamir Jafri,S/O Hina Zaidi,4400029119573,AB9024458,Pakistani,Islamabad,Pakistan,USA,2019-05-08,Visit,Education
Mohd Sheikh,S/O Hashmi Bukhari,4210168253389,AB9807226,Pakistani,Quetta,Pakistan,UAE,2016-04-27,Business,Tourism
Shazia Zaidi,S/O Hussain Khan,3520230362941,AB4786339,Pakistani,Gilgit,Pakistan,UK,2019-07-06,Student,Medical Treatment
Malik Akhtar,S/O Adnan Akhtar,4400014922504,AB6466697,Pakistani,Muzaffarabad,Pakistan,USA,2019-06-23,Business,Business Meeting
Amna Hussain,S/O Adnan Aslam,3520273254623,AB8938723,Pakistani,Gilgit,Pakistan,Malaysia,2018-07-20,Work,Education
Sidra Tarar,S/O عمر شیخ,,AB5852230,Pakistani,Islamabad,Pakistan,Malaysia,2016-08-30,Work,Employment
Mohd Raja,S/O Hamid Aslam,5400051207005,AB9049726,Pakistani,Islamabad,Pakistan,Germany,2021-11-05,Student,Employment
Hassan Rana,S/O Baig Hameed,5400041599863,AB1474404,Pakistani,Chilas,Pakistan,USA,2020-09-10,Visit,Business Meeting
Shazia Rafiq,S/O Maryam Aslam,4210127500751,AB1500134,Pakistani,Khuzdar,Pakistan,China,2020-02-02,Visit,Employment
Rizwwan Iqbal,S/O Sidra Hussain,3520247668612,AB4608021,Pakistani,Lahore,Pakistan,China,2020-06-06,Business,Family Visit
Mohd Gujjar,S/O Sobia Syed,1330210251938,AB4047405,Pakistani,Hyderabad,Pakistan,Malaysia,2021-02-10,Student,Education
صان ملک,S/O Bilal Tarar,1330247398307,AB7604968,Pakistani,Nawabshah,Pakistan,France,2021-05-22,Business,Business Meeting
Omar Raza,S/O Kashif Gilani,6110133293282,AB8555694,Pakistani,Gwadar,Pakistan,France,2019-05-20,Business,Tourism
Kamran Hussain,S/O Chaudhry Mirza,4400084092023,AB5134757,Pakistani,Hub,Pakistan,UK,2020-12-11,Student,Tourism
Zainab Nawaz,S/O Rabia Hashmi,4400046749484,AB5297559,Pakistani,Mardan,Pakistan,USA,2018-04-26,Student,Education
,S/O Muhammad Baig,4400041194858,AB8771978,Pakistani,Mirpur,Pakistan,China,2023-10-15,Business,Tourism
Rukhsar Sandhu,S/O Hassan Gujjar,6110155843496,AB4518676,Pakistani,Peshawar,Pakistan,Turkey,2019-04-08,Tourist,Tourism
Rabia Sheikh,S/O Tahir Ali,6110183731737,AB6904932,Pakistani,Karachi,Pakistan,France,2020-01-28,Tourist,Education
